,아이디,댓글 내용,댓글 시간
42,  Z Ezzz,와 다 하고 나니까 어깨 엄청 시원해요ㅠㅠ 학생이라서 무거운 가방 매고 다니고 앉아서 필기하는 시간이 많아서 어깨 뻐근했었는데 진짜 최고..,1년 전
43,  여미,와 어깨 진짜 승모근 최강인데 이거 너무 시원해요ㅜㅜ 다른 상체 스트레칭들은 하고나면 더 아프고 힘들기만했는데 바다에서 보물 찾은 기분이네요...ㅜㅜ 꾸준히해보겠습니다!!!!!,2년 전
44,  행복한만두,오늘 아침 미서원홈트영상3가지보며 1시간운동했어요 진짜 개운하고 좋아요!!!!~~~평소 4시간 출퇴근으로 어깨 목이 많이 안좋았는데 지금 3일차거든요 어깨에 돌 빠진것같아용 꾸준히해볼게요! 직장동료들에게도 추천했습니당!!,2년 전
45,  리도,이건 진짜 최고의 어깨 스트레칭 영상입니다.. 어깨 뻐근할 때마다 이거 7분만 해주면 진짜 싹 풀려요..,1개월 전
46,  나인갓SF,너무 시원해요...... 등 굽어있고 라운드 숄더인데 이것만 하면 펴고 있는게 힘들지 않고 편해져요 매일하면 너무 좋겠지만 생각날때마다 와서 소미핏님 따라하면 개운해지네요 감사합니다운동 고수가 되면 올려주신 다른 격한 운동도 따라해보겠습니다ㅎㅎ,1년 전
47,  두둥실딸기잼,어깨아파서 스트레칭 찾다가 따라하고있는데 반활자세 진짜 아프고시원하네요,1년 전
48,  ABC,어깨통증이 심해서 수술할뻔했는데 꾸준히 하니까 많이 좋아졌어요! 진짜 감사합니다ㅠㅠ 골반교정스트레칭 하고 골반통증 많이 좋아졌어요! 너무 감사합니다,1년 전(수정됨)
49,  rothyjp,마지막 자세 진짜 ㅠㅠ 등까지 너무 시원해요! 최고ㅠㅠ,3년 전
50,  휘게사니,사랑해염 언니 감사합니다~ 수영장 다니고 요가 다니고 있었는뎅 이제 홈트로 진입하겠습니다.저번에 채식관련된 영상도 봤었는데 몸도 물론 환경까지 생각하는 언니 멋있습니다!,2년 전
51,  꼼지락 하루,와 진짜 대박 시원합니다........ 승모근 라운드 숄더 관련 스트레칭 많이 해봤는데 최고입니당. 매일 해야겠어요.... 정말이지 너무 좋은 영상이에요 감사합니다 ,1년 전
52,  Seohee Ashley Park,이건 진짜 대박입니다. 하자마자 바로 내내 어깨를 짓누르던 통증이 사라졌어요 <3,2년 전
53,  이다솔,고양이자세할때 어깨쪽이 너무아파서 1분을 못채웠었는데 2주정도 따라하니 이제 안아프게 따라할 수 있네요 어깨도 전보다 시원하고 좋아진걸 느껴요 ,2년 전
54,  Papergarden,어깨 스트레칭인데 승모근 뭉친거 다 풀렸어요~ 너무 좋아요,1년 전
55,  오늘뭐하지?,3주하고 나니까 깍지끼는게 드디어... 양쪽 다 되네요 이얏호! 여러분 꾸준히 해보세요 ㅜㅜㅜ,1년 전
56,  JY Kim,"오늘 목이랑 머리가 아팠는데, 이거 하고 아니까 상체가 너무 개운하네요 소미님 말처럼 자기 전에 하면 진짜 좋을 듯요!!!!!! 꿀스트레칭",1년 전
57,  황혜진,진짜 어께가 너무 시원해요.. 매번 할때마다 신기해요 ㅋㅋ너무너무 좋음 영상 감사합니다며칠전에 양 어께 목이 다 아파서 고개글 뒤로 젖히는것도 힘들었는데 이 스트레칭 며칠 하고나니 안아프게 어께랑 고개가 돌아가요 ㅠㅠ너무김사합니다.,1년 전
58,  연정,와우...효과 대박이네요 원체 유연성이 좋은 편이라 따라하면서 어 조금 당기고 시원하네? 하면서 편하게 따라했는데 대박...3일동안 아프고 뭉쳤던 어깨랑 승모근 주위 전체가 하나도 안 아파요. 한 번 따라했는데 이 정도라니 매일매일 해야겠어요! 감사합니다..,2년 전
59,  121 12,"왼쪽 등 통증으로 반년넘게 고생하고있습니다.물리치료, 마사지, 다른 스트레칭, 침, 부항 다해봤는데도 차도가 거의 없었는데 이게 직빵이네요. 감사합니다!!",2년 전
60,  Pang Pang,평소 앉아서 일하는 편이라 어깨가 많이 아픈데 추천영상으로 떠서 따라 해봤어요. 꾸준히 하면 시원하게 잘 풀릴 것 같아요^^,2년 전
61,  파친미미,반활자세 제일 힘든데 진짜 신세계네요 너무 시원해서 가슴이 반으로 접힐거 같아요..!,3년 전
62,  나오Nao,와...이거 진짜 대박입니다...이거 했는데 제가 무릎이 안쪽으로 휘어졌는데 이거 고쳐지면서 종아리 사이에 구멍이 더 생기고 암튼 걍 짱입니다!!!!!!진짜 넘 감사합니다ㅠㅠㅠㅠㅠㅠ,1년 전(수정됨)
63,  j k,"웨이트를 하며 운동 전에는 짧아진 근육을 늘려 운동 효과를 높이고, 운동후엔 뭉치고 뻐근한 부위를 풀어주기위해 미서원님의 상,하체 스트레칭 동작을 번갈아가며 하고 있습니다. 중량운동하시는 분들 꼭 운동루틴에 스트레칭 넣어주세요 정말 달라요!!",2년 전
64,  잉욥욥,우왕... 이거 하니까 어깨 펴지고 어깨 높이가 조금 짝짝이였는데 살짝 교정되고 너무 시원해요!!! 꾸준히 하면 어깨도 완전히 펴지고 비대칭도 교정될 것 같아요!!,2년 전
65,  정애박,"유튜브에 댓글 처음 남기는데, 진짜 짱짱짱! 언니 운동은 다 좋네요~강도가 좀 있긴하지만 >_<;;직업때문에 어깨가 항상 굽어있는데 하고 나면 너무 시원해요~ 진짜 매일 할꺼예요!!",1년 전
66,  장춘선,이 영상의 동작들이 너무 좋아요.하고나니 상체가 너무 시원해져요.좋은 영상 감사합니다.^^,1년 전
67,  뉸뉴랄라,와 한번햇다고 어깨 진짜 잘풀리네요..!!!!!!! ㅠㅜ 앉아서 일하는 직장인이하기에 너무 좋아요 최고,1년 전
68,  이수아,어깨가 아팠는데 하고나니 너무 좋아요,1년 전
69,  Rpdghkd,막혔던 코도 뻥 뚫리고 너무 좋아요항상 믿고 따라하고 있습니다 ^^7,1년 전
70,  김설하,"영상 잘 봤어요! 완전 시원하구  도움 너무 많이 되네요!!! 평소에  자세가 안좋아서 목부터 허리까지 좋지 않아서 꾸준히 운동, 스트레칭, 물리치료 하면서 자세교정 중인데 오래 앉아  있을때마다 너무 몸이 무겁더라구요 자세에 도움 될만한거 알아보다가 친척이 추천해  줘서 새로 알게된 허리큐 자세교정 의자 로 바꾼 후 부터는 하루가 다르게 몸이 가볍고 편하더라구요 허리큐 자세교정의자 에 있는 여러가지 기능중에 팔걸이 기능이 자세 유지시켜 주는데 완전 신세계더라구요 허리큐 자세교정 의자 도움도 받으면서  운동도 같이 해주면 효과가 두배는 빠르게 좋아지더라구요 !!!!!! 특히 스트레칭 꾸준히 해주는것두 자세교정 하는데 너무 중요하더라구요 !!!",1년 전
71,  이꽃봄,설명이 너무 좋아요 자극부위 콕콕 집어주시니까 더 정확히 동작이 되더라구요 앞으로 좋은영상 더 부탁드려요,2년 전
72,  baechusaiso,일하면서 긴장된 상태로 오래있어서 어깨 만성통증이었는데 이 스트레칭 하고선 통증도 덜하고 어깨도 펴진것같아요. 매일 스트레칭하면서 좋아요 계속 눌러드리고싶은데 한번밖에 안되서 아쉽 영상 늘 감사하게 보고있어요️,2년 전
73,  tv justine,반활자세 진짜 대박임.. 바쁠땐 이 자세만이라도 해보세요 대박시원함 ㅠㅠ,2년 전
74,  이진경,"출산하고 모유수유 하신 분들은 꼭꼭 이거 매일 따라 하셨으면 좋겠어요. 너무 좋아요. 이거 한지 2주 정도 됐는데 자세가 완전 좋아지고, 가슴이 곧아지면서 쳐진 가슴 업 되는게 확연히 표가 나네요 ㅜㅜ 늘 아이들 눈높이에 맞추다보니 등이 굽어져 있었는데 너무너무 좋아요. 선생님 감사합니다 ㅜㅜ 적게 일하시고 많이 버세요^^ 최고!!",1년 전
75,  라라,목소리도 나긋나긋 하셔서 편안하게 잘 들리네요 너무 시원하고 좋아요 감사합니당,1년 전
76,  HHJJ KK,와 마지막자세 대박이에요 요즘 라운드숄더 심해서 따라했는데ㅜ넘시원해요 꾸준히해야겠서요,1년 전
77,  서응강이,어깨가 아파서 시작했는데 6주동안 매일 2번씩 했는데 굽은 등도 펴지고 어깨도 마사지기 안쓰고 이 운동 자꾸 하게 되고 가슴 모양도 자리가 이쁘게 잡혀서 신기하고 감사드립니다.,2년 전
78,  바이나비 by nabi,작업이 많아서 항상 어깨가 아픈데 제일 시원한 영상인거 같아요굽은 어깨에 최고에요 열심히고 있어여 감사드려요,2년 전
79,  D W,며칠동안 어깨운동 안해서 많이 뭉쳐있었는데 한번에 풀렸네요 가볍습니다️️,4년 전
80,  김지은,사랑하는소미님ㅎㅎ하나하나 다 따라해보면서 저에게 제일 잘맞고 자극 오는 영상들 찿아가며 반복하고 있어요하나하나 어쩜 이리 텀즈업인가요~~ㅎㅎ노래선곡 센스에서 한번 더 감동!!,1년 전
81,  이화명,세상 모든 사람들이 알았으면 좋겠어요.....하는 동안 너무 아파서 걱정했는데 잤는데 일어나니 지금 삼일째 아프지 않아요!! 정말 ️,1년 전
82,  아니카 엄마 Sil Kim,밑에 보니 4일전에 댓글잘았네요. 하루에 두번 혹은 꼭 한번은 스트레칭을 했더니 정말 많이 통증이 좋아졌어요! 진짜 일단 일주일만 해보자 했는데 아침에만 살짝 뻐근한 느낌이고 스트레칭하고나면 개운하게 느껴지고 참 좋아요 참고로 골반 스트레칭도 같이 꼭 하고 있어요너무 참 몸이란게 신기하고 이렇게 따라할수있게 영상 만들어줘서 고마워요~ 나이들어 애키우고 같이 누워자면서 제대로 못자서 온몸이 아팠는데 스트레칭으로 좀  살만해졌네요 고마워서 또 주저리주저리 적었네요 ㅎㅎ 넘나 감사해요:)),2년 전
83,  s b,"시작한지 딱 일주일 반인데요 매일매일 골반교정하고 이 영상이랑 내전근, 엉덩이 영상 세개는 돌아가면서 사흘에 한번씩 했는데 1번운동에서 손이 닿아요! 시작할때는 수건도 거의 반정도 남을정도였는데 와 하루에 두번도 아니고 딱 일주반동안 한 4번정도 했는데 이정도라니... 영상 너무 감사합니다!",11개월 전
84,  owo,"와 오랜만에 운동하면서 어깨스트레칭하는데 매날 겜하다가 하니까..ㄹㅇ 어깨랑 팔에 피가 확 도는게 느껴져요...최고,,",2년 전
85,  쏭입니다룽,진짜 피로랑 뭉친 어깨 풀리는거 전문이에요ㅠ 완전 가볍고 이정도로 뭉친지 몰랐는데 넘 가볍네요ㅠ 감사합니다,2년 전
86,  redrosesforruby,드문드문 하긴했지만 1년넘게 했는데 너무 좋아요 특히 반활자세 진짜 중독적입니다 7분동안 반활자세하려고 드릉드릉,1년 전
87,  dddddl,제가 진짜 라운더 숄더가 심하고 최근 들어서 한달은 오른쪽 어깨가 너무 아파서 일 할 때 고생 좀 많이 했는데 오늘 이 스트레칭 처음 따라하고 어깨가 너무 시원하네요 좋은 영상 감사해요,2년 전
88,  JuSang Lee,오랜만에 웨이트 운동을 하려니 평소 구부정한 자세때문에 어깨가 많이 말려있어서 올바른 자세 취하기도 어렵도 부상 위험이 높다는 것을 알았습니다. 이후 이 영상의 움동을 해주니 말렸던 어깨가 많이 펴지고 중량 운동시 어깨에서 나는 소리가 많이 줄었습니다.,1년 전
89,  Eun Hye Kim,이 스트레칭 전후로 폼롤러 상체에서 특히 겨드랑이 해주는데 이거랑 완전 조합 좋아요  그리고 시간날때 팔뚝살 빼는 아령까지 더해주면 완벽한 운동 루틴 조합 탄생 ㅋㅋ,2년 전
90,  냥꼬,이거 진짜 미쳤어요. 골반교정 따라하다 밑에 있어서 이것도 한번 해봤는데 요즘 계속 오른쪽 어깨가 아팠는데 하고 나니 아픈거 거의 사라지고 너무 가볍고 시원합니다.,2년 전
91,  오애오애오,전 성격이 급해서 그런지 빠른 진행이 깔끔하고 무척 마음에 들었어요 ㅠㅜ 좋은 영상 감사합니다 !!,3년 전
92,  MS Hannah,부담없이 따라하기 너무 좋아요.꾸준히 해볼께요.감사합니다.,2년 전
93,  james kim,I am a physician in America. It will very interesting if you can make a same version in English translation.I can show to my coworker too.Thank you for your instruction.,2년 전
94,  슈니,너무 시원해서 기절할뻔했어요평소 자세가 얼마나 안좋았는지 깨닫고... 이거 매일해야겠어요,1년 전(수정됨)
95,  iwbhappy 25,어깨아파서 병원갔다왔는데... 반활자세 진심 대박이에요,1년 전
96,  이다혜,"요즘 책상에 오래 앉아있다보니 어깨랑 목이 너무 뻐근했는데, 완전 시원하네요~반활자세 짱이네요 ㅎ",2년 전
97,  예진,와 진짜 요즘 어깨가 너무 너무 아팠는데 한번 해ㅛ는데도 시원해요 진ㅁ자 감사합니다,2년 전
98,  냥꼬,어제 처음 시작했는데 중독됐음..오늘은 무려 3번 함..어깨가 너무너무 시원해요 ㅠㅠ 그리고 골반 허리 안좋은데 이거 하고 나면 골반교정 따라해도 안풀리던 허리가 어깨랑 같이 풀려요. 반활자세가 제일 힘든데 진짜 좋은 거 같아요.,2년 전
99,  Suyeon Yeo,이거 너무 좋아요~~ 어깨가 완전히 풀리고 순환도 잘되요. 노래도 잔잔하고 매일 하고 있어요. 감사합니다 :),2년 전
100,  꼬마강아쥐,이거 틈틈히 공부하는 도중에도 하는데 효과 꽤 있는거 같아요 어깨 통증도 덜해지고 ㅠㅠ 다른 운동도 마니 해봐야겠어요,2년 전
101,  먕,아침 저녁으로 꼭 할게요 개학 전까지!!진짜 너무 시원해요 ㅠㅠㅠ 진짜 꾸준히 하려고 재생목록 위에 놨음 효과있었는데 중간에 귀차나서 안하다가 이번에 다시 귀찮음 뚫고 해볼게여,4개월 전
102,  36목수,2일짼데 최대한 노력해서 오래오래 영상보면서 따라하려고요너무 유익한 영상입니다. 정말 감사해요,2년 전
103,  이연수,이 분을 내가 왜 이제 안걸까요..  진짜 좋아요 설명도 되게 잘해주시고 제가 좀 오바해서 한다 싶으면 타이밍 진짜 기가 막히게 점진적?으로 늘려나가라고 해주시면서 자신한테 맞게 하라고 해주셔서 적당히 하고 있습니다! 진짜 좋아요,2년 전
104,  3000억원,진짜 너무 너무 시원해요!!,4개월 전
105,  Linaneuluha리나늘루하,어깨 정말 시원해져요~ 좋은 동영상들 항상 고맙습니다~^^,1년 전
106,  선혜sunhye,집에서 해봣는데 반활자세 진짜 효과쩌네요ㅠㅠㅠ감사합니다,2년 전
107,  찌쯔버거,와 진짜 어깨 썩어서 팔까지 저릴 정도인데… 감사합니다 웬일 왜케 시원하고 하고 나니까 진짜 가벼워져서 어깨 계속 돌려보고 있어요 아 감사합니다 아침에도 해야지ㅠㅠㅠㅠ,1년 전
108,  CoCo Toy tube,어깨가 아파서 따라했는데 너무 시원해요,2년 전
109,  뽀용뽀용,진짜 아프면서 최고 시원함 최애 스트레칭 ㅠㅠㅠㅠㅠ 3/10 1일차,2년 전
110,  hyojin,뒷목이 너무 아파서 병원가기 전에 이거 하고 잤는데 다음날 거의 멀쩡하게 나아서 이틀 정도 더 하고 완치했네요 ㅠㅠ ️️,1년 전
111,  여러브 Yeo love,반활자세 역대급으로 시원하네요. 언니 사랑해요 진짜 ㅠㅠ,1년 전
