,아이디,댓글 내용,댓글 시간
13,  dsiosf aeg,다른건모루겠는데 2번째 동작 ㄹㅇㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아 쉽네 했다가 어깨 내려주자마자 쉽우와아악~거림ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,3년 전
14,  eonion Y,강직성은 교정이불가하다는 영상을 보았는데요  유연성부족과 강직이되어 숙이기어려운것을 구분해야될까요 ? 제가강직성인걸로 보이는데... 교정이불가한걸까요..,4년 전
15,  inx,저중에 하나만해도 효과가 있나요?,2년 전
16,  Creed,세트간 휴식은 얼마나 하면 될까요,3년 전
17,  won choi,의자가 적당한게 없어서 스탠딩w만 하는데 어께가ㅜ너무 아파요 정상인가요?,2년 전
18,  빈,"아 누웟을때 어깨 뜨는거 넘 모 소름 이다,,",3년 전
19,  e,집에 벽의 모서리마다 물건이있어서 허공에 대야함ㅠㅠㅠㅠㅠㅠㅠ,2년 전(수정됨)
20,  JUNSAM,오른쪽 견갑골이 자꼬 뭉치는 느낌이 나는데 이게 목디크랑 관련이 있다고 들었습니다. 운동을 어떻게 하면 좋을까요?,4년 전
21,  oroI,모서리가 없는데 어떡하죠? 생략해도 되나요?,2년 전
22,  야우문령단장성,상지근막 신경스트레칭 할 때 손바닥 뒤집으면 아래팔부터 손끝까지 저릿저릿한데 왜그런건가요,2년 전
23,  폐가입진,강남에 저런동작 도수치료후따로 운동할때 몇개가르쳐주고 십만원넘음세상좋다,3년 전
24,  밤하늘,난진심 이분 외국사람이 한국말하는건가 아님 더빙하는건가 했다가 댓글보다가 가면쓴걸알았네..ㅎㅎ,3년 전
25,  람튜브,다이어트와 체형교정을 위해 유산소15분과 이 루틴을 같이한다,3년 전
26,  오리,의자나 의자대신 쓸게  없어서 w운동을 못하고 스탠딩 w만 하는데 괜찮을까요? 아니면 스탠딩 양을 늘려아하나요,4년 전
27,  U Bae,임산부가 해도 되는 운동인가요?,3년 전
28,  헬정자,잘때 계속 옆으로 누워자서 그런지 라운드숄더였네,3년 전
29,  호호호,교정 잘되나요?,2년 전
30,  이시호,상지근막 스트레칭이랑 흉추 스트레칭이 잘안되요ㅜㅠ,3년 전(수정됨)
31,  올유니드,스탠딩w 별거 아닌거같은데 쉬원하네요. 벽만 보면 w하고싶어용,3년 전
32,  김성수,야구를 하는데 광배근이 팔을돌때 찌르거나 걸르는 느낌이있어요,3년 전
33,  ㅇㅇ,어깨에 쥐나는데 괜찮나요?,2년 전
34,  님말이맞긴한데,"상지근막 스트레칭할때 한쪽이 피안통하는 것처럼 오래하면 찌릿거리는데 왜그런건가요.,..ㅠㅠ",2년 전
35,  Simyoung Lee,흉추 스트레칭을하는데 등쪽 근육이 아플정도로 뭉치는 느낌이에요 ㅜㅜ 이 스트레칭해도 되나요,3년 전
36,  토돌,0:45 구운계란아니에요?,4년 전
37,  웃으며삽시다!,뭘 자꾸 좋았어 야 ㅋㅋㅋㅋㅋ이거 개 시원ㅋㅋㅋ,3년 전
38,  송치원,집에 저런 의자는 없는데 대용으로 사용할 만한 것 있을까요? 그리고 어깨를 펴면 날개뼈 사이에 골짜기가 생기는데 이것도 라운드숄더 때문이겠죠?,2년 전
39,  이섹이,아빠가 맨날 어깨좁다고 운동하라고 했는데 팔굽혀펴기랑 철봉 일주일 한거갖고 친구들이 어깨넓다 하더라,2년 전
40,  펭채원,3:00  관절가동술 진짜 시원하다,3년 전
41,  hegun,평소에 찌사일 발스아ㅏㅏ 자세로 다니면 좀 나아질까요?,2년 전
42,  HY L.,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ누웠을땤ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ머맄ㅋㅋㅋ너무동그랰ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,4년 전
43,  흐언슈아이끄어,궁금한게요더블류할때 승모근에 힘이 엄청들어가는데 이게정상인가요?,3년 전
44,  길거리불꽃,ㅋㅋ유익해서 좋네요 감사합니다. 근데요 뭔가 마스크 쓰신거 같아서 웃기네요 ㅋㅋ,3년 전
45,  이정,열중셧할때어깨가굽어잇음어떡해요?ㅠ,2년 전
46,  김민재,제일 좋은 건 평소에 좋은 자세를 유지하려 노력하는 겁니다. 찌찌에서 미사일이 나간다고 생각하고 가슴을 활짝 여세요.,3년 전
47,  행,1:101:593:004:05,1년 전(수정됨)
48,  따흐흑,0:46 누워있는거 진짜 예쁜 달걀 같아요,3년 전
49,  S,빡빡이 아저씨 스트레칭 교정은 최고임,4년 전
50,  서준석,<문제있어요> 스탠딩 더브유 할때 허리를 붙이면 머리가 뜨고 머리를 붙이면 허리가 뜹니다 ㅋ그리고 둘다 붙였더니 회전근쪽 어깨뼈가 아픈데 저같은 거북왕은 어떻게 시작하면 좋을까요?,2년 전
51,  sky lark,OH MY SHOULDER,2년 전
52,  이빵빵,질문있습니다. 알려주신 교정운동과 바른자세운동밴드 착용을 같이하면 더 도움이 될까요?,2년 전
53,  Shnak Shnak,Anyone watching this without knowing what he's saying? No? Just me? Ok...,3년 전(수정됨)
54,  마이비,할로우맨 같기도 하고윌과 그로잇인가 그 애니같기도하고뜨거운물에 오래 담궜다가 뺀 엄지발가락같다 조크♡,4년 전
55,  Re Phoenix,조아써,3년 전
56,  너,스탠딩더블류 할때 등을 벽에붙이면 어깨가 굽어서그런지 벽에서 붕뜨는데 벽에붙이려니 힘들더라고요. 이게 어깨가 굽어서그런건가요?,3년 전
57,  JMP,진짜 잘못된 자세로 많이 생활했나보다 목이 너무 아프고 할때마다 어지럽네,2년 전
58,  지훈최,고3이라 시간이 없어 이것 저것 할 여유가 없네요 ㅠㅠ 저 중에서 한가지만 걸라 매일 한다면 어떤 것이 제일 좋을까요?,4년 전
59,  강현우,이거하고 가슴중앙과 등쪽에 통증생겻는데 왜 그런걸까요? 다른질환같기도하고 걱정돼네요ㅠ,2년 전
60,  999 9,너무 머리가 말끔해서 CG인줄 알았다..,4년 전(수정됨)
61,  wonz,손은 한30도 정도 돌아가고 어깨가 약간 뜨긴 합니다 근데 더 눈에 띄는건 오른쪽 어깨 뼈가 툭 튀어나와있습니다 어떻게 하면 집어넣을 수 있을까요?,4년 전
62,  liesel J,빡빡이 아저씨 혹시 지금 kbs2에 나오시는 건가요?? 허리아프고 어깨굽어서 빡빡이 아저씨 동영상 많이 보는데 목소리도 비슷하고 왠지 반갑네요 ㅋㅋ,2년 전
63,  moosekiss,스탠딩W할때 허리 어떻게 벽에 붙이지 ㅜ 떨어지는데 자연스레,3년 전
64,  이럴수가,좋았어!...,3년 전
65,  강은혜,선생님 가슴이 짝가슴인데 이런건 교정하는 스트레칭있나요 어깨 굽고 골반이 틀어진건 알겠는데 어떤 동직이 짝가슴 교정이 되는간지.모르겠어여 ㅠㅠ,2년 전
66,  전성현,ㅋㅋㅋㅋ'너희는 뒤로 돌 필요 없어',4년 전
67,  x ror,저 자세들을 하면 숨쉬가 불편하고 헐떡거리게 되는데 어떡하죠?..,3년 전
68,  두루미,스트레칭 동작할때 땡기고 저리면 라운드숄더가 많이 심한건가요...ㅠㅠ,3년 전
69,  lsc,스탠딩 w할때 왼손이 벽에 안붙고 붕 뜨는데 이거 문제있는거죠? 오른손 주먹은 벽에 붙습니다,2년 전
70,  SeYn Hong,여기는 똑같은 질문이 수없이 올라와도 정확하게 답변주는 걸 한번도 본적이 없어어설프게 따라하는게 더 위험한 거아닌가용채널은 점점 커지는데 그에 대한 대응은 미흡...,3년 전
71,  이지은,영어 버전도 있나요? 자막이나..,2년 전
72,  맹꽁이마을,빡빡이형닮은꼴 생각났어목소리 베어그릴스외모 패트와 매트,3년 전
73,  sleepeatwork park,중간중간 조오아써 하실때 뭐가 조타는 말씀인지 잘 몰랐는데 계속 따라하니까 무슨뜻인지 알거 같음ㅋㅋㅋㅋ,4년 전
74,  서용빈,정상적인 사람이 하더라도 시원하고 좋나요? 아니면 정상인이 하게 될 경우 부작용을 유발하나요?,3년 전
75,  정멘토스,1/17 ️1/18 ️1/19 1/20 ️1/21 ️,2년 전(수정됨)
76,  P. Zan,쯔아아ㅏ아아ㅏ악 더블유 겁나매력적이네ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,3년 전
77,  pkᄒᄉ,팡이 소개좀시켜줘라 이 영상,2년 전
78,  이주호,아닠ㅋㅋㅋㅋ 첫 자세때 뒷머릿살 접히는거 모자이킄ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,3년 전
79,  jinny k,도전3월 21일 완료!3월 24일 완료!4월 10일 완료! 오프때 꼭하자7월 15일 완료!7월 19일 완료!7월 25일 3번 완료!8월 12일  완료!9월 5일 완료!9월 11일 완료!10월15일 완료10월30일 완료!,2년 전(수정됨)
80,  MinHae Jung,안녕하세요. 동작을하다가 궁금한게있어서 댓으로 질문드립니다. 두번째 동작에서 팔을 내릴때 가슴과 어깨쪽이 땡기는것이 아닌 손목이 아픈증상이 자꾸 나타나는데 무엇이 잘못된걸까요... 동작이 좀 어렵네요ㅠㅠㅠ,4년 전
81,  0 00,굽은 등에 굽은 어깨인데 이렇게 스트레칭 하는건 알겠는데 평소에는 일부로 등이랑 어깨 피고 다녀야 되나요? 그럼 등이랑 어깨에 무리가 가나여? 아니면 그냥 평소대로 힘 빼고(굽은채로) 다니는게 좋나요??,3년 전
82,  이은영,기숙사에 살아서 부끄러워서 못할듯ㅠ 나중에 룸메랑 더 친해지고나면 해야겠어요..,3년 전
83,  Rene Ramirez,Español como aprendo japones noquerogracias,2년 전
84,  김남례,말투 증독성있네,4년 전
85,  ARKX,1:06 가슴근육스트레칭 20초 1:55 상지근막 신경 20초 3세트2:57 관절 가동술 5개씩 4세트4:00 흉추스트레칭 20초씩 3세트5:00 w운동 10개씩 4세트5:50 스탠딩 w운동 10개씩 4세트,2년 전
86,  짱구는옷말려,근데 아조씨 입을 크게 움직이지 않는데 어떻게 가렇게 발음이 좋아여???,3년 전
87,  김민정,빡빡이 선생님 w운동 할 때  1키로 아령 들고 해도 되나요?,2년 전(수정됨)
88,  졸려,패트와매트같아..가면이랑 안경 넘 찰떡ㅋㅋㅋㅋ,3년 전
89,  s hong,제가 거북목 굽은어깨가 너무 심한데 이거 따라하니까 펴지는 느낌은 좋네요 근데 계속하니까 승모쪽이 엄청 아프고 팔이 저릿저릿한데 괜찮은거임..?,2년 전
90,  수녀를사랑한스님,빡형 오다리반대인 x자 다리교정도 알려주심 안되나요? 제가x자 다리인데교정꼭하고싶습니다,4년 전
91,  이민성,관절기동술 하면 어깨가 앞으로 더 쳐지는 느낌들ㅇ서 제대로 하는게 맞는가 싶은데 어떻게 하는건가요,3년 전
92,  아침낮잠,솔직히 라운드숄더인 사람들의 대부분이 특히 여름에 젤 심하지...전투 꼭지 땜에 등을 굽히게 되는데 일단 그거부터 없애면 어깨 피고 다님,2년 전
93,  che pie,subs please...,2년 전
94,  이상우,마지막 스텐딩 w운동은 벽에 발을 붙이고 1자로 스는게 아니고 그냥 간격을 좀 두고 허리를 붙히는 거죠?,3년 전
95,  마라마라,스탠딩 w운동할때 벽에 허리가 계속 뜨는데 어뜨카나요 ㅜㅜ,2년 전(수정됨)
96,  홍헐크,쳐진어깨는 어땋게 올려염,4년 전
97,  _훼루맘,근데 항상 모든 동작들하면서 어느부위에 자극이와야되는지 말을안해줘서 내가 잘하고있는건지 아닌지 모르겟음 자세바르지않은 사람들은 정확하게 근육쓰기힘들다던데  아쉬움 ㅠ,2년 전
98,  SS SH,마지막 운동 벽에 하리가 잘 안닿으면 굽었다는건가요,3년 전
99,  쿼카,팔뚝살?? 부유방이랑 라운드숄더랑도 연관이 있나요 ?,3년 전
100,  Mbb,이거 처음보는데 갑자기 시작하자마자 빡빡이 아저씨가 고래고래 소리지르길래 진짜 감짝 놀랐네,2년 전
101,  나무,형 상지근막신경스트레칭 좌우3세트야?,2년 전
102,  쿼카,4:04 뭔가귀여우셬ㅋㅋㅋㅋㅋㅋㅋㅋ,4년 전
103,  세이,빡빡이아저씨 영상넘 조은데요 ㅠ동작별로 따라할 수 잇는 실전연습영상 올려주시면 안될까요 매일 그냥 보고 따라할 수 잇도록이요 동작 설명만 해주셔서 동작이 잘 안외워지고 동작별로 숫자세서 따로 해야해서 생각보다 잘 안하게 되고 그냥 다른 영상들 보고 따라하게 되더라구요. ㅠ 근데 또 제일 믿음가는건 빡빡이아저씨라 ㅠㅠ 제발 그렇게해주시면 안될까용 ㅠㅠ,3년 전(수정됨)
104,  Jay J,이거 정말좋아이거 정말좋아~,4년 전
105,  ᄋᄋ,ㅋㅋㅋㅋㅋ 이걸보면서 따라해야하는데 나는 왜 누워있냐 ㅜㅜ,2년 전
106,  반건우,저기 두번째꺼 오른쪽팔하면 아무느낌 안들고 왼쪽팔하면 시원한데 무슨문제라도 있을까요,2년 전
107,  샤크피딩,매일 봐야지,3년 전
108,  코에,아 근데 이분 뭔가 웃겨 말투 때문인가  효과도 장난아님 온몸에 피가 도는 느낌,3년 전
109,  민들레,원래 이거 처음하면 힘든가요? 밤마다 바로 뻗네여,2년 전
110,  극여.,스트레칭 이나 운동 같은경우 한 세트가 왼쪽 오른쪽 한번씩 한걸 말하는거 맞나요?,3년 전
111,  かんのつり,어렵다.. 그냥 푸쉬업이랑 풀업이랑 플랭크만해도 펴지지않나요,2년 전
112,  이지민,ㅠㅠㅠ 누가 손이 묵찌빠라고 해서 자꾸 손에 집중됔ㅋㅋ 묵빠묵묵묵찌묵묵빠묵묵빠묵빠묵...,3년 전
113,  Alicia amara,Scary that you're using a silicone mask.,3년 전
114,  high wallaby,형...이때까지는 괜찮았었잖아,2년 전
115,  김정훈,지금보니까 빡빡이아저씨 약지에 반지가 있네,2년 전
116,  Glass Of lager,정말시원해=개아퍼,2년 전
117,  i포뇨,인생은 빡빡이아저씨를 만나기 전 과 후로 나뉘는구나...,3년 전
118,  jenny Seo,스탠딩 w 어캐 해요? 등이 계속 뜨는데요ㅜㅜ,3년 전
119,  Sik_Call_Mode,저는 등도 굽었지만 목도 거북목인데 ㅠ 어떻게 하나요 ㅠㅠ 그리고 엉덩이가 내려앉은 후방경사까지..있는데 ㅠㅠ.. 하나하나씩 치료해야할까요,4년 전
120,  바람세류술사,스탠딩 W 운동핳 때 등이 휘어진 편이라 벽에 허리를 대면 아치형으로 붙어서 공간이 남는데 이땐 어떻게 해야할까요..,2년 전
121,  Ururunana,빡빡이 아저씨 최고!!,3년 전
122,  고태현,나 진짜 저래서 엄마가 맨날 펴라 하는데 진짜 안 펴짐,2년 전
123,  Cindy518,아 이때 빡빡이아조씨가 그립따,2년 전
124,  라스피스,스탠딩w할때 다리도 벽에 붙어있어야하나요?,3년 전
125,  razrblade lim,뭘 자꾸 좋았어야 ㅋㅋㅋㅋㅋㅋㅋㅋ,4년 전
126,  이다크,집 모서리에 전부 가구가 들어와서 모서리 운동을 하기가 힘듭니다. 대신에 문 틈에서 하는 것도 나쁘지 않나요?,2년 전
127,  Sun Seo,"상지근막과 신경스트레칭을 할때 빡빡이아저씨가 자극이있어야한다고 말씀해주신 부분 보다 손목이 더 저릿저릿한데요, 손목을 꺽지않고 팔을 등뒤로 보내고나서야 말씀하신 부위에 느낌이 오는데 이렇게해도 괜찮은지요",4년 전
128,  J P,1세트가 무슨뜻이에요!?,2년 전
129,  어시왕김도움,좋았어 하는거 개웃기네 ㅋㅋㅋㅋㅋ,2년 전
130,  유튜브시청자,라운드 숄더인 사람들 보면 뼈 만지면 휜 거 느껴지는데 근육으로 한다고 해결이 되나요..?,2년 전
131,  머하지.,0:42 달걀 어디꺼죠? 믿고 먹을 수 있을  거 같아요!,4년 전
132,  여유거북이랑,참 멋진 분~~목소리 좋아요~!!!!,3년 전
133,  Shoner,3:07 난 왜 여기서도 뚜둑 소리가 나는가 ㄷㄷ,2년 전
134,  Wis,"4/29,4/30,5/1",2년 전
135,  킹슈,탈모인들을 능욕하지마세요 가면속 풍성한 머리숱을 공개하세요,4년 전
136,  흐하힝훙항헝,아니 나만 가슴 피면 숨 잘 안 쉬어지니..?? 병원가니까 별 문제 없더고 엑스레이? 뭐 그런거 찍어보고싶으면 찍어는 주는데 굳이 찍을필요 없을것가다거해서 걍 안찍음 근데 진짜 가슴피면 숨이 턱 막히는 기분,2년 전
137,  OO,저거할려면 집 모서리부분이 필요한데 집이 없으면 어떡해요?,4년 전
138,  목표5,마지막 스탠딩w할때 등과 엉덩이때매 허리가떠서 벽에닿지않을때는 어떻게해야되나요? 붙이려고안간힘을써도잘안붙네요;,3년 전
139,  가나다라,형님 지금이랑 가면이 다르네 ㅋㅋㅋ,2년 전
140,  가뚜기,제가 이영상 2번째운동 할때마다어깨뼈가 어긋나는듯이 아픈대 왜그런걸까요??,3년 전
141,  김민서,안오면 알림눌러주세요ㅠㅠ ㅠㅠㅠㅠㅠ1 모서리에 런지자세 20초버티기(상체 세워준상태에서)X3번 반복2 팔 ㄱ자세로 쭉뻗고 머리는 반대쪽으로 갸우뚱20초(겨드랑이 부근이 늘어나는느낌)X3번3 어깨으쓱후 5초동안 버티기5회X4번 반복4 머리뒤에 깍찌끼고 벽에 깍지끼기20초X3번5 의자에 가슴대고 W 10회 X4번6 스탠딩 W 10회X4번11/28ㅇㅋ11/29  ㅇㅋ11/30  ㅇㅋ12/1  ㅇㅋ12/2   111 222 3333 444 5555 666612/3   111 222 3333 444 5555 666612/4   111 222 3333 444 5555 6666,2년 전(수정됨)
142,  김동률,마지막 동작 허리가 벽에 도저히 안붙는데 어떡하나요 ㅠ,2년 전
143,  토끼뀽,이거 꾸준히 한사람잇나요?적어도 한달. 효과본사람있어용?  저는 빡빡이아저씨 거북목운동해서 효과많이봤어요. 목길어지고 등펴짐 레알. 근데어깨가 제일아파서 이것도 해보고싶은데 후기없나요ㅜㅠ효과본사람들 댓글남겨주세요오오ㅜ,4년 전
144,  크림,3:18 이거 5초 정도 버티는데 그럴 때 마다 급격히 현기증이 화아악 나네요,2년 전
145,  김참,좋았어. 중독성 있어.,3년 전
146,  석크라테스,저만 하면 땀오지게나고 벽에 허리안붙어지나요....??,3년 전
147,  Lord 1road,1:12 뒷목 주름 모자이크2:55 너희는 돌 필요없어6:57 사람이 될 수 있어,3년 전(수정됨)
148,  savinda madushan,Please add english sub,2년 전
149,  그러려니,빡빡이 아저씨의 목소리에서 자신감이 느껴진다.,4년 전(수정됨)
150,  강동우,3:29  치명적인 뒷통수 킬링포인트,3년 전
151,  이잉기모링,궁금한게있습니다 제가지금 왼쪽어깨가 뒤로가있는느낌이고 오른쪽은 앞으로가있는느낌인데 오른쪽만 라운드숄더같은느낌이에요 머신숄더프레스나 딥스할때 느낌이 이상해서 안하고있구요 어떤운동해야하나요,3년 전
152,  냥,2019.08.21 1일차,3년 전
153,  하상훈,빡빡이 아저씨 질문 있습니다.상지근만 스트레칭을 할 때  앞쪽이 아니라 어깨 뒷쪽에 주로 느낌이 옵니다. 근육이 풀린다는 느낌보다는 뭔가 억지로 맞추는 느낌?그리고 빡빡이 아저씨 처럼 손바닥이 하늘을 향하는 것이 아니라  주로 정면을 향하게 됩니다.당현한 현상인건가요??,4년 전
154,  텔프,썸네일 볼때마다 자세 교정하게되네;;,2년 전
155,  크니,빡빡이 아저씨! 저는 자세가 완전 엉망인데 특히 가슴을 내미는 과하게 에스자를 만드는 자세가 굳어졌는데요ㅠㅠ 그러다보니 가슴바로밑 갈비뼈가 튀어나왔어요  옛날에 헬스다닐때 과신전?이라고 하셨던거같은데 어떻게 고치나요..ㅠㅠ 알려듀세요,4년 전
156,  Minkyung Jung,상지근막과 신경 스트레칭은 양쪽 다하는건가요??,3년 전
157,  H,빡빡이 아저씨 너무 좋은 내용이에요. 일본에서 잘 보고 따라하고 있어요. 근데 중학생 아들도 무리하지 않은 정도로 따라해도 되는 검지요?,3년 전
158,  WoW!!오씨네 일기,소흉근이란 근육은 왜짧아지는거에요?? 오래앉아있어서 그런건가요?? 여기서 궁금한게 있는데 오래 앉아있어서 소흉근이짧아졌다면 코어도 타이트해져서 몸통도 구부러져야 하는거이닌가요???,2년 전
159,  뺑자토스,거북목 운동과 겹치는 부분이 꽤 있네요. 결국 어깨가 좋아야 목도 좋은걸까요,2년 전
160,  Jeff,1달 반정도 하고 있는데 W운동할때 등에서 소리 엄청남 ㅋㅋ,3년 전
161,  먀,2:55 너희는 뒤로 돌 필요없어 이거 뭔데 웃기지ㅣㅋㅋㅋㄹㅋㄹㅋㅋ같이 돌아버리고싶은걸,2년 전
162,  보애,이분 캐릭터 뚜렷하다 ㅋㅋㅋㅋㅋㅋ,4년 전
163,  YJ,"질문있습니다. 스탠딩w할때 허리붙이고 등, 팔 다 벽에 붙어야하는건가요? 허리를 붙이니 등이 살짝 뜨는느낌이 들고 팔도 내려올때 뜰랑말랑하네요흑흑",4년 전
164,  강범수,허리 디지게 아프면 정상인가요...?,3년 전
165,  S PARK,패트와 매트가 연상되네요 ㅋㅋㅋㅋㅋㅋ,3년 전
166,  se _,1:07 시작,2년 전
167,  PatMan,저도 이분 영상 가끔 보면서 얼굴이 뭔가 이상하다라고 생각했지만댓글에 이런말 있으면 얼마나 상처될까 하는맘에 아무말 안하고 있었는뎅가짜였네용 ㅋㅋㅋㅋ,3년 전
168,  문다혜,두번째 상지근막 스트레칭하고 왼손가락 엄지 검지 중지 피가 안통하고 찌릿찌릿한 증상이 몇시간째 지속 되는데 괜찮은건가요?? ㅠㅠㅠㅠ 손가락 손목등도 느낌이 둔해졌오요,3년 전
169,  짱아짱구,와드1일차 스탠딩 w할때 자세 안나옴관절가동술할때 시원한 자극을 못찾음12주 채울때까지 계속 해볼게요,3년 전
170,  평온한하루,와 요즘 주변에 사람은 안보이고 거북이만 보이는데 이거추천해서 사람좀 만들랍니다.,3년 전
171,  멍구,이 아저씨 전생에 켈로그.. 조와써!,4년 전
172,  심현수,혹시 상지근막 스트레칭할때 중지 손가락 팔꿈치안쪽 전기오는것 처럼 찌릿찌릿합니다... 원래 그런건가요?,2년 전
173,  간남,라운드 숄더편도 거북목처럼 고화질로 리메이크 해줬으면 좋겠다 ㅠㅠ,2년 전
174,  19조 강민식,상지근막 스트레칭할 떄 목에서 어깨라인보다 팔꿈치 위쪽부터 손바닥 라인이 더 땡기는거 저뿐인가요 ㅠ?,1년 전
175,  러블리종결자,좋았어 이멘트 중독되네요 ㅋㅋ운동이 중독 되야는데 ㅋ,3년 전(수정됨)
176,  J,왜 관절 가동술 할 때 오른쪽 겨드랑이가 엄청 아프죠...????? 알려주세요 제발 ㅠㅠ,3년 전
177,  정민.네이버 블로그ㅡ 매지네 꽃밭,어제는 구독자가 84만이었는데  오늘은85만이네요.축하드려요!,3년 전
178,  khancaa28,Wher is the ENG SUB PPLLLLLLZZZZZ,2년 전
179,  도토리,이때만 해도 몰랐다 영상속 대머리 아저씨가 UDT 출신이라는 것을...,2년 전
180,  리아,4:00그의 가면이 더욱 돋보인다,4년 전
181,  개백수그자체,모서리 20초한쪽팔 20초씩 3세트올렸다 내렸다 5개씩 4세트머리잡고 벽에 누르기 20초씩 3세트w 누워서 10개씩 4세트w 벽에서 10개씩 4세트,2년 전
182,  りんすいれん,왜 영어자막 없어요?,3년 전
183,  섬섬옥수,ㅎㅎㅎ유익하고 유쾌하고 정말좋은데요ㅎㅎㅎㅎ선글라스 쫌만 내려써주시면 안되요?그게 시강에 답답해서..ㅎㅎ 부탁드려요,4년 전
184,  국지인,저거 하면 키도 많이 크나요?,3년 전
185,  박근호,스탠딩 w할때 허리가 벽애 안붙는데 어떻게 해야되죠?,3년 전
186,  정종,볼때마다 패트와 매트 현실버전이시네 ㅋㅋ,2년 전
187,  하지강,2번 상지근막 스트레칭은 양쪽 해줄 필요없이 오른쪽만 해주면 되는건가요..?ㅇ ㅏ시는분?,3년 전
188,  장성욱,영어 자막 어떻게 보나요?,2년 전
189,  겨울,결론:정말~시원할거야 정말~좋아,3년 전
190,  KS J,W동작할때 어께에서 우두둑소리 나는데 왜그런건가요?,3년 전
191,  해피새아 happysaea,"제가 2019년부터는 구부정하게 살고 싶지 않아서 빡빡이아저씨와 운동을 시작한 지 일주일 됐습니다.3개월동안 매일같이 하면서 어떤 효과 봤는지 댓글로 남길게요. 작심삼일 하지 마시고, 같이 운동해요.",3년 전
192,  다은아빠,정말 조아써 와우,3년 전
193,  김애꾸,좋아써ㅋㅋㅋㅋ,4년 전
194,  Lie WK,글구보니 구독자 110만이네,3년 전
195,  따리퉁퉁,W운동하는데 어디에 힘을 집중해야할지 모르겠습니다. 계속 승모에 힘이들어가는데 이게 맞는걸까요,3년 전
196,  정성연,굳은 등 탈출하자 제발2월21일 o,2년 전
197,  민윤기당긴윤기,미국 영화에 보면 강도들이 쓰는 이상한 밀랍 가면 쓰고 있는거 같지?,2년 전
198,  Dekim,"하부승모근이 짝짝이라서 한쪽만 라운드 숄더임 근데 왼쪽 하부승모근이 아무리 운동해도 잘 안큼 Y레이즈 하면, 이상하게 중상부터 더 커지는 느낌임 어뜨캄",3년 전
