,아이디,댓글 내용,댓글 시간
60,  애국보수,승모근이 딴딴하고 어깨가 좀 구부러 져 잇어가지고 아무리 운동해도 그대로 인게 그것도 똑같은 현상인가여 빠른답변 부탁드려요,4년 전
61,  기찬스키Gichan SKI,제키가 167인대 저번에 해외갔다오면서 어깨에매는 가방을 무겁게해서 다녀왔는대 그이후로 믿으실지는모르겠지만.. 162인 제 친구보다 겉보기에는 작아보이는 현상이 생겼는대 어떻게해야되요??,4년 전
62,  다이빙 장인 심청이,이거 거북목이랑 등도 교정되나요?,9개월 전(수정됨)
63,  집없는 달팽이,방은 네모나고 방에는 방문이 있다ㅜㅜ모서리 있는곳에는 항상 뭐가 있어..,4년 전
64,  윤준서,날개뼈쪽에서 통증이 느껴지는데 정상인가요?,6개월 전
65,  빵앙,와..얼굴하고 몸매치가 안된다..부럽,4년 전
66,  우영섭,어깨 견봉쪽이 많이 튀어나왔는데 제가 말라서 그런걸까요 아니몀 라운드숄더라서 그런걸까요??? 답변 부탁드립니다 ㅠㅜㅠㅠ,3년 전
67,  gn k,풀업전에 스트레칭으로 해도 될듯,4년 전(수정됨)
68,  이예준,푸쉬업하는건 도움안되나요??,1년 전
69,  수범,개시원~~ ㅎㅎㅎ,4년 전
70,  민성,모서리 말고 화장실같은 좁은 문사이에서 해도되나요?,4년 전
71,  j j,형님 제가 왼쪽어깨가 말린것같은데  근육이 타이트하다는것은 가슴이 비대칭되는것에 어느정도 관여하는것이ㅜ맞나요 지금 가슴이 비대칭입니다,4년 전
72,  김진웅,굽은 등에도 도움이 될까요 행님?...,4년 전
73,  맛나당,거북목 교정 가즈아ㅏㅏㅏㅏ,4년 전
74,  유동현,영상보자마자 바로 따라해봣는데 처음에 3초정더 하자마자 빈열이 엄청심하게오고 어지럽고 그래서 누워잇다해서 그런가 의심되서 1분정도 스트레칭 하다가 다시 했는데 그래도 똑같은 증상인데 제가 많이 굽어서 그런건가요? 왜이러는지 알수있을까요!!,4년 전
75,  MY WAY,골반전방경사있는 사람도 저 스트레칭해도될까요?.?,4년 전
76,  이승훈,감사합니다 스트래스정말받고있었는데 그런데 매일해도될까요??,4년 전
77,  oscean o,1:50 방법 공개,4년 전
78,  우아,숄더팩킹자세를 계속하는것도 도움이되나요?,4년 전
79,  ryoonkwan Hong,아니몸이무슨 건담이냨ㅋㅋㅋㅋㅋ 스트레칭방법 잘배우고갑니다!,4년 전
80,  김지호,헬스장에 트레이너가 저거 시키던데 좋구나,4년 전
81,  김돌찬,진짜 이거보고 구독했어요10초씩 몇세트 해야되나요,4년 전
82,  체크메이커,영상잘봤어요ㅎㅎ철봉 어디 껀지 알 수 있을까요?,4년 전
83,  gym protein,실례지만 몸이 참 예쁘신데 키랑 몸무게가 어찌되시나요..? 운동전에도 어깨 넓으셨던건지 운동하시면서 늘리신건지 궁금합니다.,4년 전
84,  Jug Ho,왼쪽만 라운드 숄더 비슷한 증상이 좀 있는대 효과가 있을까요????,4년 전
85,  Paul FTS,누었을 때 바닥에서 어깨끝 봉우리까지 왼쪽어깨 13 오른쪽어깨 12 cm씩 떨어져 있는데 심한건가요?,4년 전
86,  정민서,열정! 열정!,1년 전
87,  ᄋᄃ,이거 몸을 앞으로 밀때 발이 뜨는데 떠도되는건가요?,4년 전
88,  Lee Minhyuk,"오호 모서리를 이용할 생각을,,,,,,,,,,,굿!",4년 전
89,  최최재용,거북목까지 교정되는 건가요?,4년 전
90,  아우야,풀업으로도 필수있나여?,3년 전
91,  조ᄒ준,몇 세트 해야 되죠?,4년 전
92,  BIG JOHNSON,몸이 아주 그냥 ㄷㄷㄷㄷ,4년 전
93,  바빠빠빠바빠바빠,내가 못본건가 이거 몇세트씩 하는게 좋아용?,4년 전
94,  흐앙,풀업도 라운드숄더에도움이되나요?,4년 전
95,  조재웅,라운드숄더 스쿼트랑 어깨운동할때 힘드러요,3년 전
96,  고건,1:50 문에서 해도 됨,1년 전
97,  오태식,키야 행님 엄청 시원ㅋㅋ,4년 전
98,  기머디앙,이거견갑골이접히는데맞나요?,4년 전
99,  김인직,헤으응 아주 유익해,1년 전(수정됨)
100,  카카로트,몇세트 하면 될까요..?,4년 전
101,  나야,저 거북목에 어깨 말렸는데 심각해요--,3년 전
102,  신아영,방은 네모날지라도 벽장이 자리잡고있어요ㅠㅠ,4년 전
103,  민스케,이게.진짜다,4년 전
104,  공구리,푸쉬업은효과있나요,2년 전
105,  적랑,"아휴 첫번째 바로 반응오고, 두번째는 요가 야옹이자세 스탠딩 버젼이네여",4년 전
106,  비비,거북목 교정하면 볼살빠진다는데 ㄹㅇ인가요,3년 전
107,  이영재,제발 높임말 좀 상황에 맞게 써주세요,4년 전
108,  Rou Digga Wutan,"대학병원다니는데 이런방법으로 절대로  못고칩니다... 근육이 짧고 약해서라는 단순한이유로 우리몸은 변하지않을뿐더러사람을 보지도않고 응 너는 어깨가 말려있으니까 무조건 라운드숄더임 너는 목이 거북이처럼 나와있으니까 거북목임 이런 일차원적인 발상을 하는게 대부분 임상경험이 없는 치료사나, 헬스장 피티들, 운동처방사들이 이런단순한 생각을하는데.. 맹목적으로 믿지 말기 바랍니다.",4년 전
109,  정보없음,내생각 기준으로 가장 멋있는 몸매,4년 전
110,  LEE나이스가이,저 문 열면 절벽이라고 소문 났던데정말 사실인가요???,4년 전
111,  이다중,저거 하니까 무지 아푸던데 정상인가요???,4년 전
112,  tiesto0816,모서리가 없...,3년 전
113,  뀨잉,님... 보물섬에 문재인 흉내내시는 분 근육버젼같아요,4년 전
114,  자유인생,캄사합니타,4년 전
115,  허언킹,뭐야 고릴리야?,4년 전
116,  수줍은그뉵,임다...?님?,4년 전
117,  구철,이거진짜 효과있나요??,1년 전
