,아이디,댓글 내용,댓글 시간
16,  @7vn10pf8,1:30 시작,5개월 전
17,  @hesiya1885,일 아 저,5개월 전
18,  @user-wf2wk7jj1o,고양이 자세가 아예 안되는데..어깨가 정말 아픈데 어떤 자세를해도 다 힘들고 잘 되고 있는 것 같지가 않아요..ㅠ,5개월 전
19,  @990227a,제 생명의 은인이십니다,5개월 전(수정됨)
20,  @hesiya1885,토 저,5개월 전
21,  @7vn10pf8,1:30,6개월 전
22,  @user-sj9hx4pr1c,2:42 할 때 어깨에 힘 빼라고 하셔서 뺐더니 앞으로 계속 미끄러지는데 원래 이런가요..? 앞으로 미끄러지길래 힘 주면 또 어깨에 힘주게 돼서ㅠㅠㅠ,6개월 전
23,  @jey1559,1:30 목2:45 하부승모근4:18 팔,6개월 전(수정됨)
24,  @user-ej4hl7ec2g,상체교정 올인원 버전도 있었으면 좋겠다 ㅠㅠ,7개월 전
25,  @user-xr5xe6rx9e,1일차 4/5,7개월 전
26,  @user-fi9tn6zx4o,3분 30초 자세하면 왼쪽 어깨가 너무 아픈데 참고 쭉 하면 되나요..?,8개월 전
27,  @user-hq6nc8ib2u,1:31,8개월 전
28,  @oj199168,자도자도 피로가 안풀리고 뻐근했는데 이거랑 폼롤러 스트레칭하고 그 날 꿀잠잤어요.. 진짜 개운한 아침이란 이런거구나ㅠㅡㅠ 오늘도 하러왔습니다!,8개월 전
29,  @user-mg6qc7xy9u,2/5,9개월 전
30,  @user-fr3wf5hh2j,영상이 4년째 되더라도 어깨 원픽은 이 영상이에요. 지우지 말아주세요 ㅠㅡㅠ♡ 감사합니다.♡♡,10개월 전
31,  @uuuumee,"최근에 2번정도 이 스트레칭을 하고 잤는데, 이것만 하고 자면 다음날에 등이 너무 아파요..  뭔가 브라 후크 쪽 등이 엄청 뭉친 느낌? 숨만 잘못 쉬어도 찌릿하면서 숨이 턱막힐 정도로 아파요 ., 스트레칭을 안하다가 하니까 이런건지 아니면 제가 뭔가 잘못하고 있는건지 모르겠어요  이유가 뭐인지 아시는 분 있나요?..",10개월 전(수정됨)
32,  @user-kk2eu8nl6h,ㅠㅠ와 진짜... 수유하느랴고 항상 어깨가 앞으로 말리고 너무너무 아팠는데 이 운동 한방에 어깨가 펴지는게 느껴져요!! 너무 시원해요!!!ㅠㅠ,10개월 전
33,  @christinemoon3600,1:31 운동시작,10개월 전
34,  @user-fs8mb3rd8u,1/24- O1/25- O,10개월 전(수정됨)
35,  @user-lg8zy9rr7u,1:30,10개월 전
36,  @user-tj3tk6db6w,1:30,10개월 전
37,  @user-lp7pk6ce4e,12/27,11개월 전
38,  @user-po3km4vw6i,시작12/25 12/26 ㅇ12/27 o,11개월 전(수정됨)
39,  @user-zs3jf8gb6x,1:30,11개월 전
40,  @user-lh9vc3mo6f,1:30,11개월 전
41,  @user-lu3ig1eq8q,1:30,11개월 전
42,  @user-cw5ke8nu4x,시작12/14 ,11개월 전(수정됨)
43,  @user-ik7we3ev3s,1:30,11개월 전
44,  @user-ix5wm2zx4l,1:30,1년 전
45,  @toyou7294,"감사해요.,..",1년 전
46,  @user-ns9kt3vb7o,1:28,1년 전
47,  @toyong9016,1:31,1년 전
48,  @daniellee821,음악이완전 운동을 방해합나다. 바뀌주세요,1년 전
49,  @user-xt8bh6bj5g,1:31,1년 전(수정됨)
50,  @user-xz9ew7dg3w,평소 어깨에 뚝뚝 뼈소리 나고 아픈데 이거 한번 따라하니까 뼈소리가 사라졌어요... 뭐죠...?! 몇년동안 났던게 몇분만에 나아지네요...?!?!?!?!?! 사랑해요 언니♡,1년 전
51,  @user-tr9gv8si8i,1:32,1년 전
52,  @user-dj9wb2et6g,2:46 동작 넘 어려워용..... ㅠ,1년 전
53,  @user-lj9vd3um9c,샘 구독자 80만명 달성을 축하합니다.,1년 전
54,  @user-qw8tc9xv2p,이거진짜 개시원함..,1년 전
55,  @user-jc8ug6sj8w,2:46 이건 어떻게 하는 동작이죠...?ㅜㅜ,1년 전
56,  @toyong9016,1:32,1년 전
57,  @user-mu6ke4fd6t,"영상 잘 봤어요!! 평소 목, 허리가 좋지 않아서  운동  하면서 자세교정 중인데 완전 시원하고 도움 많이 되네요! 허리큐 자세교정 의자 를 쓰고 난후 부터는 몸이 편해지더라구요!!특히 어깨 팔걸이 기능이 자세 교정 할수있게 유지 하는데 완전 신세계더라구요..!!",1년 전
58,  @user-qt4uv8ms8s,1:30 시작,1년 전
59,  @soojinchoi7361,01:28 시작,1년 전(수정됨)
60,  @user-hm1ej2ho2p,1:30,1년 전
61,  @user-st5qp9eg6i,1:30,1년 전
62,  @user-mc9np1bk4u,1:31 시작~,1년 전
63,  @user-jw8yz9en7v,언니 근데 이 영상에서 비지엠이 뭐에요??ㅎㅎ ㅠㅠ넘 좋아용,1년 전
64,  @user-yo3kl1pt5d,01:30,1년 전
65,  @user-sq5hi7rk8y,8/26,1년 전
66,  @user-ue1ms9fl8z,1:31,1년 전
67,  @user-tr9gv8si8i,1:32,1년 전
68,  @user-st5qp9eg6i,1:30,1년 전
69,  @user-go1pt5jc4k,1:31,1년 전
70,  @mioselalu142,안녕하세요 인도네시아 유튜버입니다🇲🇨⚘⚘,1년 전
71,  @dayori2203,1:311일차(8/11): ️ 어깨가 펴진 느낌2일차(8/12):  백신맞고 팔 통증으로 인해 못함3일차(8/13):  마찬가지 ㅠㅠ 4일차(8/14): ️5일차(8/15): 6일차(8/16): 7일차(8/17): 8일차(8/18): 9일차(8/19): 10일차(8/20): 11일차(8/21): 12일차(8/22): ️,1년 전(수정됨)
72,  @user-vt7rx9gu5s,0808 완0812 완,1년 전(수정됨)
73,  @jieuns7961,선생님 너무 시원해욥,1년 전
74,  @user-gn4tw6xu1u,감사해요 매일 하고 있어요 척추가 내려 앉았다는게 매일 운동하니 정말 좋네요,1년 전
75,  @user-jo8er1gc8r,꾸준히  1:3008/02 o08/03 o08/04 x08/05 o08/06 o08/07 x08/08 x08/09 o08/10 o08/11 x08/12 x08/13 x08/14 x08/15 o,1년 전(수정됨)
76,  @user-ty8cx3zt6k,항상 라운드넥이 신경 쓰였는데 이번주에 영상 따라서 한 삼일 했더니 쏙 들어갔어요!! 꾸준히 따라하면 더 좋은 효과를 볼 수 있을 것 같아서 기대되네요ㅎㅎ 통증도 잡혀서 완전 만족합니다,1년 전
77,  @user-dd3wz8en7v,두번째 자세 다들 턱 안아프세요??ㅠㅠ이게 맞는건가요 턱이 땅을 바쳐주는 너낌ㅋㅋㅋㅋ,1년 전
78,  @user-kx8bt7ch7t,1:31오랜 작업으로 점점 익어가는 벼가 되는 날 위해 오늘부터 스타트ㅡ 홧팅! 21.07.29 _ O21.07.30 _ O21.07.31 _ X21.08.01 _ O21.08.02 _ O21.08.03 _ O21.08.04 _ O21.08.05 _ O21.08.06 _ O21.08.07 _ X21.08.08 _ X21.08.09 _ O21.08.10 _ O21.08.11 _ X21.08.12 _ X 몸살&백신 맞고 겔겔21.08.13 _ O,1년 전(수정됨)
79,  @user-uz3ow3ro6d,6주 정도 이틀에 한번씩 하루 한번 했어요 홈트하면서 쿨다운 형식으로 했는데 처음에는 몰랐는데 첫날찍었던 사진이랑 마지막 오늘 찍은 사진 보면 어깨뼈 ??? 위치가 다른게 보여요 !!! 처음 6주전에 옆으로 섯을때 찍은 사진은 어깨뼈가 앞쪽으로 ??? 향해있는게 보이는데 오늘찍은건 어깨빼가 가운데에 있어요 !!,1년 전
80,  @user-sz3xb8oj5l,원래 이 운동하면 어깨가 넓어지나요…?̊̈,1년 전
81,  @taetae3267,7/26 시작,1년 전
82,  @user-zk5im5lp6u,이거하고나니까 어깨 아픈게 싹사라짐. 모지?,1년 전
83,  @user-ec9wx3gq2d,1:30 시작!,1년 전
84,  @toyong9016,1:31,1년 전
85,  @user-cw8wb9gj8y,1:3121/7/1821/7/19,1년 전(수정됨)
86,  @user-ml2tr5cd7r,1:31이제부터 시작안오면 불러줘여,1년 전
87,  @user-nc8bd8gs9p,7/15 1:3116,1년 전(수정됨)
88,  @ten3920,Oh my gosh!!! I recently started studying again and my neck/shoulders/back hurt so much... I already do your amazing pelvic stretches daily so now I totally trust the pain will go away if I follow this =),1년 전
89,  @user-ne7cs7fs4d,1:31,1년 전
90,  @user-so1ku4cn7v,정말 감사합니다어깨가 아파서  휴뮤때는 병원에서 살아야 할 정도였는데이제 괜찮아요~^^,1년 전
91,  @user-fb2pw2ct7l,7/2 ,1년 전
92,  @peppa3569,1:28,1년 전
93,  @user-hl7dp8fi9u,4:20,1년 전
94,  @user-gw4lh8il2c,집이너무좁아서 벽이 마땅한곳이엊ㅅ어서 슬퍼요...........,1년 전
95,  @user-hc3lh1vo5i,소미님은 오래된 영상도 지우시지 않아서 넘 좋음 진심으로 운동하시는 분들을 생각해서 업로드 하시는거 같아요 최고,1년 전
96,  @soojinjeong5124,01:30 운동시작,1년 전
97,  @chaeeunAn,1:32,1년 전
98,  @sian2870,이거정말 시원합니다...,1년 전
99,  @user-fl1zn3pg6e,5/16 ,1년 전
100,  @jisupark6773,1:322:454:515:22,1년 전(수정됨)
101,  @user-zn9zc1nb8p,벽에 등 붙이고 손 위로하는 자세에서벽에 등만 붙히는건가여? 아니면 허리쪽도 붙혀서 상체를 다 붙혀야 되나여??,1년 전
102,  @secho1342,승모근알빼기랑 일자운동를 앞설명없이 10분짜리로 만들어주세요~ 매일하려는데 두개 왔다갔다 하려니 번거러워요,1년 전
103,  @mari6193,와 말린 어깬데 이거 한번 해보니까 너무 시원하네요..! 골반 교정이랑 매일 해볼게요 아자아자!4/27 ️,1년 전
104,  @user-io8dx9ew3p,1:31 시작[21. 4월]23 아침 ️저녁 ️  24 저녁 ️25 저녁 ️[21. 5월]5 저녁 ️12 ️,1년 전(수정됨)
105,  @user-gl8do6cg1c,소미핏플랭크랑 같이해요 4.13화 시원해요,1년 전
106,  @user-zd9oy6fg1u,4월 11일 ,1년 전
107,  @user-hv2hr5ry5g,1:30,1년 전
108,  @user-ze4te2ps2r,"영상 잘 봤어요! 완전 시원하구  도움 너무 많이 되네요!!! 평소에  자세가 안좋아서 목부터 허리까지 좋지 않아서 꾸준히 운동, 스트레칭, 물리치료 하면서 자세교정 중인데 오래 앉아  있을때마다너무 몸이 무겁더라구요 자세에 도움 될만한거 알아보다가 친척이 추천해  줘서 새로 알게된 허리큐 자세교정 의자 로 바꾼 후 부터는 하루가 다르게 몸이 가볍고 편하더라구요 허리큐 자세교정의자 에 있는 여러가지 기능중에 팔걸이 기능이 자세 유지시켜 주는데 완전 신세계더라구요 허리큐 자세교정 의자 도움도 받으면서  운동도 같이 해주면 효과가 두배는 빠르게 좋아지더라구요 !!!특히 스트레칭 꾸준히 해주는것두 자세교정 하는데 너무 중요하더라구요 !!!",1년 전
109,  @pusas1011,헐 처음했는데 다하고나니까 징짜 어깨 가벼운느낌 대박이네요ㅋㅋㅋㅋ여태 다른 승모근 스트레칭 꾸준히 했을때도 이런느낌까진 없었고 처음했을뿐인데 이런 가벼움이라니! 앞으로 이거하러 와야겠어용! 운동효과같은거 진짜 못보는 사람으로써 너무 싱기방기댓글 다 쓰니 어깨가 조금씩 무거워지긴하는데 꾸준히 하렵니당ㅎㅎ,1년 전
110,  @user-uq9lz5nz2f,회전근개염에도 좋은 운동이겠죠?열심히 따라해 봐야겠어요...어깨 통증이 장난이 아니라서요ㅠㅜ,1년 전
111,  @moojeaea9690,03/29,1년 전
112,  @user-kj6lv1ui4p,3/28 저녁O3/29 저녁O,1년 전(수정됨)
113,  @zzanjoo6273,3/27,1년 전
114,  @user-bh1vw3ie2l,3/26 @,1년 전
115,  @user-uw4dn5jr9o,4:40,1년 전
116,  @chedda8399,1:30,1년 전
117,  @user-no1vy1xb2t,2:366:36,1년 전(수정됨)
118,  @jae9431,와 정말 신기해요 분명 어깨통증을 가지고 아침에 일어났는데 일어나서 이 스트레칭해주면 통증도 없고 시원하고 가벼운 느낌이 들어요,1년 전
119,  @user-id3dn7lq9j,정말 시원해요!했던 스트레칭 중에 제일 시원한 것 같아요,1년 전
120,  @user-gh8es1xo1z,07:12 이거 할 때 벽에 어깨 붙인 상태로 Y자 만드는거 맞죠....ㅠㅠ벽에 붙이니까 팔이 쭉 안펴져요ㅠㅁㅠ너무아프고ㅠㅁㅠ계속 하다보면 나아지겟죠...??ㅠㅁㅠ광광 우는 후회수,1년 전(수정됨)
121,  @user-ev2tz5gc1v,음악소리 너무커서 거슬립니다,1년 전
122,  @dmagml4155,2/22 시작️,1년 전
123,  @user-yf8sk1rr8o,2/19,1년 전
124,  @user-ic8ud6zn5n,1:20,1년 전
125,  @user-ik5rw8hq9g,이거 진짜 너무 좋아요. 특히 4번쨰 운동. 저 어깨가 많이 말려서 벽에 붙지도 않고 팔 위아래 올리고 내릴때 통증은 말할것도 없고 어깨가 벽에 붙지 않으니 동작 자체가 안됐어요. 그런데 어느순간 어깨가 붙고 위아래 올리고 내리는데 통증이 거의 없는 저를 발견하네요. 너무 신기해요~~구웃!!,1년 전
126,  @user-yf8cg4nc7w,1:20102/08202/16302/17402/23503/03503/14603/24703/30804/04904/091004/111104/141204/211304/26,1년 전(수정됨)
127,  @waldeinsamkeit_jk,감사합니다! 많은 분들이 추천하는 이유가 있네요 ,1년 전
128,  @user-cw8wb9gj8y,시작 1:302021.01.31.2021.02.07.★,1년 전(수정됨)
129,  @ejkim2273,한번만 해도 효과가 확 느껴져요.. 어깨아파서 병원가보려했는데 안가도 되겠어요 ㅠㅠ 넘 감사해요,1년 전
130,  @TheTokifamily,1.24.,1년 전(수정됨)
131,  @user-mu5fy2kg3g,최근 어깨통증이랑 팔저림이 심했는데ㅠㅠ 하고 나니까 완전 시원하고 저리던 팔에 피가 통하는 느낌이 났어요! 감사합니다 :) 자주 할게요!,1년 전
132,  @user-zz2wi8hm9d,4:00,1년 전
133,  @sally7272___,1/20晚上️,1년 전
134,  @10veKIAtigers,이거 진짜 승모근 아플때 최고예요,1년 전
135,  @user-cs3ed8su5x,1:30,1년 전
136,  @user-fk3yx4sp4o,오 숨쉴때 코가 시원해졌어요,1년 전
137,  @user-bq1ig1mg1z,1/11 o1/13 o1/14 o1/18 o1/21 o1/23 o1/27 o,1년 전(수정됨)
138,  @user-xj2xm4up1b,1/8 1/9 1/10 1/11 1/12 1/13 1/14 ,1년 전(수정됨)
139,  @user-pe8go3sg6e,새해 운동 2달 목표1.6 ○1.71.8 ○1.91.101.111.121.131.141.151.161.171.181.191.201.211.221.231.241.251.261.271.281.291.301.312.12.22.32.42.52.62.72.82.92.102.112.112.122.132.142.152.162.172.182.192.202.212.222.232.242.252.262.272.28,1년 전(수정됨)
140,  @user-xn7fu1ib3u,냠 1 2 3 4567891011121314,1년 전
141,  @user-pk5qu5jt3y,1/4 O1/5 O,1년 전(수정됨)
142,  @user-hr7bo4ve8n,너무 시원해요!!,1년 전
143,  @jennajo1842,1:31,1년 전
144,  @hwp3540,1:30,1년 전
145,  @user-pw4oy1rn6q,2주쨉니다.정말 니트 입었을 때 태가 다릅니다.둥근둥근 어깨 팔 라인이 직각으로 됐구요.전 이 걸로 존버갑니다.,1년 전(수정됨)
146,  @user-nn1cd5vd6u,와 감사합니다♡,2년 전
147,  @user-on9rn7bm9m,1:30,2년 전
148,  @user-eo7ny4oj3p,"1:30 그럼, 시작할게요~",2년 전
149,  @user-uv5tf3rm2i,1:10,2년 전
150,  @bjchoi1279,음악좀 바꿔서 다시 정확히 타이밍 맞춰서 해주세요 매일 하는데 음악 볼륨이나 사운드가 너무 거슬려요 ㅠㅠ,2년 전
151,  @kgh9302,1:31,2년 전
152,  @user-fm5if3ju5t,1:33,2년 전
153,  @user-hv2yb7og6n,두 번째 동작 저만 땅에 가슴이 안 닿는지... ㅠㅠ,2년 전
154,  @user-zc7dw9ky4p,10/28 10/29 ,2년 전(수정됨)
155,  @user-ir6fb1mf7r,두번째동작 가슴이 땅에닿아짐?? 남자라 안된가,2년 전
156,  @user-ff4zi1uv9j,20.10.19 월요일 start!20.10.19 아침 O,2년 전
157,  @seoheeashleypark5649,언니언니? 저 오늘 아침부터 두통이 심했어요. 약도 안 들었는데 이 스트레칭 하고 바로 나아졌어요 ㅎㅎ,2년 전
158,  @user-sz9fl4ry8q,최고예요 몸매도 아름답고 목소리도 예쁘세요 ,2년 전
159,  @user-re6mc7pp6d,음악이 너무 미스..,2년 전
160,  @jsunny678,1:3010.110.510.7 벽에 붙어서 와이자로 팔 들었다 내리는거 어느정도로 벽에 등을 바싹붙여야 하는지..? 벽에 붙는 게 포인트인지 아니면 힘을 빼는게 포인트인지? 어깨가 굽어서 어깨가 잘 안 닿거든요,2년 전(수정됨)
161,  @user-vb7sz8tj8f,"쌤. 벽에서 하는 운동들.. 가늠이 잘 안 됩니다 ㅠㅠㅠ 벽에 옆에 서서 하는 운동들 벽에서 다리는 어느 정도 떨어져야하는지 어깨 위치는 어느 정도인지요 ㅠㅠㅠㅠ 그리고 벽 앞 쪽에 서서 팔꿈치 올리는 자세도.. 가늠이 잘 안 가요 ㅠㅠㅠ 옆 모습 영상 있다면 더 좋을 거 같아요 그리고 벽에 30cm 정도 떨어져서 위아래로 손 올렸다 내리는 자세는 엉덩이가 벽에서 떨어지는 게 맞는거지요?? 진짜 시원한데.. 벽에서 하는 운동들은 자세를 잘 모르겠어서 문의 남겨 봅니다. 바른 자세는 더 시원함을 불러올테니까요정말 샘 알고 교정, 건강한 몸 만들고 있는 거 같습니다!! 감사합니다 ",2년 전
162,  @jeje1147,"지금까지의 기록입니다. 9/3-9/9 : 처음 몇일은 유산소에서 포기. 그 담 몇일은 등에서 포기. 그 담 몇일은 복부에서 포기. 포기는 배추 셀 때나 쓰는 건데, 관절이 뻣뻣해서, 처음 유산소가 너무 힘들어서, 계속 포기했네요. 9/10 - 9/16 : 끝까지 따라했지만 몇동작은 제대로 못함 (마지막 등운동, 누워서 하는 복부 마지막, 스파이더 프랭크 세 개는 끝에 5초 10초 못함)9/17-9/23 : 머리를 써서, 안되는 동작 전에 1분 쉬고해서 모든 동작 함9/24 -9/30 : 안됐던 동작 호흡신경써서 맞춰서 하니 안쉬고 끝까지 함. 마지막 쿨다운 스트레칭 하려고 누우면, 심장이 콩닥콩닥. (아직도 유산소는 힘들고, 땀이 많이 납니다.)한달하고 다른 거로 넘어가려고 했는데 이 35분 코스가 너무 좋아서 한 달 더 해봐야겠어요. 주로 저녁에 해서 아침에 일어나면 너무 개운해요. 아니면 이걸 아침에 하고 다른 걸 저녁에 해볼까 싶기도 하고 고민중입니다. 넘 좋은 코스 감사. 복받으실거에요. :)** 미서원님 이과 아니시죠? 중간에 1초2초 하실 때 자꾸 이거 실제 초 단위랑 안맞는데 하는 생각이 자꾸 나도모르게 ㅋㅋ 이과생은 들어요. 단위가 엄청 중요하거든요. ㅋㅋ* 35분짜리 전신운동 #2 대한 코멘튼데 여기에 올렸네요. 끝나고 자동으로 담운동으로 넘어가서 여기에 올렸나 봐요.  :(",2년 전(수정됨)
163,  @yunjeychoi9014,2020.09.272020.09.282020.10.012020.10.022020.10.062020.10.072020.10.082020.10.182020.10.212020.10.272020.10.30,2년 전(수정됨)
164,  @chocoparfait6360,정말 소미핏님의 모든 영상은 대박입니다.... ㅠ ㅠ 아프고 어깨 염증이 생겨 아픈것이 이 영상을 따라하고 나아졌습니닷,2년 전
165,  @user-zu8ro8ex6d,정말정말 시원해요....할때는 너무 아팟는데 역시 다하고나니까 너무 시원해서 앞으로 매일해야겟어요ㅠㅠㅠㅠ!! 아픈만큼 시원해요 그동안 얼마나 안좋은자세로 살았으면 이러나 싶기도 하구요..ㅠㅠㅠ,2년 전
166,  @user-xk6jr7jg3n,1:32,2년 전
167,  @user-zj3ok8oh2s,언니 영상 많이 따라하는데 다른 것들도 소리가 큰편인데 이건 소리가 너무 커요 진짜~ 소리 신경쓰느냐고 은동 집중이 안되네요,2년 전
168,  @user-jb2zz7po7j,1:30,2년 전
169,  @user-wd3np7jn3h,"승모근 어깨통증 운동! 이거하고나선 아프지가 않아요11/14,18,2410/13,19,25,309/17,18,22,25,26,27,30",2년 전(수정됨)
170,  @user-zh8yt4ur1r,1세트 (9.10),2년 전
171,  @JulyChoi7,중간중간 노래가 너무 시끄러워서 줄였다 설명들으려 켰다 번거로워요 ㅜ.ㅜ,2년 전
172,  @lenaaiad1829,Please put English subtitles ️,2년 전
173,  @croissants8729,"1:30 시작할께요<월/목>️10/5,12,16,19,10/8,",2년 전(수정됨)
174,  @user-no4th6rp3r,척추전만증이 있는데 혹시 고양이 자세 해도 문제 없나요?,2년 전
175,  @samlove012,영상들이 하나하나 너무 담백하고 실용적이에요!!! 따라하기가 너무 좋아요!!!,2년 전
176,  @user-lt3kw2if4t,이 운동하고 며칠 안 지나서 어깨가 다시 뻐근한 느낌이 들었는데 방금 운동을 또 했더니 어깨가 아주 시원하고 좋아요! 바른자세를 했을 때 오히려 더 편한 느낌이 들구요! 정말 감사합니다.,2년 전
177,  @user-rn6eg8hs7j,부위별로 딱딱 정리되어있는 영상들 넘 감사해요ㅠ 글고 시끄럽고 막 에너지뿜뿜!!! 소리 큰 영상들 보다가 소미핏 영상보면 정화돼요ㅠㅠ~~~ 최고,2년 전
178,  @chaelovely7472,1:30,2년 전
179,  @user-tx8ns9te8s,아침 저녁으로 몇 번 안했는데 저도 모르게 바른자세로 걷고 있었어요!!진짜 효과 있는듯 앞으로 더 꾸준히 할게요 좋은 영상 감사드려요!!,2년 전
180,  @user-ky2gm2yh9f,9/2,2년 전
181,  @user-et8my8zq2x,맛사지로 온도를 높이다니 효과가있나요,2년 전
182,  @user-et8my8zq2x,크림으로 맛사지할수있어좋네요,2년 전
183,  @user-lt3kw2if4t,와..벽에 손 대는 동작할 때 탄성이 나왔어요 정말 시원합니다...!,2년 전
184,  @user-my2nk2tn1r,좋은 정보  감사 합니다  요즘 어깨통증이 있었는데요  잘 배웠습니다,2년 전
185,  @user-li4sk7nm6v,8/30 일요일 ️,2년 전
186,  @user-xh6lc5hp5k,3  분 40  동작 이름이 뭐지요생각이 안나네요 요가에서 배웠는데요갈켜주세요감사합니다,2년 전
187,  @realyoonah,언니 운동이 최고... 꾸준히 하고있어요 여러가지함께 좋은 영상 감사합니다,2년 전
188,  @sooyii4569,너무 좋아요 ,2년 전
189,  @hayeonkim3256,1:30 8/28 ,2년 전
190,  @user-op4tj8ly1u,와 너무 시원해요ㅠㅠ한번만 했는데도 너무너무 시원합니다 감사합니다 이제 매일 할게요!,2년 전
191,  @n.b6804,와 이거 진짜 효과직빵이네요,2년 전
192,  @user-op4cv4nc9x,8/18 팔운동잘못해서 목이안돌아가서 풀러왔습니다..ㅠㅠ,2년 전
193,  @user-ts9fq5ru4d,한번해도효과있음일주일정도했는데 어깨거의다풀림진짜 만들어주셔서 감사합니다ㅠㅜㅜㅠㅜㅜ,2년 전
194,  @user-rf2vh6xq8l,2:40 부터 시작하는 동작할 때 오른쪽 어깨가 너무 아프고 결리는 느낌이 드는데 왜그런걸까요?ㅠㅠ 다른건 다 잘 따라해요,2년 전
195,  @sjj5448,1:30,2년 전
196,  @user-op4cv4nc9x,악 자기전이랑 아침에하려그랫는데 음악이너무미스,2년 전
197,  @googlekim4182,1:31,2년 전
198,  @user-xz1lp2kq3v,01:3102:3504:1305:1806:0306:2807:38,2년 전(수정됨)
199,  @user-tx7sm8gb1q,등근육이 아파서 그러는데 등근육 아플때 해도 효과가 있나요??,2년 전
200,  @MrSonni29,회사에서 어깨가 아프고 목이 아파서 하루 종일 뻐근해서 목 돌리고 있던 사람인데 신기하게 이거 한 번하고 거의 안 아파서 오늘 너무 행복해서 또 하러 왔어요 ㅠㅠ 매일 할게요 감사합니다,2년 전
201,  @user-je2xz1do6m,7/26,2년 전
202,  @user-bz9kl8ko4i,1:35,2년 전
203,  @user-ub7sy9ro6p,원룸이라 팔 벌릴 공간이 없는게 너무 슬프네요ㅠㅠ 창이 두개라 벽에 공간이 하나도 없는데 저 동작 대체하는 방법은 없나요ㅠㅠ1:307/15 7/16 7/17 7/19 7/20 7/21 7/23 7/24 7/25 ,2년 전(수정됨)
204,  @user-vo4kb1yv3u,궁금한게 있는데 이걸 하면 원래 승모근이 더 아파지나요?,2년 전
205,  @user-jt6yc3td5m,벽에 붙어하는 첫번째 운동 뭔 말인지.모르겠어요...5:45,2년 전(수정됨)
206,  @user-dj1nr6fi9q,7.7.,2년 전
207,  @miinn4675,"거북목 일자목에 디스크에 20년 가까이 왼쪽 어깨통증과 팔저림, 마비가  있었는데... 사람 한명 살리셨습니다ㅠㅠㅠ 너무 시원하고 좋아요...",2년 전
208,  @user-uw3qn1zy2x,팔에 자극이 크게 안느껴지는데 문제점이 뭔지 모르겠네요(´༎ຶོρ༎ຶོ`),2년 전
209,  @user-cw1rp3hd6g,효과 바로바로 보니까 싫증 나지도 않고 지금 한달은 꾸준히 하게 되네요 근데 고양이 기지개 자세는 허리를 자꾸 삐끗하게 되요 팁이 있을까요? 어느정도 팔을 내밀어야할지도 모르겠고 소미핏님 말씀대로 운동하니까 고양이자세가 제일 승모근이 시원해져서 제대로 하는 방법 알고싶어요,2년 전
210,  @prince0so902,7/1️,2년 전
211,  @hyunhh4506,디스크환자 광명찾고 갑니다 사랑해요 소미핏..️,2년 전
212,  @user-dj7hw9mt5n,6/29 o,2년 전
213,  @user-yl2yy3jd6l,6/24 ♡6/25 ♡,2년 전
214,  @myungjulee9705,6/24 6/26,2년 전(수정됨)
