,아이디,댓글 내용,댓글 시간
18,  힙합보틀 HIPHOP Bottle,아무리 하반신 장애인이 됐다지만 금메달리스트의 경험과 노하우는 역도 현역 선수들에게도 적지않은 코칭도움이 될수도 있었을텐데..  우리나라는 사회적 약자들에게 너무나 가혹하다.,2년 전
19,  야옹,마음이 너무 무겁고 아프다... 조금만 더 도움의 손길이 닿았다면 얼마나 좋았을까  가는길이 얼마나 쓸쓸했을지 가늠도 안된다.. 하늘에서는 부디 아픈 곳 없이 어머니와 행복하세요,2년 전
20,  김정훈,하... 가슴이 너무 아프네요... 부디 그 곳에선 평안하시길... 삼가 고인의 명복을 빕니다.,3년 전
21,  나이키,마음이 너무 아프네요... 삼가 고인의 명복을 빕니다...,1년 전
22,  DAVID BAEK,마음이 아프네요 하늘나라에서 편히 쉬시길 바랍니다,2년 전
23,  ㅇㅇ,"요즘같은 올림픽 시즌에 각종 대회 특히 양궁, 여자배구에서 엄청난 감동을 받았던 많은 국민들이 이런 영상을 접한다면 정말 슬플 것 같다 올림픽 금메달이 얼마나 값진 것인지 알기에.",1년 전
24,  On2y,5년전 사건이 이제야 유튜브를 통해서 대두 되네요..  방안에 덩그러니 남겨진 소주 한병이 당시 상황을 대면하는 듯 합니다.. 참 안타깝습니다.,2년 전
25,  권재영,국제 경기에서 우리나라의 위상을 드 높인 선수분께서 다른 이유도 아니고 생활고로 인해 쓸쓸히 혼자서 고독사 하셨다는 사실이 믿겨지지 않고 안타깝기만 하네요.. 한국의 위상을 세계적으로 드 높인 분들 만큼은 국가에서 그 노고를 인정해주고 이 분들을 국가의 영웅으로 여기는 날이 왔으면 좋겠습니다. 돌아가신 금메달 리스튼 분의 삼가 고인의 명복을 빕니다.,1년 전
26,  goodeie,엄마 돌아가시고 느꼈을 고독함과 괴로움이 얼마나 컸을지 상상이 힘드네요. 고인의 명복을 빕니다.,2년 전
27,  심쿵심쿡,너무 가슴아픈 소식이네요. 고인의 명복을 빕니다. 하늘에선 외롭지 않으시기 바랍니다.,12일 전
28,  라라랑,진짜 너무 마음이 아프네요. 방 가운데 걸려있던 금메달을 보면서 어떤 생각을 하셨을지..삼가 고인의 명복을 빕니다. 하늘에선 어머니와 행복하시길...,2년 전
29,  구독해줄래%%,하반신 마비도 안타까운데 나라를 빛내주신 분을 저렇게 외롭게 보내야 했을까?...,1년 전
30,  요밈,진짜 너무 안타깝다. 어머니랑 둘이 얼마나 힘들게 생활했을까ㅠ 하.. 정말 삼가고인의 명복을빕니다..하늘나라에서는 생활고같은거없이 어머니랑 행복하게 사시길..,3년 전
31,  졍블리,아 너무 마음 아프다.... 좋은 곳 가셨길 바랍니다.. 삼가 고인의 명복을 빕니다,2년 전
32,  액션,입장바꿔본다면...금메달 따고 피땀흘린시절..그리고 불의의사고...현재의 나의 사랑하는 어머니와 평생을 같이살다..혼자쓸쓸이 가셨다니...너무마음이 아픕니다.헤아려주지못해 죄송합니다.글 늦은것도 죄송합니다.몇년이 지난지금 이지만 지금쯤 어머님과 아버님과 만나 행복하게 사시고 계시겠죠?나라를 빛내서 주셔서 감사합니다. 감사합니다..감사합니다..삼가 고인의 명복을 빕니다..,3년 전
33,  미니귤,참 가슴 아프네요몇년이 지났지만..삼가 고인의 명복을 빕니다,1년 전
34,  QUEE,너무 마음이 아프네요... 정말 고생 많으셨고 지금은 부디 그곳에서 편히 쉬고 있기를 바랍니다.,2년 전
35,  포세이돈Joseph,슬프네요. 고인의 명복을 빕니다.,1년 전
36,  뚜싣뚜싣,에효 제작년 어머니 떠나고 얼마나 쓸쓸하고 외로웠을까. 어두운방에 덩그러니있는 소주병보니 울컥합니다...고인의 명복을 빕니다.,3년 전
37,  대포동미사일,이제야 이뉴스를 접하네요...나라가 지켜주지못한 안타까운 죽음들을 볼때마다 가슴이 먹먹해지네요 그곳에선 행복하셨으면 좋겠습니다.,2년 전
38,  토토블리,고인의 명복을 빕니다.편히 쉬세요.,2년 전
39,  Dero Lo,"진심으로 너무 마음이 아프다.. 과거의 찬란했던 수고와 영광, 현재의 몸과 앞으로의 삶을 생각하면 얼마나 많은 고민과 두려움이 있었을까..",11일 전
40,  겜우,너무 안타깝다..고인의 명복을 빕니다..,2년 전
41,  ㅇㅇ,볼 때마다 가슴이 먹먹해지는 사연이예요.생전에 소식이 알려져 도움을 드릴 수 있었다면 좋았을텐데.고인의 명복을 빕니다.,1년 전
42,  최주영,이 뉴스를 보니 정말 가슴이 아픕니다 한때 금메달을 짊어지신 국가대표 선수이셨는데 생활고에 얼마나 힘드셨으면 극단적인 선택을 하셨을까요 부디 하늘나라에서는 좋은일만 가득하시기바랍니다 고인의 명복을 빕니다,6년 전
43,  박승빈,고인의 명복을빕니다. 안따까운사고로 젊은사람이 쓸쓸하게 인생을 마감한걸보니 마음이 아프다,2년 전
44,  이끼여워,마음 아프네요.. 삼가 고인의 명복을 빕니다..,3년 전
45,  jj zz,고인의 명복을 빕니다,1년 전
46,  M G,얼마나 힘들었을까...삼가 고인의 명복을 빕니다,2년 전
47,  Black Cat,ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ할말 없다.... 미안하다고 밖에 할말없다..... 더 좋은 곳에서 더 좋은 세상에 다시 태어나리라 ............,3일 전
48,  겨울아이,너무 안타깝고 가슴아프다... 하늘에선 부디 편히 쉬세요 고인의 명복을 빕니다,3년 전(수정됨)
49,  허남희,가슴 아프네요 고인의 명복을빕니다~~,2년 전
50,  mune K,삼가 고인의 명복을 빕니다.. 너무 안타깝네요 ㅠㅠ 그곳에서 편히 쉬세요,3년 전
51,  Doyeon Lim,안타깝네요.. 금메달리스트인데… 그냥 펑범한 일반인이라도 안타까운 일인데 맘이 아픕니다. 고인의 명복을 빕니다.,8일 전
52,  추천요정,눈물난다.. 어머니 돌아가신것도 서러운데불편한 다리 이끌며 52만원으로 한달한달 힘들게 버티는 와중 원망스러울 법한 금메달.버리지도 않고 저렇게 걸어둔걸보면 ..,2년 전
53,  Uncle K funny Korean,정말 슬픕니다...  고인 편히 쉬세요..,1개월 전
54,  ᄋᄋᄋ,너무나 안타깝네요 삼가 고인의 명복을 빕니다...,6년 전
55,  Donquixote,살아생전 인생이 얼마나 슬프고 힘들었을지 가늠조차 되지않아 진짜 마음이 아프네요.. 그곳에선 부디 어머니와함께 행복하시길..,3년 전
56,  짱구를 선망하는 세상미지,"진짜 이런 비보 볼 때마다 너무 안타깝다 벌어지고 나서야 인식하게 된다는 이런 상황들이. 그저 좋은 곳으로 가셨기를, 이젠 힘들지 않기를 빕니다",2년 전
57,  성규 강,인생이 혼자 왔다 혼자 가는 것이라 지만 그래도 곁에 누군가 함께 있다는 것이 얼마나 행복한 것인지 새삼 깨닫게 되네요. 늦었지만  고인의 명복을 빕니다.,6개월 전
58,  Emil Zatopek,너무 슬프네요. 고인의 명복을 빕니다.,2년 전
59,  Steve Chung,나라의 금빛영광을 안겨주신 김병찬 선수 삼가 고인의 명복을 빕니다. 좋은곳에 가셔서 마음껏 역도를 연습하세요,2주 전
60,  ninja yun,국가가 얼마나 원망스러웠을까... 삼가 고인의 명복을빕니다 하늘에선 부디 꽃밭에서 쉬시길 바랍니다,3년 전
61,  Keith Haring,참으로 가슴 아픈 사연입니다. 삼가 고인의 명복을 빕니다.,3년 전
62,  은성훈장,삼가 고인의 명복을 빕니다.저 세상에서는 부디 행복하게 사세요.,3년 전
63,  올리브그린,너무 마음 아프다 어쩜 세상이 이렇게 무심한가,1년 전
64,  Bb P,생계비도 문제지만..무엇보다 장애로 어머니를 의지하고 살다 그 끈이 사라져 버려서 그 슬픔과 어머니에 대한 죄책감. 자괴감 등...이루 말할 수 없는 심적 고통이 느껴져서 너무 슬픕니다. 어머니도 돌아가기까지 자식이 그렇게 된 것과 그를 키우면서 힘든점 죽고나서 자식이 어떻게 살아갈까...숨통이 탁 막혀올걸 생각하니...눈물이 납니다.,2년 전
65,  오스카쉰들러,다시한번 삼가 고인의 명복을 빕니다..정말 너무 슬픕니다 하늘에서 어머니와 다시 만나셧길 진심으로 마음을 담아 기도합니다..,1년 전
66,  방구석전국체전,같은 운동인으로써 마음이 참 쓰립니다.. 올라가신지 세월이 어느정도 지났지만 이렇게 늦게나마 명복을 빌어봅니다 그곳에서는 행복한일들만 있길..,4년 전
67,  ESFP,좋은곳에서 행복하게 지내세요...맘이 아프다,2년 전
68,  케이트,정말 속상하네요.. ㅠㅠㅠ 고인의 명복을 빕니다. ㅠㅠ,2년 전
69,  쏘팁,영상만 봐도 마음이 먹먹하다........ 하늘에선 편히 쉬세요...,1년 전
70,  Drivehater,마음이 참 아프다. 어려운 환경에서 이제껏 의지하고 살았던 어머니마저 돌아가시고 얼마나 힘들었을까...,2년 전
71,  전우완,진짜..가슴아프다.....부디 편히쉬십시오..,13일 전
72,  띄어쓰기 대법관,생계 유지가 안될 정도로 생활고가 심했음에도 역도 선수로써의 마지막 자존심이자 자부심이던 메달은 끝까지 팔지 않았네.... 참 안타깝다....,5년 전
73,  ᄋᄌᄅ,너무 안타깝습니다...삼가고인의 명복을 빕니다,2년 전
74,  문하시중,대한민국이 진짜 왜이렇게 몰락하는걸까요 외롭게 쓸쓸하게 돌아가신 금메달리스트의 명복을빕니다,2년 전
75,  영지버섯,올림픽 시즌인 요즘 너무나 슬픈 영상이다..,1년 전
76,  장미경,답답하고 안타깝고 슬프네요.다시는 이런 일이 발생 안하길 바랍니다.,2년 전
77,  HyeonHo Kim,"무표정한 저 사진이 더 슬프게만 보이는 건 왜일까.....슬프다, 너무 슬퍼...죽었다는 뉴스를 접하지 않고 살아 있으셨어도 아직도 그 방에서 외롭게 살아 가고 있겠지란 생각에 더 마음이 아프다...좋은곳으로 가셔서 부모님과 행복하게 살아 가길 바래요.",4일 전
78,  Tommy Truck,너무나도 속상합니다...부디 하늘에서만큼은 건강히 계셔주세요...,5년 전
79,  롤리팝,삼가 고인의 명복을 빕니다. 맘이 많이 아픕니다.,3년 전
80,  윤영희,맘 이 아프네요부디 좋은곳에 가셨기를,2년 전
81,  성이름,주기적으로 영상이 뜨는데 다시 봐도 마음 아픔... 고인의 명복을 빕니다,6일 전
82,  maya,금메달 따기까지 얼마나 고난이 많았을텐데 그걸 이루어도 비참하기 그지 없네요.너무 슬프네요 하늘 나라에선 편안하시길 삼가 고인의 명복을 빕니다.,2년 전
83,  이모몽,"마음이 안타까워요,,고인의 명복을 빕니다",1년 전
84,  천명의심판,조두순은 120만원이나 쳐주는데 이 사람은 지원 못받고 고독사로 사망.. 이게 나라다,1년 전
85,  진지한데왜그래,아..이건 진짜 영상보는데 너무 막막하고..외롭고 슬픔..하늘나라에선 어머니와 행복하게 지내시길 조심히 바래봅니다...ㅠㅠ,2년 전
86,  dm k,그곳에선 행복하시길.... 고인의 명복을 빕니다.,1년 전
87,  멘소,6년전 영상이네 이제서야 알았다는게 너무 죄송하다..고인의 명복을 빕니다,1년 전
88,  자전거생활화,정말 안타깝습니다.. 삼가 고인의 명복을 빕니다..,2년 전
89,  레인뮨,"가장 잊히지 않는 운동선수.  '김병찬'님, 오늘 또 명복을 빌러 왔습니다. ",1년 전(수정됨)
90,  유리구슬,정말 속상하고 눈물난다얼마나 힘드셨을까나라를위해 젊음을 바쳤는데고작 이렇게...,4년 전
91,  강민,얼마나외롭고 힘들었을까... 부디 좋은곳 가셔서 편히 쉬세요..,2년 전
92,  MASTER HAN TV전설의발차기,왜 5년전 뉴스를 지금에서야 봤는지 모르겠네요..나라를 위해서 그 힘든 훈련들 다 견디고 모든 체육인들의 꿈인 국가대표 그리고 아시안게임 금메달을 확득해서 국위선양을 해주서서 감사드립니다.. 부디 좋은 곧에서 편안하시길 바랍니다.. 삼가 고인의 명복을 빕니다..,2년 전(수정됨)
93,  야끼,너무 슬프다고인의 명복을 빕니다,3일 전
94,  김꾹꾹🐾,와..금메달을 딴 영웅 대우가 정말..대단한 나라다..부디 명복을 빕니다,2년 전
95,  김선영,너무 안타까운 사건입니다.늦었지만 삼가 고인의 명복을 빕니다.,1년 전
96,  곱슬머리협회장,고인의 명복을빕니다제발 위에선 행복하시길..우리나라의 상태가 얼마나 심각한지 현 국회 상황과 더불어 또 깨닫게 되네요..,3년 전(수정됨)
97,  SJ Moon,지금에야 알게 되었지만 고인의 명복을 빕니다.. 하늘에서는 행운이 가득하시길,2년 전
98,  Julien Park,금메달이라는게 개인의 업적를 넘어서 나라를 빛내는 영웅인데 이렇게 떠나보내다니 눈물이 나네요..,2년 전
99,  사람답게,진짜 이런 일이 있을수가 있냐?  우리가 내는 세금은 도대체 어디로 가는거냐?  진짜 욕밖에 안나오네.가슴이아픕니다  진짜 스포츠영웅이 저렇게 쓸쓸하게 죽어도 모르는 우리나라의 현실이라니삼가 고인의 명복을 빕니다.   내세에서는 다른곳에서 태어나시길.,1년 전
100,  HJ CHOI,아..5년전이였구나.. 세상에 몸으로 세상과 소통하던 분이 사고로 하반신을 잃고 어떤 심정으로 살다 가셨을지 .. 부디 좋은곳에 가셨기를 바라며.. ㅜ,2년 전
101,  emoi massage 엠어이마사지,당신의 금메달에 소리 높여 응원했던 시절이 있어 감사한 마음을 전합니다.고인의 명복을 기원합니다,11일 전
102,  사랑을,나라를 빛낸 영웅을 이렇게 방치하는 나라는 우리나밖에 없을꺼다  에효ㅠ,4년 전
103,  환,그의 금메달에 먼지 하나 없이 하늘에서도 한국에서도 더욱이 빛나길... 바래요,2년 전
104,  도롱뇽,이건 뭐라 할 말도 없다 얼마나 힘들고 괴로웠을지 상상도 안된다.. 다음 생엔 꼭 행복하시길,3년 전
105,  안녕하세여,22년에 이 영상을 보게 되었는데 정말 안타깝네요 그 곳에서는 꼭 행복하셨으면 좋겠습니다 삼가 고인의 명복을 빕니다,3일 전
106,  Cheol Jeon,이전에도 뉴스로 소식을 들었습니다. 다시 한번 삼가 고인의 명복을 빕니다. 어머니를 여의고 몸도 성하지 않은 상태에다 홀로 남으셔서 많이 힘들고  외로우셨을 겁니다. 하늘에서는 부디  행복하시길 바랍니다.,2년 전
107,  ᄋᄀᄂᄃᄉᄋᄎ,"참 건장하고 잘생긴 청년이,, 어쩌다,,사고가나서 나이가 들어서 고생을하고,, 마음이 안타깝습니다,,",1년 전(수정됨)
108,  캐스커,건강하던 사람이 하반신 마비가 오면 정신적 충격도 어마어마했겠네진짜 안타깝다,3년 전
109,  이주현,고독사라니 ㅠ 삼가 고인의 명복을 빕니다 그곳에선 못다펼친 꿈들 모두 이루시면서 행복하시기를 바랍니다,2년 전
110,  나나,수고하셨어요.. 이런 나라에 태어나지 마시고 좋은 곳으로 가서 자기 능력 맘껏 펼치며 가족분들과 건강하고 행복하게 사시길바래요..,2년 전
111,  Mr.J Jin,진짜 너무 슬프다.하늘에서는 어머님이랑 행복하길 바랄게요~,2주 전
112,  빅에스트로스,아...정말 가슴이 아프다.삼가 고인에 명복을  빕니다.,2년 전
113,  jaeyeon bang,"삼가 고인의 명복을 빕니다.  당신께서는 젊음을 희생하여 나라를 빛내주셨고, 국민들을 기쁘게 해주셨지만 저희는 그저 당신의 명복을 비는것만이 유일한 방법이네요…하늘에서는 금메달만큼 빛나시기를 간절히 바래봅니다.부디 편히 쉬세요",1일 전
114,  코스모스,고인의 명복을 빕니다,6년 전
115,  반백살아마,얼마나 외롭고 힘들었을까ㅜㅜ부디 좋은세상 가셔서 훨훨날아다니시길...,2년 전
116,  라임,진짜 너무 마음이 아프다ㅜㅜㅜ,2년 전
117,  밍밍,영광이 오롯한 영광으로 그대의 가슴에 남길 바랍니다. 금빛길 걸어걸어 그 곳에선 행복하셨음 좋겠어요.,1년 전
118,  김미경,아들님과어머님~두분모두좋은곳에가서단둘이행복하게아프지말고편히쉬세요~삼가고인의명복을빕니다.~^^,3년 전
119,  SH H,하반신 마비이더라도 지도자의 길로 나아갈 수 있도록 지원이나 후원 프로그램이 있으면 좋을텐데... 참 씁쓸하다,2년 전
120,  해•달•별🌙,그저 마음이 아플 뿐이네요..좋은 곳으로 가셨기를...,3년 전
121,  뿌리깊은나무,삼가 고인의 명복을 빕니다 부디 좋은곳에서 행복하길 빕니다 ㅜㅜ,2년 전
122,  Nuri Kim,고인의 명복을 빕니다... 그곳에선 편안하시길 바래요.,6일 전
123,  KKK,하....진짜 명복을 빕니다......하반신마비가 되고 살아온 인생은얼마나 비참했을까...마음아프네요..,2년 전
124,  Heesun111,마음이 너무 아픕니다 ㅠ,1년 전
125,  김수퍼맨,고인의 명복을 늦게나마 빕니다.,6년 전
126,  J KIM,아... 진짜 마음이 너무 아프다....,2년 전
127,  Leo Lee,참 가슴아픈 소식이예요... 한국을 빛낸 애국자의 비참한 삶...,2년 전
128,  워워,사연이 너무 안타깝네요... 삼가고인의 명복을 빕니다 하늘에서 늘 행복하세요,2년 전
129,  Master Piece,삼가 고인의 명복을 빕니다마음이 아픈 일이네요..,3일 전
130,  원투,와....얼마나  힘들었으면...정말 슬프다...,4년 전
131,  김수아,고독사.. 너무 안타까워요..하늘나라에선 행복하세요..,3년 전
132,  2조은방송,정말 가슴아픈사연이네요ㅠㅠ 어찌 이런 유능한사람은 이렇게 방치하면서 인간이하인 사람들은 승승장구하고 할말이없네요 ㅠ 삼가 고인의 명복을 빕니다.,2년 전
133,  서HW,아 너무 슬프네요 삼가 고인의 명복을 빕니다.,2주 전
134,  Mihyun Jeong,삼가 고인의 명복을 빕니다 그곳에선 건강하고 행복하세요,3년 전
135,  이철헌,할말없다 고인의 명복을 빕니다,1년 전
136,  자주국방,얼마나 힘들었을까 젊음을 운동에바치고 국가를위해 메달까지딴 선수인대 국가가 죽인거나 다름없네삼가 고인의 명복을 빕니다,3년 전
137,  전형숙,아~  마음이 아픔니다. 평생운동만하고 살으셔서 마음은 애기쳐럼순수하셨을탠데. 얼마나 서글프고 힘들었을까 부디 하늘나라 좋은곳에 가셔서 이생에 있었던일 다잊으시고 편안하시길 기원합니다~,2년 전
138,  상록수,가슴아픕니다ㅠㅠ 이런 일이 더이상은생기지 않기를 간절히 바랍니다.  많이 안타까웠는데~~~세월이 벌써,2년 전
139,  백승엽,정말고생많으셨습니다 다음생에는 그대가원하는걸이루고 그걸인정받는사회에서 태어나길 빌게요 고인의명복을빕니다.,1년 전
140,  사이버미화원,우리나라를 대표해서 금메달까지 받아오신 분인데 그 자랑스러워해야 할 금메달을 원망하게끔 되었을 거 같아요... 이런 분이 아무런 지원도 받지 못한 채 쓸쓸히 가셨으니 정말 안타깝습니다. 고인의 명복을 빕니다,2년 전
141,  행복가득,ㅠㅠ 넘 가슴아픈일이네요삼가고인의 명복을 빕니다,10일 전
142,  요롱이,너무 안따깝네요 하반신마비로 가족도 없이 얼마나 힘들었을까ㅠ ㅠ,5년 전
143,  b시골총각,얼마나 외롭고 힘들었을까 마음이너무아프다 하늘에선 외롭지않고 행복했으면 좋겠습니다ㅜㅜ,2년 전
144,  ttaso,삼가 고인의 명복을 빕니다 금메달도 따고 잘해서 보기 좋았는데 아쉽게 됬네요....... 하늘에서는 부디 편하게 보내시길..제가 기도하겠습니다,1년 전
145,  김민우,이게 왜 지금 떠서. 예전에도 봤던건대 볼때마다 너무 가슴 아픕니다. ㅠㅠ삼가 고인의 명복을 빕니다. 6년이 지난 지금에 장애인 환경이나 이것저것 변한게 없어 보여 더 우울하내요.,1년 전(수정됨)
146,  태이태이,김병찬 선수 기사에 그져 먹먹함 마음에 가슴아프네요 부디 그곳에서 못다 이룬 꿈을 이루시길 고인에 명복을 빕니다,2년 전
147,  김하민,안타깝네요. 고인의 명복을 빕니다. 장애가 있는데도 사회생활 하는분들 대단하십니다. 얼마나 힘든 삶일까?,1년 전
148,  행운을 함께,"삼가 고인의 명복을 빕니다,ㅠ",6년 전
149,  정은맘,아유~~세상에 마음아파라부디 좋은곳으로 가셨기를~~,2년 전
150,  ㅂㅇㄹ,늦었지만...삼가고인의 명복을 빕니다...,2년 전
151,  오진경,넘넘가슴아파요..망가진몸앞에서 아무것도할수없다는 무력감과 그보다 더컷을 외로움과의싸움.. 올림픽이라는 꿈의무대에서 금메달의 성취가 컷을만큼 사고후 무기력감은상상할수없을만큼 컷을것같네요..소주병보고 눈물이 났네요 ㅠ ㅠ 삼가고인의 명복을빕니다..,2일 전
152,  무례하고작고하찮은잼민이들상대하기귀찮다,5년전이라니..ㅠ삼가 고인의 명복을 빕니다.,2년 전
153,  Memilko (메밀코),너무 가슴 아프다.  ㅜㅜ 나라에 금메달을 가져다 준 선수인데 쥐꼬리 만한 메달 연금으로 극심한 생활고를 겪으셨다니...,11일 전
154,  주영,"52만원으로 사지멀쩡한사람들도 살기힘든데,하반신 마비라 기본적인 직업을 갖거나 생활하기도 힘들었을 거에요. 너무 마음이 아픕니다.",5년 전
155,  sara battaglia,대한민국을 빛낸  우리나라 대표선수의 죽음이 너무  가슴이 아픔니다 다시는 이런일이 생기지 않게  정부에서 더 많은 관심을 주지 않은것이 않탑깝습니다,2년 전
156,  Sonia Brandi,"아휴,, 진짜 마음 아프다 ㅠㅠ 저 분 메달 들고 찍으신 사진 있는데, 너무 마음 아프다,, 젊으셨을 때 사진은 진짜 밝았는데, 마음 아프다,,,삼가 고인의 명복을 빕니다,,,",3년 전
157,  달리는제이지,아 마음이 너무 아프네요...,1년 전
158,  Zerostein,너무 안타깝습니다 삼가 고인의 명복을 빕니다,2년 전
159,  Dream boy,고인에 명복을 빕니다…,1년 전
160,  이설,나 너무 씁쓸해.. 역사엔 진짜 못된놈 아니면 진짜 좋은 성공한 놈 이런 사람들만 나오는게 너무 씁쓸해... 세상에는 박태환 김연아 되려다 포기한 영웅들이 더 많을텐데.. 그런 사람들도 기억해주고싶다.. 삼가 고인의 명복을 빕니다,2년 전
161,  베이보릿 bavorite,"정말 마음이 아프네요. 나라를 빛낸 영웅이 생활고로 죽음을 맞이하다니. 도울 방법을 미리 알았다면 좋았을텐데, 저도 뒤 늦은후회와 죄송함이 밀려오네요. 하늘에서는 사랑하는 어머니랑 배부르게 행복하시길 바라겠습니다.",3년 전(수정됨)
162,  J,4년전 뉴스네요. 지금은 더욱더 좋은 세상이길 바랍니다..,3년 전
163,  일담,고인의 명복을 빕니다..,2주 전
164,  딘딘,마음이 아프네요 늦게나마 고인의 명복을 빕니다.,2년 전
165,  Johny,너무나 아깝게 돌아가셨네요고인의 명복을 빕니다저도 이런 비슷한케이스로 죽을거 같아서항상 걱정하고 있는데 어느한사람에인생에 갈리는길로 생각하고 있어서괴로운대 이번에는 이웃이라고 해서더욱 마음이아픕니다,1년 전
166,  Ra No,아...사고로 장애인이 됐구나..인생은 저렇게 하루아침에알수 없다. 안탑깝고 남일같지 않네요..고인의명복을 빕니다.,2년 전(수정됨)
167,  프리,하늘에서는 행복하시길... 고인의 명복을 빕니다.,2년 전
168,  정청란,정말속상하고안타까운사건이네요.금메달선수를이렇게보내야만했는지.딱해서눈물이납니다.,2년 전
169,  Rhee Un,안타깝네요..삼가고인의 명복을 빕니다..,3일 전
