,title,view,upload_date
89,허리디스크 수술 후 관리 (남기세병원 척추센터 조형규 원장 & 남기세 원장),4.9만회,스트리밍 시간: 2년 전
90,"허리디스크 파열, 한방치료로 어떻게 좋아질까요?",3.8천회,1년 전
91,허리디스크 탈출 및 파열 후 유착을 예방하고 통증을 줄여주는 4가지 운동,8.7천회,6개월 전
92,5분 초간단 허리 통증을 없애주는 허리운동 #허리디스크,1.3만회,10개월 전
93,허리디스크 환자가 꼭 알아야 할 허리 강화 운동 10가지 중 - 회복기(만성기)편,14만회,3년 전
94,허리디스크 주요증상 6가지와 자가진단법,2.7만회,1년 전
95,구독자 분들이 효과 보장하는 허리디스크 재활운동 (댓글에 후기 많아요!),29만회,3년 전
96,허리디스크 있는 사람 이 스트레칭은 절대로 하지마세요. [ep.01 허리디스크_데드버그운동],3.8만회,11개월 전
97,"EP26. 📢허리디스크 장애판정기준, 내가 알려줄게! #1편ㅣ닥발TV",1.1만회,1년 전
98,힘내쇼 42화 허리디스크인데 왜 엉덩이와 다리가 저리고 아플까?,2.9만회,1년 전
99,"자면서 허리디스크 치료되는 3가지 수면원칙,  잠자는 자세에 대한 모든 궁금증 이 영상 하나면 끝!",40만회,7개월 전
100,허리디스크 치료 후 다리저림이 계속 남아있는 이유,3.7만회,6개월 전
101,【구독자 Q&A】💬 내가 말해줄게!  허리디스크 보험청구기준이 궁금하다면?ㅣ닥발TV,8.3천회,1년 전
102,허리 디스크 수술. 재활 시기와 방법,1.3만회,1년 전
103,허리디스크 파열 환자는 다리 힘 빠짐과 마비 증상을 꼭 체크해야 합니다,4.7만회,2년 전
104,"허리디스크 환자가 언제 어디서나 도구없이 수시로 할 수 있는 허리강화운동 - [허리디스크 재활운동, 허리디스크 스트레칭,스쿼트,맨몸스쿼트]",2.8만회,2년 전
105,허리디스크 진단을 받았는데 저림이 심하신분이라면 이 영상을 꼭 체크해야 합니다!,2.4만회,1년 전
106,"목디스크, 허리디스크로 수술하고 골프 칠 수 있을까?",1.8천회,4개월 전
107,"허리 디스크, 피하고 싶다면? 당장 따라하세요.",9.9만회,2년 전
108,허리디스크 수술 피하는 방법 알려드립니다 - 선수촌병원 신경외과 이동엽 원장,2만회,스트리밍 시간: 8개월 전
109,"허리디스크, 허리통증환자가 절대로 앉으면 안 되는 의자 4가지",5.5천회,5개월 전
110,허리디스크 탈출 - 초기 치료시기 놓치면 더 위험하다,4.6천회,1년 전
111,허리디스크 다리저림 통증의 원인과 치료방법 2분만에 알기,2.2만회,1년 전
112,허리디스크 환자인데 필라테스 다녀도 될까요?,1.7만회,2개월 전
113,허리 디스크 자가진단 한눈에 보기!,5.5만회,2년 전
114,하루 5분! 허리디스크 증상 감소 운동,15만회,6개월 전
115,"허리디스크, 협착증에 좋은 음식을 찾으신다구요? 이 음식들을 꼭 섭취해야 합니다",1.9만회,8개월 전
116,당신이 몰랐던 허리디스크 증상 5가지! 잘못알고 계셨다면 꼭 보세요.,4.6만회,1년 전
117,허리디스크에 좋은 운동이 있다고?(feat.맥켄지 운동법)  ㅣ 허리디스크 스트레칭,19만회,2년 전
118,"[닥터홍선생]#58.샤워를 해야 허리가 건강해집니다.(허리디스크, 협착증, 요추전만)",23만회,6개월 전
119,허리디스크 수술했는데도 왜 자꾸 재발되나요?,2.9만회,1년 전
120,허리디스크 자가진단법 베스트3! - 재활의학과 전문의가 알려드립니다! [닥터인사이드],1.2만회,1년 전
121,"허리디스크 운동, 불변의 법칙 #shorts",11만회,3주 전
122,허리 통증의 원인이 엉덩이?! 가짜 허리 디스크 '엉덩이의 이상근 증후군' | 나는 몸신이다 369 회,4.9천회,9개월 전
123,"허리디스크 환자는 기상 후, 취침 전 반드시 이 운동을 해주시는 것이 좋습니다 - [허리디스크 스트레칭, 허리디스크 재활운동, 허리디스크 운동요법]",21만회,2년 전
124,허리디스크증상 척추관협착증증상 차이는 무엇일까? ㅣ 자생한방병원,3.4천회,2년 전
125,허리디스크 약침 치료 전 알아야 하는 모든것! 자생한방병원이 알려드립니다.,5.7천회,11개월 전
126,"[닥터홍선생]#46.다리가 저리지 않아도 허리디스크?(방사통,연관통,허리디스크)",5.1천회,10개월 전
127,질문 리퀘스트 1위! 허리 아픈 분들은 ‘이런 자세’로 주무세요! - 이경석의 척추88 #90,71만회,1년 전
128,"척추5번6번/척추4번5번, 허리디스크 발생 부위 따로 있다?!",1.5천회,1개월 전
129,어디에서도 알려주지 않는 허리디스크의 핵심!  【체계적이고 과학적인 원리】,1.1만회,8개월 전
130,허리디스크 환자에게 나쁜 운동은 없다. 당신의 디스크가 ‘이것’을 감당하지 못할 만큼 약해진 것일뿐.. 한국인 99%가 모르는 허리디스크의 비밀!,7.5천회,1개월 전
131,허리가 잘 낫지 않을 때 반드시 만져야 하는 곳,73만회,10개월 전
132,일반인도 김종국처럼 고강도 근력운동으로 허리디스크 극복이 가능할까?/ 부산본병원,8.1천회,1년 전
133,"허리디스크와 척추관협착증이 동시에 생기면 어떻게 치료할까? ㅣMRI상담소, 디스크탈출증",1.2만회,10개월 전
134,허리디스크 환자의 다이어트 운동법 알아보기,4.7천회,1년 전
135,병원장이 말하는 허리디스크 환자를 위한 스트레칭 3가지,7.7천회,1년 전
136,허리디스크의 모든 것!,2.6천회,1년 전
137,"디스크가 터졌는데, 수술 안하고 회복될까요?  l 허리디스크, 비수술치료",1.6천회,9개월 전
138,[평촌서울나우병원] 허리디스크 초기증상,4.4만회,2년 전
139,"[환자진단] 허리디스크 마비증상 확인방법, 내가 알려줄게! #shorts",1.6만회,4개월 전
140,"허리디스크 보존치료, 오래 걸리는 진짜 이유",9.9만회,1년 전
141,허리디스크 4번? 5번? 척추뼈와 디스크 이름 바로 알기,7.6천회,1년 전
142,홍혜걸 박사가 알려주는 허리디스크의 모든 것(feat.홍or여 강연 승자를 가려주세요),3만회,1년 전
143,허리디스크가 회복되는 시간은? [털털한 털보의사],5.4만회,1년 전
144,허리디스크 환자인데 운동은 언제부터 시작해도 될까요?,1천회,1년 전
145,허리디스크 20초만에 해결 #shorts,11만회,8개월 전
146,골프 허리디스크 한방에 정리! 건강하게 오래오래 골프 즐기는법 [골프닥터EP-02],1.5천회,2개월 전
147,허리디스크.. 제발.. 이 운동 하세요...,6.1천회,9일 전
148,"허리디스크, 좌골신경통? 이상근증후군!",114만회,3년 전
149,[환자진단] 집에서 쉽게 따라하는 허리디스크 자가진단테스트! #shorts,1만회,3개월 전
150,자세만 좋아도 자연 치유되는 허리통증 |  명의가 알려주는 허리통증 원인과 치료법! 허리통증 환자가 꼭 피해야 할 자세,38만회,1개월 전
151,"허리디스크 스테로이드 주사, 시술의 뜻밖의 부작용에 대해 알려드리겠습니다",2.5만회,2년 전
152,"절대 치료를 미루면 안되는 허리디스크 증상 알아보기 (초기,중기,말기 증상)",3.1천회,1년 전
153,[EBS 명의] '허리의 신' 정선근 교수가 알려주는 수술 없이 허리 통증 낫는 법  (feat. 유퀴즈 출연 교수님👨‍⚕️),45만회,5개월 전
154,허리디스크 환자가 꼭 피해야 할 운동? 내가 알려줄게! #shorts,8.1천회,4주 전
155,엎드려 하는 신전동작,107만회,1년 전
156,디스크는 왜 생기는 것일까? 허리가 왜 아플까? #허리디스크#목디스크#총정리,1.8천회,1년 전
157,[마디마디] 허리 안 아프게 복근 만들기(feat.허리디스크 있어도 가능해요!),4.5만회,6개월 전
158,"허리디스크 재활운동, 그 유명한 맥켄지 운동의 득과 실｜자생한방병원",10만회,2년 전
159,자전거가 허리디스크 증상에 좋은 운동일까?,9.1만회,1년 전
160,"허리디스크에 무중력의자, 리클라이너 잘 쓰는 법",2.7만회,3년 전
161,[실생활적용100%가능]허리디스크환자들이 조심해야하는 자세 10가지!,1.7만회,2년 전
162,"허리, 엉덩이 통증 , 다리저림 (허리 디스크와  차이 알기) : 닥터U의 ' 척추관 협착증 완치훈련'",197만회,6년 전
163,"허리 디스크 통증 아주 쉽게 치료되는 스트레칭 운동, 소름돋는 결과 보장!",92만회,1년 전
164,[허리디스크] 프롤로치료를 하면 탈출된 디스크가 없어지나요?_허리디스크의 프롤로치료후 경과_청담마디신경외과 심재현원장,653회,4개월 전
165,허리디스크 통증 잡는 초 간단 운동! 발 꺾기만 해도 통증 줄어든다?,2.9천회,10개월 전
166,허리주변의 뭉친근육만 풀어줘도 허리디스크 증상이 좋아지는 이유 #shorts,7.3천회,6개월 전
167,"척추 X-ray, MRI, CT 허리디스크가 어떻게 보일까요? #shorts",4.5천회,2개월 전
168,허리디스크 환자의 올바른 걷기운동방법,5.8천회,1년 전
169,[닥터홍선생]#30.허리가 아프고 다리 뒤쪽으로 저리다면 반드시 해야하는 운동 한 가지!,28만회,1년 전
170,정형외과 의사의 실제 경험담! 허리디스크파열!,4.6천회,8개월 전
171,많은 사람들이 착각하는 다리통증(저림) 허리디스크가 아닐 수 있습니다!!,20만회,2년 전
172,결혼..사랑하지만 너무 힘든 병원 브이로그 / 1인실50만원 / 30대 허리 디스크 수술/일상 신혼 브이로그^^,3.6만회,6개월 전
173,허리디스크 어디로가야할까? 신경외과vs정형외과 (MRI 꼭 찍어야되나요?),715회,3개월 전
174,허리디스크에 위험한 요가동작은 3가지로 결정된다!,14만회,1년 전
175,"허리디스크! 매일 구부정한 자세가 ""허리디스크를 유발시킬 수 있습니다."" 정형외과 백형기 원장",597회,7개월 전
176,힘내쇼 89화 【이상한 엉덩이통증】 허리디스크인줄 알았는데? 의외의 질환이 있다?!,3.5만회,10개월 전
177,"딱 10분! 허리통증, 허리디스크가 있다면 이 운동 제발 하셔야 합니다! 협착증, 허리디스크,측만증,코어운동",15만회,7개월 전
178,400만명이 본 '이상근 증후군'이란? 하루 5분 초간단 이상근 스트레칭 - 이경석의 척추88 #60,496만회,2년 전
179,"허리 아플 땐 ‘뼈 주사’? 맞아야 하나, 말아야 하나? 당신만 모르는 ‘뼈 주사’의 진실 - 이경석의 척추88 #6",171만회,3년 전
180,밤마다 찾아오는 종아리 경련 - 이것도 허리 디스크?,12만회,1년 전
181,"허리디스크, 허리통증 3가지 핵심 운동방법 허리디스크 재활운동",78만회,3년 전
182,이렇게하면 허리디스크가 40% 좋아집니다.,311만회,7개월 전
183,"허리디스크 있는 사람 이 스트레칭은 절대로 하지마세요. [ep.03 허리디스크_기지개체조, 꽈배기체조]",2.2만회,11개월 전
184,정선근 자기님이 허리 디스크 환자들에게 전하는 희망의 말#유퀴즈온더블럭 | YOU QUIZ ON THE BLOCK EP.157 | tvN 220615 방송,1만회,5개월 전
185,심하면 발목이나 발가락 마비까지? 허리디스크의 증상부터 예방법까지 모든 것을 알려드립니다!,1만회,2년 전
186,"허리디스크와 체중, 이만큼이나 관련이 있다고?_[친절한 을지씨]",9.5천회,1년 전
187,허리디스크 폼롤러 스트레칭 무조건 좋아지는 방법을 알려드립니다,3.1천회,6개월 전
188,허리디스크 치료 후 반드시 지켜야 할 자가관리법 (퇴원환자 교육용),2.6천회,2개월 전
189,허리디스크 이 루틴만 하면 무조건 낫습니다!!,8.3만회,9개월 전
190,허리디스크 환자가 절대 하면 안되는 허리운동 (feat. 허리통증완화 스트레칭),10만회,1년 전
191,허리디스크 환자 허리 근육 풀어주는 브릿지 운동,10만회,3년 전
192,풀버전 허리 디스크 환자가 알려주는 허리디스크 재활 운동 통증 완화 운동 디스크에 좋은 운동법 치료 back pain  rehabilitation movement,25만회,3년 전
193,'이때'는 허리디스크 수술을 꼭 해야 합니다...신경외과 장상훈 원장,1.3천회,11개월 전
194,허리디스크가 아니라 척추후관절증후군이라고? 비슷하지만 다른질환!,1.1만회,1년 전
195,"허리디스크재활운동, 척추강화운동의 의미! 디스크에 압력을 가하지 않는 4가지 스트레칭",5.8천회,1년 전
196,허리디스크 때문에 숙이는 건 무서워서 못해요 ㅠㅠ ~ 리얼재활다큐,8.1천회,7개월 전
197,허리디스크 재발? 원인과 해결방안은 이 것! (feat.병원 고르는 꿀팁),1만회,3개월 전
198,허리디스크 vs 단순 통증 구별법 / YTN 라이프,27만회,3년 전
199,마사지가 허리디스크에 도움이 되나요?,9.1천회,3년 전
200,"허리디스크의 핵심 원리, 운동법  【체계적이고 과학적인 원리】 【수정본】",2.6만회,7개월 전
201,2분 만에 허리디스크 통증 뚝 떨어뜨리는 방법,45만회,6개월 전
202,허리디스크 꿀잠 자는 방법(How to Sleep with a Herniated Disk. Stop Back & Leg Pain at Night),12만회,2년 전
203,허리디스크 운동치료법 이거 하나면 끝!,1.7만회,4개월 전
204,허리 아플 때 이 자세로 자면 허리 박살납니다! - 허리디스크 수면자세 베스트1 [닥터인사이드],4.1천회,3개월 전
205,허리디스크 초기⁉️독이 되는 스트레칭 3가지🙅🏻‍♂️ #shorts #허리통증 #스트레칭,6.9만회,8개월 전
206,"허리 건강을 위해서 반드시 피해야하는 생활습관, 허리디스크 예방법 [닥터유의 건강이야기]",1.5만회,1년 전
207,허리디스크 증상이 스쿼트 데드리프트 헬스로 치료될까? 진실을 알려드립니다,10만회,1년 전
208,(부산큰병원 우영하) 허리디스크가 터지면 어떤 증상이 있나요? 자가진단법에 대해 알려드립니다,3만회,2년 전
209,"요통, 요추염좌, 허리디스크 차이점은? #shorts",3천회,1개월 전
210,"허리디스크, 수술 없이 운동만으로 완치할 수 있을까?",3.5천회,6개월 전
211,🧘허리디스크에 좋은 요가 동작 / 굉장히 안전한 동작입니다!,5.1만회,1년 전
212,누구나 쉽게 하는 허리디스크 자가진단,2.9만회,2년 전
213,허리디스크! 다리가 찌릿찌릿 저립니다! 어떻게 해야 합니까?  ㅣ 구미강남병원 ㅣ,213회,4개월 전
214,허리디스크와 협착증으로 엉치가 아프다면 도움이 되는 재활운동,1.2천회,1개월 전
215,허리디스크보상 가장 많이 받는법#shorts,23만회,11개월 전
216,누워도 우리~할 때 허리디스크  1분 만에 푸는법,51만회,6개월 전
217,#허리통증 #스트레칭 #디스크 #허리디스크 #골반교정 #허리통증완화 #허리디스크운동,319회,1개월 전
218,강아지 허리디스크마사지! 하루 3분이면 더 건강해질 수 있어요 😁,2.7천회,5개월 전
219,허리디스크만 딱 꼬집어서 건강하게 만든다고 합니다,1.3천회,4개월 전
220,강아지 허리디스크 집에서 진단하는 방법 (디스크가 아니라 근육통증?),8.8천회,6개월 전
221,엑스레이 전에 하는 허리디스크 검사 #shorts #허리디스크 #허리통증,731회,3개월 전
222,힘내쇼 89화 【이상한 엉덩이통증】 허리디스크인줄 알았는데? 의외의 질환이 있다?!,3.5만회,10개월 전
223,인기 개그맨 정승환 3년간 못고친 허리 디스크 완치,1.4천회,4개월 전
224,허리디스크에 좋은 운동 #shorts,8.6천회,9일 전
225,허리 디스크 어떻게 자는 게 좋을까요?,5.8천회,8개월 전
226,"귤 먹어서 허리디스크 완치? 허리 통증, 디스크에 좋은 귤 먹는 법!",6.5만회,8일 전
227,허리디스크를 경험한 의자 유목민의 진심의 의자 광고 (드디어 정착ㅠ),7.5만회,9개월 전
228,허리디스크 환자가 직접 말해주는 약 시술 수술 없이 자연치유한 찐 경험사례/ 약으로 할수 없는 근본적인 치료 / 허리디스크 원인,9.4만회,2년 전
229,허리디스크는 어떻게 밥을 먹고 물을 마실까? | 허리디스크 예방관리  3가지 스페셜팁을 알려드립니다,781회,2년 전
230,허리 디스크면 복싱은 절대 안 되나요??,4.2천회,8개월 전
231,"허리디스크, 이런 운동 절대 하지 마세요! 허리디스크에 안좋은 운동 [정라레]",1.1만회,4개월 전
232,척추 디스크의 생명력,4.4만회,11일 전
233,온국민 근육부자 프로젝트 #4: 플랭크,66만회,1년 전
234,신전동작 하루 1만 번 하는 방법,146만회,1년 전
235,"허리 디스크, 허리 아플 때 절대로 피해야하는 금기 운동, 자세",3.1만회,2년 전
236,"허리 디스크는 아침에 터진다 / 특징, 이유, 해결법",6.9천회,10개월 전
237,자고 일어나면 아침에 통증이 극심한 허리디스크 환자가 매일 꼭 해야 하는 4가지 운동,1.9천회,2일 전
238,[법률사무소 지담] 허리디스크 산재에 대해 알아보자,643회,6개월 전
239,"허리디스크, 골프랑 훌라후프는 어때요?",2.8천회,3개월 전
240,허리디스크 스트레칭 재활운동 2 #shorts,5.1만회,1년 전
241,20대 디스크환자의 비수술치료 성공후기 | 재활생활 꿀팁 | 허리디스크환자가 기억해야할 세가지 | 재활센터 추천 | 디스크환자브이로그,3.3만회,1년 전
242,허리 디스크 운동해? 말아?,108회,1개월 전
243,[스파인코렉터] 허리디스크에서 해방되는 기적의 운동,2.4천회,4개월 전
244,"허리디스크, 빨리 걷기 vs 천천히 걷기 중 어느 것?",7.7천회,1년 전
245,😥통증 심한 #허리디스크수술 받아야 할 사람은 따로 있습니다│용한의사 디스크치료 꿀팁편,634회,2년 전
246,"""척추수술 3천만원.."" 99%가 모르는 최악의 자세 5가지 (허리디스크,일자목,측만증,무릎통증)",19만회,1년 전
247,허리디스크 단계별 운동법 - [이대로만 따라해주세요],1.3천회,1년 전
248,아무리 치료 받아도 낫지 않았던 허리디스크를 가장 빨리 회복시키는 교정운동,7.5천회,3개월 전
249,"허리 디스크, 수술을 해도 전혀 낫지 않는 이유",571회,3개월 전
