,title,view,upload_date
69,5분안에 허리 통증을 없애는 10가지 꿀팁,38만회,3년 전
70,ep4. 거짓말 처럼 진짜로 허리통증(다리저림)이 없어지는 3분 솔루션 | 아픈허리를 강철허리로 4회 허리뼈 커브 유지를 위한 운동법,38만회,5개월 전
71,자세만 좋아도 자연 치유되는 허리통증 |  명의가 알려주는 허리통증 원인과 치료법! 허리통증 환자가 꼭 피해야 할 자세,38만회,1개월 전
72,Bad Back pain pay attention! #fyp #bonecracks🎧#chiropractor#backpain#backpainrelief#posturecorrector,35만회,8개월 전
73,허리통증 허리디스크 환자가 절대 하지 말아야 할 앉는 자세 6가지 #shorts,34만회,11개월 전
74,허리통증 없애는 마법같은 포인트 | 1분 튼튼 재활 | 허리통증 없애는 방법 셀프 마사지,34만회,1년 전
75,"99%가 모르는 “디스크탈출, 허리통증없는” 코어운동비법 3가지 | 유료노하우 최초공개",34만회,1년 전
76,"초간단 허리통증 완화, 이렇게 한번 해보세요.",34만회,1개월 전
77,"매일 5초 ""이 자세""를 하면 놀라운 신체변화가 생겨요 | 허리디스크, 허리통증 스트레칭",31만회,10개월 전
78,"허리통증 5분 만에 해결하는 방법(급성통증, 앉았다가 일어날때)",30만회,3년 전
79,20만뷰🌟[마디마디] 허리 통증 잡는 초간단 스트레칭,30만회,1개월 전
80,하루 5분 투자! 허리 통증 잡아주는 운동 루틴,29만회,6개월 전
81,[닥터홍선생]#30.허리가 아프고 다리 뒤쪽으로 저리다면 반드시 해야하는 운동 한 가지!,28만회,1년 전
82,허리디스크 vs 단순 통증 구별법 / YTN 라이프,27만회,3년 전
83,미친효과! 2분만에 허리통증 삭제되는 고관절운동! | 이게되네??#shorts,27만회,3주 전
84,"그토록 흔한 허리 통증, 그 많은 오해들... (백년허리 기초편#1)",27만회,2년 전
85,골반교정 허리통증을 위한 스트레칭 #2,27만회,5년 전
86,"[짧고 간단한]허리통증, 협착증, 허리디스크에 효과적인 폼롤러 셀프마사지법_[부산큰병원 물리치료]",27만회,2년 전
87,(설명O) 목과 허리통증 없이 1달안에 복근을 만들고 똥배를 제거하는 10분 복근운동 / 10min ABS workout without back pain,27만회,1년 전
88,허리가 아프다면 2가지만 기억하세요ㅣthe best way to reduce back pain,26만회,1년 전
89,"허리 통증에서 벗어나고 코어근육도 기르는 최고의 허리 강화 운동! [허리통증 예방 운동, 코어 운동, 척추 운동,  중년 근력 운동, 허리 아플 때 스트레칭]",25만회,6개월 전
90,허리 통증과 하지의 유연성을 동시에 해결해 주는 운동법,25만회,7개월 전
91,"엉덩이, 허리 통증 재발 막으려면 이 운동하세요! - 이고은의 시니어 홈트 #24",25만회,1년 전
92,통증 탈출! 허리튼튼 건강법,24만회,6년 전
93,허리통증 걷기운동 vs 코어운동 (리셋재활의학과 이고은 원장),24만회,스트리밍 시간: 2년 전
94,"허리통증, 요통 환자가 반드시 알아야 할 10가지",24만회,4년 전
95,이 동작하고 허리통증 때문에 병원 가지 마세요! (허리통증 스트레칭),24만회,8개월 전
96,오래 앉아 있을 때 허리 통증이 있거나 불편하다면 따라 해보세요,23만회,6개월 전
97,"허리통증과 골반 뒤 통증, 이렇게 한번 해보세요.",23만회,2개월 전
98,허리 통증 (디스크환자) 없애주는 요추운동,20만회,11개월 전
99,정선근 교수가 방송에서 말하지 않은 허리통증의 중요한 핵심✨ 지금 알려드립니다 | 자이홍의 건강극장 105화,20만회,2개월 전
100,"허리의 통증과 엉덩이 근력 감소, 이렇게 한번 해보세요.",20만회,1개월 전
101,기립근이 항상 당기고 뻐근해요ㅠㅠ - 페인랩이 말하는 통증이야기,19만회,3년 전
102,"먹어본사람이 찾아쓰는 약초~심한허리통증, 관절에 특효/ 항암약초/ 신장질환/ 피부질환/ 전립선비대증에 효능",20만회,2주 전
103,"바닥에 앉기, 허리 통증 없이?",19만회,1년 전
104,남자는 허리다.. 늦기 전에 빨리 보삼(허리 스트레칭 허리 통증),19만회,4년 전
105,하루 5분! 오래 서 있거나 걸을 때 나타나는 허리 통증 줄여주는 운동,18만회,6개월 전
106,"어깨통증, 허리통증, 무릎통증, 다양한 통증에 효과 좋은 약초 두 가지 약초 직접 캐는 장면 보여드립니다[약초방송]",17만회,6개월 전
107,10배 빨리 허리통증 없애는 방법 | 신전운동 제대로 알고 하자,17만회,7개월 전
108,10배 빨리 허리통증 없애는 방법 2편 | 이 운동 꼭 해야 확실하게 좋아집니다,17만회,7개월 전
109,"허리 통증과 고관절 뚝 소리, 이렇게 한번 해보세요.(1단계)",17만회,3개월 전
110,"허리통증없이 뱃살빼는 운동 l 아랫뱃살, 똥배, 윗뱃살, 내장지방 올인원 다이어트",17만회,1년 전
111,허리 통증 잡는 걷기(바른 자세의 기본)[생활 습관 교정 #3] - 새길병원 이대영 원장 & 필라테스 바이율 최유리,16만회,스트리밍 시간: 8개월 전
112,"딱 10분! 허리통증, 허리디스크가 있다면 이 운동 제발 하셔야 합니다! 협착증, 허리디스크,측만증,코어운동",15만회,7개월 전
113,허리통증에 좋은 공 스트레칭 운동(1) - 장요근,15만회,3년 전
114,김계란 극장 (허리통증 편),15만회,3년 전
115,'허리통증' 있다면 꼭! 따라해야 하는 방법 [근막이완 : 전방경사],14만회,3개월 전
116,허리주사 치료 어떻게 맞고 계신가요? 아무도 알려주지 않는 허리통증/허리디스크치료 핵심,14만회,2년 전
117,"기적의 허리통증 스트레칭 5분 | 허리가 뻐근하고 아플 때, 허리통증, 다리저림, 디스크 | 힐링가이드 제오 |",14만회,4개월 전
118,[허리통증]과학적으로 검증된 허리(코어)근육 강화 방법 BEST3,14만회,2개월 전
119,"허리통증 없애는 방법 | 무리되지 않게 허리통증을 회복시키는  밸런스 허리 스트레칭 | 힐링가이드 제오 | 허리강화, 허리디스크, 허리통증 완화",14만회,7개월 전
120,허리통증 퇴행성허리디스크에 좋은 운동 5가지 1편 골반운동 #shorts,14만회,6개월 전
121,"매일5분! 허리통증이 사라지는 마법 같은 일이 벌어지게 됩니다 | 허리디스크, 협착증, 햄스트링, 햄스트링 스트레칭, 허리통증 스트레칭",14만회,4주 전
122,스쿼트 없이 하체를 키우는 최고의 운동방법 (#무릎통증 #허리통증 #shorts),13만회,2개월 전
123,미친효과! 허리통증 바로 사라지는 스트레칭! 이게 되네? | 기립근 스트레칭 #Shorts,13만회,4개월 전
124,"허리 삐끗했을때, 파스 붙여도 통증이 계속 된다면? 허리디스크 의심해보세요!",13만회,2년 전
125,"허리통증 운동 1편, 허리통증 환자가 매일 꼭 해야되는 허리통증 스트레칭 1편",13만회,10개월 전
126,허리통증 딱 이근육 하나만 운동 하시면 99% 좋아지게 되어 있습니다. | 허리통증 없애는 중둔근 강화운동 방법,12만회,3개월 전
127,2분 만에 허리통증 없애는 방법 #shorts,12만회,8개월 전
128,허리디스크 치료 진짜 핵심! #shorts,12만회,2개월 전
129,허리통증없이 복근운동~!,12만회,1년 전
130,허리통증 없애는 방법 - 허리 돌릴 때 통증 바로 없애주는 노하우 공개,11만회,1년 전
131,[데드리프트] 허리통증 참고하면 ‘절대’ 안됩니다. 이거 고치세요!,11만회,2개월 전
132,수술 없이 다리저림 통증 해결 허리디스크 재활운동 3가지,11만회,1년 전
133,데드리프트 허리통증 참고 하지 마세요… ‘이렇게’ 해보세요,11만회,4개월 전
134,"허리 통증, 요추 전만시 통증이 있다면 이렇게 한번 해보세요.",11만회,2개월 전
135,"11자로 걸으면 절대 안되는 이유와 허리통증, 무릎통증 해결을 위한 비밀 공개",11만회,1년 전
136,의사도 알아주지 않는 목-허리 통증 때문에 괴로우시다면 이 영상을 꼭 보세요!  - 이경석의 척추88 #136 - 척추 통증 없애는 법,11만회,6개월 전
137,미친효과! 허리통증 바로 삭제되고 바른 척추라인 만드는 3분 허리밸런스 운동|힐링가이드제오|이게되네?#shorts,10만회,2주 전
138,헬스 하고 나타나는 허리 통증의 흔한 원인,10만회,2년 전
139,"비슷한 허리통증, 디스크와 근육통 무엇이 다를까요?",9.9만회,3년 전
140,요통이란 무엇인가: 귀로 읽는 백년시리즈+저자에게 물어보니(질문과 답) 포함,9.8만회,6개월 전
141,자고일어나면 허리통증 이유 해결방법,9.8만회,2년 전
142,허리통증! 다치기 싫으면 꼭 보세요! 스쿼트 데드 부상 원인! [허리 디스크],9.7만회,7개월 전
143,내 허리 통증 지금 어디쯤 왔나,9.5만회,1년 전
144,"제발 꼭 보세요! (허리디스크, 허리 통증 핵심 꿀팁)",9.4만회,1년 전
145,딱3분 허리통증 다라저림 없애는 방법(예고편) #shorts,9.3만회,9개월 전
146,“이곳”을 10초만 풀어주세요👌🏻허리통증이 놀랍도록 편안해집니다,9.3만회,2개월 전
147,허리통증 무릎통증에 진짜 효과 좋은 대물약초 캐는 현장[약초방송],8.7만회,1개월 전
148,만성 허리통증이 있는 분들은 이 스트레칭을 해주세요   #shorts,8.4만회,8개월 전
149,30초 만에 허리통증 없애는 초간단 마사지,8.1만회,10개월 전
150,"허리통증 운동 10분 해결, 1탄",8만회,2년 전
151,"급성요추염좌, 갑자기 발생한 허리통증에 대해 꼭 알아야 할 7가지와 주의사항",7.9만회,2년 전
152,허리 통증 한번에 없애는 듀얼볼! | #깜찍한혼종_오늘부터1일 | #Diggle,7.6만회,2년 전
153,"하루 한 번🧘‍♀️ 꼭 해야하는 장요근 스트레칭 - 허리통증 완화, 하체부종 완화, 하체순환 효과",7.6만회,7개월 전
154,허리통증이 있다면 여기 풀어보세요! 효과 좋습니다 :),7.2만회,3개월 전
155,"허리통증의 대가, 맥길 박사의 'Big3' 운동법 | 라이프에이드",6.8만회,4개월 전
156,허리통증 없애는 3단계 코어운동 #shorts,6.8만회,7개월 전
157,병원에서 하는 허리통증 운동ㅣcore exercise to reduce back pain,6.7만회,1년 전
158,허리통증이 있을 때 풀고 스트레칭 해야할 곳 | How to fix a back pain,6.5만회,10개월 전
159,허리 통증 있다면? 척추불안정증 자가 진단법! [내 몸 사용설명서] 139회 20170127,6.3만회,5년 전
160,건강한 허리를 되찾는 요가 스트레칭 (허리통증 · 통증예방 · 척추건강) | 20분 인요가 | 요가소년 390,6.3만회,1년 전
161,"허리통증, 엉덩이와 다리저림 오시는 분 꼭 해 보세요 | 허리디스크 자가진단과 이상근증후군 초간단 셀프진단 | 일 하다 할 수 초간단 이상근 스트레칭 2가지",6.3만회,1년 전
162,"허리 통증이 있다면 이 스트레칭을 해보세요 건강한 코어근육을 만드는 방법[중년 운동, 코어, 척추, 자세 교정,고관절 불균형]",6.1만회,5개월 전
163,갑자기 허리가 아파요! 급성허리통증엔?,5.9만회,5년 전
164,허리 통증? 딱 5분이면 충분하다! 나를 살리는 5분 ＜꼬리뼈 누르기 운동＞ ①,5.8만회,2년 전
165,"밥숟가락 떨리는 손떨림(수전증), 뇌경색, 머리무거움, 심장두근거림 #허리통증 #엉덩이통증 #다리저림 #갑자기허리통증 I #루이빈치과 류지헌 원장",5.7만회,2개월 전
166,허리통증증상 꼭 병원에 가야 하는 경우는? 이러한 증상 있다면 허리통증병원 내원해야 합니다.,5.6만회,1년 전
167,"귤 먹어서 허리디스크 완치? 허리 통증, 디스크에 좋은 귤 먹는 법!",6.5만회,8일 전
168,"[기분 좋은 날] 허리 디스크 환자를 위한 '허리 통증 잡는' 운동법 공개!, MBC 211006 방송",5.2만회,1년 전
169,"골반 ""뚝""소리에 허리 통증까지? 골반순환 30일 챌린지로 고통 OUT!",5.1만회,2년 전
170,허리통증이 심한데.. 수술을 꼭 해야 하나요? (KBS 20211117 방송),4.9만회,1년 전
171,[척추수술 후 통증 증후군] 수술 후에도 사라지지 않는 허리통증… 최신 치료법 '척수신경자극술'이란?,4.7만회,10개월 전
172,허리통증? 골프 이렇게 치지 마세요!  통증원인 + 해결운동까지... 골프스윙에 최적화된 코어 발란스 운동,4.7만회,1년 전
173,원인 모를 허리 통증 ‘수건’ 한 장으로 해결 (건강하십Show) @좋은아침 4976회 20161206,4.6만회,5년 전
174,허리통증 병원가기 전 우유와 이것 먹어보세요 싹 사라집니다 (허리통증 스트레칭),4.5만회,4개월 전
175,"허리 통증, 이렇게 한번 해보세요 (고관절 유연성!)",4.7만회,8일 전
176,"허리 통증과 납작한 엉덩이, 폼롤러 운동으로 고민 해결! 💯🙋‍♀️",4.3만회,9개월 전
177,'누우면 허리통증'이 대요근 요통! 신박한 설명! 신통 해결법! 누우면 허리가 아파요.,4.3만회,2년 전
178,"허리 통증으로(앉았다 일어날 때, 장시간 운전 후) 허리를 펴지 못할 때 이곳을 셀프 마사지 해보세요!with 땅콩 볼, 마사지 볼(허리 재활 4탄)",4.4만회,2주 전
179,[EVA YOGA]허리통증을 완화시켜주는 요가 yoga for low back pain,4.1만회,5년 전
180,★허리 통증의 원인★ 2년 동안 허리가 아팠다는 윤형빈.. 그 상태는? | 나는 몸신이다 292 회,4.1만회,2년 전
181,허리통증에 야구공이 안마의자보다 더 좋은 이유 5가지 #shorts,4만회,5개월 전
182,허리 통증 잡는 가장 현실적인 운동(폼롤러와 스트레칭),4.1만회,5개월 전
183,"'허리 통증 만병통치약, 배에 힘 주기(호흡법)' (새길병원 이대영 원장 & 필라테스 바이율 최유리)",3.8만회,스트리밍 시간: 8개월 전
184,"보디빌딩 선수가 꾸준히 하는 복근운동 TOP1 [나바 1등,허리통증❌]",3.8만회,3일 전
185,누워서 허리통증 out![맨몸홈트],3.8만회,4주 전
186,허리에 ‘이런 통증'이 생기면 ‘췌장암'을 의심하라! - 이경석의 척추88 #151 - 췌장암 전조증상,3.5만회,2개월 전
187,ep3. 이걸 알고 나면 99%는 허리통증(다리저림)이 사라질 겁니다!! | 아픈허리를 강철 허리로 ep3. 등뼈(흉추) 유연성 운동을 통한 허리통증 없애는 방법,3.5만회,5개월 전
188,"허리통증 전방경사, 울퉁불퉁 골반 힙딥, 고관절 소리통증에 좋은 홈트운동#shorts #innertightmuscle",3.4만회,11개월 전
189,한쪽 허리통증 해결법! 요방형근 스트레칭 방법 및 운동방법,3.3만회,10개월 전
190,겨울철 심해지는 허리통증 딱 이렇게만 하시면 거짓말 처럼 편안해 질 수 있습니다. | 허리통증 없애는 운동,3.3만회,9개월 전
191,매일 딱”50초”만 해보세요(2편) 허리통증과 다리저림이 거짓말 처럼 편해 집니다. | 허리 안정화 사이드 브릿지,3.2만회,10개월 전
192,"허리 통증, 병원가기 전 점검해야하는 것들 [정형외과LIVE] #9 협착증 수술, 두번 생각하자",3.2만회,3개월 전
193,갑자기허리통증 생겼어요. 정말 갑자기일까요? 허리통증원인 4가지 유형 확인하세요!,3.2만회,11개월 전
194,플랭크보다 쉬운 허리통증 없애는 코어운동✌️,3.2만회,5개월 전
195,허리통증 10초 만에 없애는 2가지 방법 | 허리통증 없애는 방법,3만회,7개월 전
196,허리아플때 이 공식만 따라해보세요. 무조건 좋아진다에 내 콧털 겁니다/ 만성요통에만 쓰세요. 급성은 주의 요망,2.9만회,2년 전
197,단계별 엉덩이 운동 (허리통증) Hip Exercises  #shorts,2.9만회,10개월 전
198,[Balance Of Life] 지긋지긋한 허리 통증 없애는 법! 쉬운 필라테스 동작 STEP 2 ｜나는 몸신이다 | 나는 몸신이다 309 회,2.9만회,1년 전
199,"고중량 데드,스쿼트 허리통증 해결법",2.8만회,2년 전
200,"허리통증 없애는 방법ㅣ허리통증 바로 사라지는 기적의 3분 운동 | 허리통증, 골반통증, 고관절통증 | 힐링가이드 제오",2.9만회,1개월 전
201,허리통증을 예방하는 바른자세 [건강플러스],2.8만회,2년 전
202,호박고지를 이것과 같이 먹으면 어깨 허리통증 싹 사라진다!(어깨통증에 좋은 음식  호박고지효능 허리통증 없애는 방법 포함),2.8만회,11일 전
203,(찐노총각)뜨끈한 굴라면으로 허리통증 풀어봅니다 #통영굴#신라면,2.8만회,8일 전
204,허리 통증 없애는 핵심 포인트 ‘요방형근’ 운동법! 송영민의 바른자세만들기 #93 - 요방형근 스트레칭,2.7만회,1개월 전
205,지긋지긋한 목통증 찌릿한 허리통증 하루 두번 영양제로 끝,2.6만회,7개월 전
206,"급성 허리통증 없애는 획기적인 방법 | 삐끗한 허리통증, 급성허리통증, 충격에  의한 허리통증 | 힐링가이드 허리통증 제오",2.6만회,3개월 전
207,효과 만점! 허리통증 없애는 요가 스트레칭 | 허리가 불편할 때마다 해보세요😌 | 30분 통증 완화 요가 | 요가소년 449,2.7만회,6개월 전
208,ep5. 허리통증 다고친 사람들이 1년에 365번 한다는 이것 | 아픈허리를 강철허리로 5회. 허리통증 다리저림 없애는 복근운동,2.6만회,5개월 전
209,"허리통증 없애는 방법 | 계속 허리통증이 발생한다면 꼭 해야하는 허리통증 없애는 방법 | 허리통증, 다리저림, 만성통증, 디스크 | 힐링가이드 제오",2.6만회,3개월 전
210,미친효과! 허리통증 바로 사라지는 기적의 힐링법! 이게되네?#shorts,2.5만회,4개월 전
211,[척추관협착증] 허리 통증은 전부 디스크? 보행장애 부르는 '척추관협착증'도 있다,2.5만회,2년 전
212,파워리프터의 허리통증,2.4만회,6개월 전
213,※NO기구※ 하루 1분만 투자하면 어깨·허리 통증 싸-악! ★통증 탈출 넘버원★ | 나는 몸신이다 370 회,2.4만회,9개월 전
214,[허리통증 눕는자세]모르면 손해!! 가만히 누워서 허리통증 없애는 3가지 방법,2.3만회,7개월 전
215,"허리 통증 즐여주는 3가지 음식, 허리에 좋은 건강 음식 요약! [하늘마을 힐링센터 유소영 원장]",2.3만회,1개월 전
216,허리 크게 다쳤던 경험자가 푸는 팁 - 페인랩이 말하는 통증이야기,2.2만회,2년 전
217,앉아서 허리통증 없애 버리기 #shorts,2.2만회,9개월 전
218,허리통증 루틴1(더빙ver),2.2만회,1년 전
219,[파킨슨 환자와 보호자가 함께하는 운동교실] 장요근 늘려 허리통증 완화하기,2.2만회,1년 전
220,"6초의 기적, TV보면서 이 운동하면 무릎통증, 허리통증 사라지고 다리부종 완화된다",2.1만회,1개월 전
221,허리디스크인데 다리🦵가 아프다😣?! 하지방사통에 찐한처방👨🏻‍⚕️해 드리겠습니다! [찐한처방] #shorts,2.2만회,6일 전
222,허리통증에 좋은 자세 #shorts,2.2만회,6일 전
223,"허리 통증, 뜨거운 찜질이 최고? @모닝와이드 140930",2만회,8년 전
224,허리 통증 없이 똥배 없애고 복근 만드는 최고의 운동! 하루 한번 꼭 하세요,2만회,3개월 전
225,"목통증, 어깨통증, 허리통증, 무릎통증 있을 때 이것 사용하세요[약초방송]",2만회,1개월 전
226,디스크 허리통증 왜 생리기간에 더 심해질까요?,2만회,4개월 전
227,주말의 홈트｜허리 통증 줄이고 싶다면?#Shorts,2만회,1년 전
228,"허리는 왜 ‘아침에' 더 아플까? 아침 통증을 극복하는 몇 가지 방법!  - 이경석의 척추88 #129 - 디스크, 협착증 아침 통증",2만회,8개월 전
229,엉덩이 강화를 통해 허리통증 잡아보기,2만회,7개월 전
230,디스크와 꼭 구분하세요. 이상근증후군 '허리통증' (서울은마취통증의학과 이은형 원장),1.9만회,2년 전
231,"허리통증, 고관절 뚝 소리, 이렇게 한번 해보세요. (2단계)",1.9만회,3개월 전
232,"골프 허리통증, ‘이것’만 알면 피할 수 있다! -  척추TV #09",1.9만회,1년 전
233,직장인 허리통증에 좋은 스트레칭과 지압을 한번에 [ep03. 허리디스크 통증 완화],1.9만회,3개월 전
234,"[예고] 명의 - 허리 통증 치료 프로젝트 1부, 수술없이 낫는다",1.9만회,5개월 전
235,만성 허리통증이 있다면 이 스트레칭을 해주세요  #shorts,1.9만회,8개월 전
236,"무말랭이 효능, 표고버섯, 교통사고후유증 두통, 황반변성, 허리통증, 어깨, 파킨슨",2.1만회,스트리밍 시간: 2주 전
