,아이디,댓글 내용,댓글 시간
31,  T Gu,흉쇄유돌근 정말 감사합니다. 제가 운동하다 혈관수축때문에 유산소운동만하면 두통이 왔는데 완화가 되는것 같아요. 진짜 신세계입니다..ㅠㅠ 감사해요,3년 전
32,  리라야,따라하는 것마다 효과가 느껴져요. 구독 꾹 누르고 갑니다. 도움되고 좋은 영상 정말 감사합니다.,2년 전
33,  Jenna Yoon,거북목 너무 심해져서 처음해봤는데 한번해도 목이 너무 시원하고 편해요ㅜㅜ!!! 짱이다,2년 전
34,  박찬혁,일주일 정도 따라해 보고 있는데 정말 목이 편해졌어요,2년 전
35,  Oceanus,영상 정말 잘 봤어요. 거북목인데 교정하려면 뭘 해야하지 고민이 많으신 분들이 보면 좋을 것 같아요저도 최근에 목이 뻐근하고 거북목이 심해지는 것 같아서 따라했는데 적어도 전보다는 나아지고 있는 것 같아요좋은 영상 감사합니다!,1년 전
36,  이상한거 키우는 사람,영상 공개일 이후로 너무 피곤한 날 빼고 계속 해오고 있는데 하고 난 직후도 편하고 다음날 아침도 점점 좋아지는게 확 느껴지네요,3년 전
37,  황태영,항상 너무 감사히 잘 보고 있습니다꾸준히 하기가 가장 어려운 것 같네요제가 바른 자세로 버티려고 하면 호흡이 어려워 지는 것 같은데 얼마나 꾸준히 하면 개선 될 수 있을까요 특히 턱당기기할때 숨쉬기가 힘듭니다,3년 전
38,  juro,일자목 달고사는 사람인데 여러 운동이 귀찮고 효과가 있는지도 몰라서 맨날 건너뛰다가 이 영상에 마지막 마사지하는데.. 대박이네요 당길때마다 누가 뒤통수치는거같고 다 끝나니까 목이 날아갈듯이 가벼워요 ㅋㅋ 허리디스크도 아주 잠깐아팠어서 등젖히기보고 그것만 따라했었는데 효과 만점이었어요. 감사합니다.,3년 전
39,  님페이아,2:26  이것 효과 대박임.  매달 태국마사지 받으러 갔는데 이제 통증이 사라졌어요. 아는 언니한테도 알려줬는데 대박이라고 했어요. 시간 없으신 분들은 이거라도 해보세요!!,2년 전
40,  q asfasf,전처럼 방법만 알려주시는 것 도 간단해서좋지만이렇게 같이해주는 영상있으니까 보면서 따라하기 편하네요 구령넣어주니 하게됌 감사합니다,3년 전
41,  윰밍,아 진짜 이거하니까 내 등쪽 척추부근 근육이 얼마나 뭉쳐있었는지 알겠다.. 할때마다 등쪽 근육이 시원해지네,2년 전
42,  박지호,0:37 목돌리기 20초 좌우 2세트3:30 흉쇄유돌근 마사지 8초 좌우 3세트6:06 소흉근 마사지 40초 좌우 1세트11:41 경추가동술 운동 30초 좌우 1세트14:29 턱당기기 운동 8개 2세트,2년 전
43,  J콩맘,감사해요~ 뽝뽝이 아자씨목디스크 있어요. 오늘 운동 엄청 하고 왔는데 뒷목이 뻐근했었거든요. 날도 우중충하고.....바로 따라하니 편안하네요,3년 전(수정됨)
44,  TY L,턱당기기 진짜 좋네요!! 일자목이나 디스크 둘 중 하나 같은데 하고나니 잠시나마 편합니다,3년 전
45,  DK Y,"뜬금없지만 어깨 후면운동은 등운동과 같이 하는게 좋을까요 아니면 어깨하는날 같이 하는게 좋을까요!(가슴 어깨 삼두 , 등 이두 하체 ) 하는중이긴 한데 추천하시는 운동법 있으면 감사합니당",3년 전(수정됨)
46,  치킨,효과 확실히있음 진짜 목뻐근할때하면 바로 시원해짐,1년 전
47,  소리인,6개월 자기전에 꾸준히 하고있습니다목이 많이 좋아졌습니다감사합니다,2년 전
48,  이령,벌써 2주쨰 하는데 마지막 운동은 진짜 좋아요,7개월 전
49,  MinGi Kim,빡빡이형 가능하면 골반회전도 루틴 만들어주실 수 있나요? 항상 도움되는 영상주셔서 고맙습니다,3년 전
50,  Caria,"설명용 영상이랑, 평소에 틀어놓고 따라할 수 있도록 만들어진 영상이 따로 있으면 좋을것같네요",3년 전
51,  ㅇㅇ,12주 루틴(화~다음주 월)1/21~1/27 1/28~2/32/4~2/102/11~2/172/18~2/242/25~3/23/3~3/93/10~3/163/17~3/233/24~3/303/31~4/64/7~4/13,2년 전
52,  Sol J,너무 좋아요 감사합니다 ,2년 전
53,  강아지키우기,2년간 교정한끝에 드디어 거북목이 없어졌습니다 ㅠㅠㅠㅠㅠ,9개월 전
54,  서희민,김계란님 요즘 피트니스에 관심이생긴 사람입니다~다름이아니라 웨이트를 연습해서 중량을 올리는것도 재밌고 건강하겠지만몸에 밸런스를 만들어주는 유연성에 관한 루틴이나 프로그램도 혹시 구성이 가능할까요!나는 계란이형 믿어! 형의 윤겔라100kg을 보고 반해버렸다구,3년 전
55,  Cierra,일자에서 거북으로 가고있는중인데 동영상 보면서 동작마다 한번씩만 하고 침대에 누웟는데 평소 목이 불편해 배게를 안베고 잤는데 잠깐사이에 커브가 좀 생겼는지 오늘은 베개 하고 잘수 있을꺼 같아요. 지금은 일시적이겠지만 꾸준히 하면 거북목 탈출할수잇을거같은 느낌이 ㅋㅋ 너무 감사합니다,2년 전
56,  야수우,교통사고 나서 엑스레이 촬영후 거북목인걸 알았네요. 이거 보고 재활 열심히 하겠습니다. 감사합니다^^,1년 전
57,  Sh 0724,"처음에 목돌리는 것 조차, 목을 뒤로 젖혀질때 통증이 있었는데 하고 나니까 효과가 있었습니다!",2년 전
58,  Bryan,"어깨, 목이 가벼워 지기도 하지만 잠자기 전에 하면 바로 스르륵 잠이 듭니다! 감사합니다~~",1년 전
59,  SuperDry,11:06 경추가동술 운동 시 수건 끝을 잡은 손을 반대로 잡고 해도 되나요?,2년 전
60,  영구와땡칠이,이건 ㄹㅇ이다......... 진짜로 거북목때문인지 뭔지 모르겠지만 목 돌리기만 해도 왼쪽 뒷목이 아팠는데 이거 하고나서 목 돌리기 해봤는데 아픈데 사라졌네요........ 피지컬 당신은 도대체...,3년 전
61,  고지원,확실히 풀리는 느낌이 들어요 매일 하면 진짜 좋을듯,9개월 전
62,  이영선,원래 목에서 척추타고 내려가는 통증도 심하고 일만 하고 오면 어개쪽 통증이 심한편인데 이게 다 모공증대문이라는걸 이거 스트레칭하고 알았어요 빠지는거 하나없이 꼼꼼하게하고나면 어느새 어깨통증도 사라져있고 나중에는 목통증도 없어져 있어요 요즘 이것 덕분에 살아요 제 수명 연장하고 계십니다 ㅠㅠㅠ,11개월 전
63,  Young,안녕하세요. 예전 거북목 교정 루틴 영상을 6개월간 따라해봤습니다. 어깨랑 등이 펴진 게 너무 좋지만 목 통증은 호전되지 않았어요. 영상에서 알려주신대로 턱을 당길 때마다 통증이 발생하는데 서울대교수이신 정성근 교수님 강의를 보니까 턱을 당기면 안된다고 하시더라고요. 일단 그 운동을 계속하고 있는데 이에 대해 시원하게 정리 좀 해주시면 좋겠어요,3년 전
64,  NASDAQ KIM,개인레슨이나 개인트레이닝 받고 싶네요,3년 전
65,  안재민,0:29 목돌리기 시작 10초전11:33 경추가동술 운동 시작 10초전(수건),1년 전(수정됨)
66,  할라웨이,배드민턴을 많이쳐서 천장을 지속적으로 많이쳐다보게 되어 엑스레히상에서 목이 뒤로 젖혀져있는데 이땐 어떻게하는게 좋나요???,3년 전
67,  leoleoleo leo,"머리 돌릴때 어지럽고 약간 멀미느낌 나는데 계속 하니까 적응되는 것 같기도 하고, 이거 혹시 멀미 예방운동이 될까요? 만약 그렇다면 스포츠에도 도움이 될 듯해서요!",1년 전
68,  호옹이,"목돌리기 좌우 각 2번, 목꼬집 8초 좌우 2번, 겨집 40초, 우산 쭉쭉, 수건 목돌리기 30초 2세트, 우산 뒷 목 8개 2세트",1년 전
69,  태양이어멈,오늘 정형외과 갔더니 역c자래요 ㅋㅋㅋ 치료받으며 이거 같이 병행할 생각인데 오늘 한번 하고나서 정말 날아갈거같아요 고마워요 구독추천합니다,1년 전
70,  윤호두,승모근 비대칭 또는 불균형에 대해서도 알려주세여,3년 전
71,  쏘희,목이길어 슬픈 거북목 환잡니당!! 열심히 따라할게요~ 오늘오 잘보고 갑니당당!!,3년 전
72,  이성원,턱당기기 운동 한 이후 목 뒤에서 머리랑 이어지는 위쪽이 좀 아픈거 같은데 자세가 잘못되면 그런 증상이 생기나요?,3년 전
73,  유튜버의 삶,이영상보고 12주 따라했더니 거북목 풀렷읍니다...감사합니다 .,3년 전
74,  RPLC,거북목운동 영상이 엄청올라오는데 그만큼 중요한겁니다..,3년 전
75,  김동우,일자목 버전도 개정판 으로 만들어 주셨으면 좋겠어요!,3년 전
76,  윤슬,와 진짜 시원해요 오늘부터 매일매일 도전 !!!,2년 전
77,  일영무두리캠핑장 tv,"피지컬갤러리는 댓글 읽는게 킬링타임으로 쵝오예요앞으로도 유익하고, 재밌는 영상도 기대 할게요~~",3년 전
78,  금은별NARA,너무 좋은정보 감사드립니다 앞으로 꾸준히 잘 관리해야겠어요 좋아요 구독 남기고 갑니다!^,2년 전
79,  JW,와... 저 이거 하고 자고 일어났는데 정수리 땡기던 게 확 사라졌어요... 와............. 감사합니다 신세계를 경험햇어요,1년 전
80,  YH lee,"피갤 애청자이며 영상잘보고있습니다~거북목+경추디스크(5,6번) 환자로써 지나가다가 댓글남깁니다..운동만이 답입니다..저는 등운동 특히 풀업 꾸준히해오면서 상부등근육이 자리잡히니까 디스크증세는 거의없어졌습니다. 밀리터리프레스나 덤벨숄더프레스 같은건 환우분들에겐 특히 조심하시길..저는 중량치다가 디스크가 발병했거든요..(실패지점까지 끌어올리다가 갑자기 목뒤가 뻣뻣해짐과 동시에 고개를 돌리지못하고 누워도, 서있어도 미세한움직임에도 엄청난통증..그리고 팔저림증세, 날개뼈안쪽 통증 수반)혹시 도움이될까하는 마음에오지랖 부려봤습니다..",2년 전
81,  교수언니 윤 Dr Yoon,겨드랑이 가슴근육 자극할때 겨드랑이는 림프절이 있어서 최대한 살살 건드리는게 좋다고 들었는데 이렇게 막 당겨도 괜찮나요??,2년 전
82,  두더지,이거 따라해보니 목이 굉장히 시원하네요 ^~^,1년 전
83,  나도래모나,"설명없이 바로시작(막대봉, 수건 준비)00:40 목돌리기03:30 흉쇄유돌근 마사지06:05 소흉근 마사지09:20 전거근 운동11:40 경추가동술 운동14:50 턱당기기 운동",1년 전(수정됨)
84,  Beetz J,목에 담 걸린 것처럼 잘 안 돌아갔는데 하고 나니까 잘 돌아갑니다!,3년 전
85,  손승갓벽,거북목이 꽤 심해서 신경외과 가보니 세상에나 근육이 뭉쳐서 뼈까지 됐더라구요... ㄷㄷ 영상 올려주셔서 감사해요!!,2년 전
86,  plusplus,시작지점 체크0:41 3:32 6:08 9:20 11:45 14:51,2년 전
87,  Ff Dd,기가막히네요 정말 고맙습니다 덕분에 항상 목이 가벼워지고있어요 고맙습니다 ㅎㅎ %~,1년 전
88,  안준기,오늘 이상하게 풀업하면서 자세가 이상햇던건지 목 근육이 엄청 땡겻는데 이거 하고 나니 좀 좋아졋네요,3년 전
89,  나자신을사랑해,빡빡이오빠 승모근 개입 없이 상체운동 하는 방법 올려주실 수 있나요?? 여잔데 승모근이 너무 뭉쳐서 헬스장에서는 무조건 pt받으면서 하라고 안그럼 승모근 더 뭉친다고 하는데 아직 학생이라 부담스러워서요ㅜㅜㅜㅜ,3년 전
90,  o0 x,와 이거하니까 거짓말처럼 목이 안땡겨요 짱짱 너무 감사합니다,2년 전
91,  김운선,정말이지 빡빡이아저씨 응원 덕분에 게으른 저도 포기하지 않고 끝까지 따라하네여 평소에 운동할때 비지엠으로 쓰게 음원으로 내주세여,3년 전
92,  Beji,흉쇄유돌근 만져서 운동하라는데로 했더니 목이 제대로 돌아가짐... 효과 만점,2년 전
93,  최수연,오늘 하루차 입니당~!! 이거 다하고나니까 근육이 긴장이 풀렷는지 하품 5번했습니다..,3년 전
94,  양갱,매일 한 것 인증고등학생인데 책만 보고 사니까 목이 아프네요. 몇일 해봤는데 좀 나아지는게 확 느껴지더라고요. 급한 일 없다면 매일 했다고 댓글 남겨보도록 할게요. 나와의 약속!,3년 전
95,  김석현,목을 돌리고 자고 일어났더니 목이 돌아가지 않습니다..! 1년 지난 영상이지만 목 안돌아가는 상황에 대한 이야기도 부탁드려요!,1년 전
96,  이정선,일자목이라 교정해야지 해야지만하고항상 목이면 어깨가 피곤했는데 영상이 너무 좋아서구독하고갑니다♡♡♡매일해볼께요!! 꼭꼭!,3년 전
97,  오버맨,혹시 소흉근 풀어주는게 거북목이랑 두통이랑 어떤 연관이 있는지 설명 부탁 드려용ㅠㅠ,2년 전
98,  왜죠,ㄹㅇ 2일했는데 시원해짐 와 뭐지 ㅋㅋㅋㅋㅋㅋ,2년 전
99,  돌문어,고마워요. 무천도사 ㅠㅠ 거북이를 기르셔서 그런지 거북목에 대해 잘 아시네요! 자기 전에 했더니 피로가 말끔히 풀려서 잠이 안와요 >.<,3년 전
100,  CHN,흉쇄유돌근 미사지 8초씩 3세트 소흉근 40개씩 1세트 전거근 8개씩 2세트경추가동술 30초씩 2세트턱 당기기 운동 3초 8개씩 2세트,2년 전(수정됨)
101,  정승환 커버하기,계란형이 물리치료관점에서 잘알려주신듯해요 !! 굽은등만 펴줘도 정말 거북목 80프로 해결됩니다 ! 등운동 많이해야돼요,3년 전
102,  열정과긍정,김계란님 덕분에 목이 편해지고 있어요 힘내시고 고맙습니다,2년 전(수정됨)
103,  Joy럽럽,빡빡이님 치료 관련 질문이요! 제가 수험생활하면서 거북목이랑 척추측만이 좀 있는데요 이게 점점 어깨허리무릎까지 통증이 번지면사 아프더라구요 그래서 통증치료도 받고 교정도 하고 싶은데 병원에서는 목 아프다하면 목만 엑스레이찍고 물리치료하고 무릎도 같이 아프다하면 그제서야 엑스레이찍고 약주고 물리치료하고 끝이에요ㅜㅜ 뭔가 어떻게해야 치료를 하는지에 대한 종합적인 진단을 안 내려주고 그때그때 통증만 줄여주는 느낌?이라 너무 답답하네요 이런 경우에 어떤 식으로 치료+운동해야하는지 조언 좀 부탁드려요!!,3년 전
104,  김지민,마지막 당길때 어느정도 세기로 해야하나요?.. 적당히 쌔게 당기고있긴한데..,2년 전
105,  주임,빡빡이형 혹시 눈이 뻐근하고 잘 안또지는데 거북목이랑 연관이 많이 있나요???ㅜ 저는 항상 등근육과 허리 뒤가 멍들어 있는 느낌을 많이 받고 엄청 굳어 있어요 거북이 등껍질처럼,3년 전
106,  김민욱,척추전만증도 올려쥬세용 ㅜㅜ,3년 전
107,  빵둥이,역시 나만 그렇게 느낀게 아니었구나 자세 설명도 애매해서 내가 잘 하고 있는게 맞는지도 모르겠고 하고 나니까 오히려 더 아픈느낌 ㅠㅠ,2년 전
108,  밍지캘리그라피♡지우개스탬프,최고예용 ㅠㅜ요즘 두통도오고 엄청 찌푸등했눈데 이거보고 완전 많이풀렸나봐용 최고예용 감사합니다,8개월 전
109,  mnmnm,뽝뽝이아저씨 궁금한게 있습니다 중량을 많이 못치는 초보자가 스트렝스와 근비대를 나눌 필요가 있을까요? 그냥 증량에만 초점을 맞추면 안되나요? 데드랑 스쿼트 80 벤치 60드는데 스트렝스와 근비대를 나누기에는 너무 가벼운 무게가 아닐까하는 생각이 들어요 ㅠㅠ,3년 전
110,  5 a1234,죄송한데 제가 목이 좀 오른쪽으로 치우친것 같은데 그럴때는 어떤 운동해야하나요?,3년 전
111,  Sohn Son,쉬운 일자목 판단법 : 편한 자세에서 자신얼굴의 광대뼈가 가슴보다 앞쪽에 있으면 거북목입니다. 또한 평소 팔다리가 자주 저리면 거북목 의심해 봐야합니다.,3년 전
112,  현쭤리,항상 자다 일어나면 목이 안돌아갔는데 덕분에 지금 잘돌아가요,2년 전
113,  제갈창민,수건으로 하는 동작 진짜 좋네요. 목이 가벼워진 느낌ㅋㅋ매일 하고 자야겠음 ㅋㅋ,3년 전
114,  싱하TV,세트 다채우니까 좋네요,3년 전
115,  웅이,저 거북목에 일자목에... 도움 많이 되는것 같아요! 오늘부터 꼭 해야지! 감사합니다.  그런데 거북목이랑 일자목 2가지가 다 갖고 있으면 무엇부터 고쳐야 하나요?,3년 전
116,  운동남 - 운동하는 남자,유익한 영상 감사합니다,6일 전
117,  현,오늘하루 했는데도 개운하네요 ㄷㄷ,2년 전(수정됨)
118,  타스,감사합니다 되게 시원하네요,1년 전
119,  김기백,확실히 하고난후는 목땡기는 감각이 없어지고 부드러워지는데그 상태가 잠깐만  그러고 바로 원상복귀됨..,3년 전
120,  강수민,와미쳣다 나거북목 라운드숄더인데 엄청난개운함 요즘 운동영상찾아보면서해보는데 ㄹㅇ이다,1년 전(수정됨)
121,  지나,오 일자목인데도 아팟는데 진짜 좋은것같아요,3년 전
122,  소방관 유튜버 안전아 방가워,좋은정보 감사해요... 안그래도 목이 뻐근햇는데 ㅎㅎㅎ,3년 전
123,  안정숙,너무 좋네요  감사합니다,3년 전
124,  Hy J,소흉근 마사지 하다가 안쪽에 근육이 뭉친건지 뭔가 딴딴한게 만져지는데 이거 괜찮은 건가요?,2년 전
125,  김민호,마지막 수건은 진짜 좋네요 증말..,3년 전
126,  퉤퉤퉷,와진짜 목통증이 없어지네요.. 출근해서 앉아잇는 순간부터 너무너무 아파서 퇴사까지 고민하고 잇는데ㅠㅠ구세주 입니다.. 진짜 별거 아닌 동작이라 이게 효과가 잇나 의심햇는데 오늘 출근하고 알앗네요 효과짱니라는걸… 감사합니다ㅠㅠ 열심히 할게요!,5개월 전
127,  한지원,"나의 동기부여를 위한 댓글17:50에 나온 것처럼 한번 해보고 나니 목이 한결 가벼워짐을 느낀다!!매일 자기전에 1번씩하고, 턱밑살을 다 ㅃ버리자",1년 전
128,  JAE WON Kim,계속 미뤘는데 이제 본격적으로 여름방학 2달동안 해본다. 건강한 몸 만들어서 군대가기전 캐비함 가즈아!!!!!!!!!!!!7/12 O,2년 전
129,  민문,호흡도 안되고 거북목도 있고 등도 굽었는데 호흡교정을 먼저하는게 맞을까요? 두개 같이 해야할까요?,2년 전
130,  이태훈,영상처럼 흉쇄유돌근 찾아서 손으로 잡고 스트레칭 하려고하면 손에서 근육이 자꾸 빠져나가요 어떻게 하면 좋을까요?,3년 전
131,  장재희,일자목도 해주세요ㅠㅜ제발 ㅠㅠㅠㅠ 일자목뼈 사이사이 신경이 눌려서 진짜 너무너무 힘들어요ㅠㅠㅠㅠ 편두통 눈도 뻑뻑해요 제발 알려주세요ㅜㅜㅜㅠ,3년 전
132,  고아웃,개개인의 상태에 따라 다르겠지만 어떤이에게 목 돌리기는 동작은 목의 추골을 압박해서 신경을 조이기 때문에 목을 한층 더 불편하게 만들 수도 있습니다.,3년 전
133,  Hoon Lim,감사합니다 오늘부터 시작했으니 괜찮아질때까지 열심히 해보겠습니다.,2년 전
134,  SH B,"빡빡이형, 마지막 턱당기기 스트레칭할때 상부경추가 뻣뻣하면서도 두통이 동반되는 느낌인데.. 많이 안좋아서 그런건가요?",3년 전
135,  김애꾸,오! 감사합니다ㅋㅋㅋㅋㅋㅋ설명하시는거 항상 재밌음ㅋㅋ,3년 전
136,  이종희,감사합니다  최고입니다~,2년 전
137,  HD L,0:383:316:079:1911:4414:56,3년 전
138,  민트초콜렛,"뻥안치고 고개 뒤로 젖힐때 마다 뒷목 땡기듯 아팠는데, 어제 자기전에 목돌리기랑 수건가지고 턱 땡기기 20분 정도 했더니, 아픈게 사라짐...감사합니닷",3년 전
139,  Changkyu Lee,정말 정말 감사합니다ㅠㅠ,3년 전
140,  XXIThe world,영어자막 넣어주시면 정말 큰 도움이 될겁니다.,3년 전
141,  요나,며칠전부터 목이 뻣뻣했는데 수건운동 좋은것 같아요^^,2년 전
