,아이디,댓글 내용,댓글 시간
31,  황현진부인,학생이라 항상 책상에 앉아 같은 자세로 생활하다보니 목이랑 어깨 통증이 너무 심해졌어요 ㅠㅠ 스트레칭 첫번째꺼만 했는데도 시원하네요  앞으로 꾸준히 하겠습니다 감사해요,2년 전
32,  초코비원샷하기,시험준비하는 수험생인데 이거하는데 정말 시원해요!!!!!처음엔 진짜 제 어깨가 사람어깬지 고철덩어리 어깨인지 모를정도로 막 뚝뚝 소리도나고 아팠는데 무리하지않는 선에서 계속하다보니까 어깨도 편안해지고 좋아요~~자기전에 조금 짬내서 하기만 하면 되니까 가성비짱,1년 전
33,  유나연,약속대로 찾아왔습니다!하루의 대부분을 책상에서 보내다보니 무의식 중에 목이 굽어서 걱정이 많았는데 승모근 스트레칭 하니까 시원하네요!!잘하고 갑니당,1년 전
34,  이경아,저 이거 거의 한달가까이 운동 끝나고 계속 하는중인데 왼쪽 뭉쳐있는 딱딱한 승모근이 가라앉고 말랑해졌어요...ㅁㅊ 이건 혁명이에요 꾸준히 하면 아예 없어질 것 같다...땅끄부부님 감사합니다 진짜,1년 전
35,  binimini,9일동안 하루평균 두번씩운동한결과!가파르던 승모근이 완만해지고 어깨돌림이 편해졌어요 감사합니다 땅끄부부,1년 전(수정됨)
36,  Ahron Lee,결혼전에 승모근 없애려고 찾아보다 땅끄부부 알게되었는데요~ 진짜 이 승모근편은 레전드!! 결혼식때도 유용했는데 이제 육아하면서 뭉친 어깨 풀때 다시보네요 ㅋㅋㅋㅋ 땅끄부부 최고,11개월 전
37,  김송희,승모근 스트레칭 이거 진짜 꿀인거 같아요 !!! 목 자세 교정에도 좋고 무엇보다 2주째 틈틈히 꾸준히 하고있는데 승모근이 눈에 띄게 라인이 예뻐진게 보이네요 진짜 체고입니다 땅크부부...!!,4년 전
38,  Oos,고3 지나고 승모근이 솟아 올라서 필라테스 다니려다 영상 발견하고 어제부터 하는데 2번 했다고 승모근이 확 풀리네여간단하면서 효과 직방 너무 좋아요!,1년 전
39,  쏘주다리길어,손목 아픈게 어깨랑 등까지 올라와서 넘 힘들었는데 진짜 넘 시원해요.. 최고..,1년 전
40,  cb Kang,1000만뷰 축하드려요!!! 벌써 이 영상이 4년전 영상이라니 ㅜㅜ 제 승모근 없애 주셔서 진짜 감사드려요...!! ㅎㅎ,8개월 전
41,  Ry Kk,5.31 부터 시작1일차 : ️ _ 4세트(뭉쳐 있던 승모근과 어깨가 많이 풀린 게 느껴져요 :) )2일차: ️ _ 2세트(승모근이 오늘따라 정말 많이 뭉친 걸 느낄 수 있었고 통증이 평소보다 심했지만 스트레칭 함으로써 마사지 받은 듯한 기분)3일차: ️ _ 2세트(아마 팔뚝 운동 하고 와서 어제보다는 덜 힘들었지만 아직까진 변함없이 솟아있는 옷걸이형 모근 승을 보고 와서 그런가 .. 조금 기운 빠지지만 계속 하다보면 일자 어깨 되길 믿습니다..! 네 믿어요..)4일차: ️ _2세트(방금 운동을 마치고 거울을 봤는데 조금 사그라든 느낌이 드는데 기분탓이 아니길 바라며 )5일차:️_4세트(조금씩 옷걸이가 정리되는 듯한 ! 기분탓 일 수도 .. ㅎ 계속 아빠다리하구 앉아서 하는 운동만 찾아 했더니 무릎에서 우두둑 소리 나요ㅜㅜ 무릎 운동도 같이 병행해야겠어요 )6일차:7일차:8일차:,1년 전(수정됨)
42,"  Marry me, Dave",11/23 (화)11/24 (수)11/28 (일)다른 운동이랑 같이 한다고 여기 쓰는거 깜빡했는데 지금까지 꾸준히 하니까 어깨가 안 아파요제니 어깨 되는 그날까지 계속 할게요 지켜봐 주세요 땅끄부부님,1년 전(수정됨)
43,  임성혜,"아니..여러분 진짜 이 운동 꼭하세요.. 저 어깨 엄청 말려있었고 승모근 부자였는데.. 이 운동 시작하고 없던 쇄골이 생기고 점점 교정되어가는게 눈에 보여요ㅜㅠㅠ 주변에서도 어깨 예뻐졌다고 하더라구요 원래 운동 결심하면 딱 작심삼일인데 운동이 어렵지도 않아서 계속 따라하고 있어요.. 진짜 이렇게 단기간에 운동해서 효과본게 처음입니다ㅜㅠ 땅끄부부님 진짜진짜 감사해요ㅠㅠㅜㅠㅜㅠ+몇 달 쉬다가 다시 승모근이 산처럼 올라와서 다시하는 후기 안오면 불러주세요!3.24  오랜만에 해서 그런지 첫동작부터 너무 당겼다.나는 너무 작심삼일이다. 오늘부터 땅끄부부님 승모근, 앞쭉빠, 힙업, 복근 중 2개씩 돌아가면서 해야징1일째: 어깨가 매우 당긴다2일째:  어? 조금 괜찮은걸 !!",3년 전(수정됨)
44,  박지은,"예전에 하고 너무너무 효과 많이 봐서 2주 전부터 다시 꾸준히 하고 있습니당  일자 어깨 되고 있는 너낌,,",1년 전
45,  야볼펜나와,고3 수험생인데 이거 하기 전까지는 승모근도 심했고 어깨랑 목이 매일 진짜 뻐근했거든요 심지어 목에 담도 찐 잘 오는 편이였는데 드디어 광명을 찾은 기분이에요 겨울방학 때부터 생각날 때마다 하거나 자습할 때 뒤에서 할 수 있는 동작 몇 개 종종 해줬더니 뻐근함을 훨 덜었어요 최고...,1년 전
46,  이지혜,"재택하느라 출퇴근시 하던 걷기운동조차 안하게 되니 어깨/목 결림이 갈수록 심해져서 오전마다 하고있습니다. 평일 내내 2주째인데 저는 어깨도 좁고 묵은(?)승모근이라 그런지 눈에 띄는 변화는 없지만, 어깨가 확실히 가볍고 아침을 시작할때 머리가 맑아져요! 감사합니다^_^",1년 전
47,  어쩌라고요,처음 해봤는데 어깨 진짜 시원하고 가벼워져요!! 입학 일주일 남았지만.. 교복 예쁘게 입고 싶어요 꾸준히 할게요! 감사합니다,1년 전
48,  봄,"저는 어깨통증이 너무 심해서 땅끄부부 어깨 치니까 이 영상이 나와서 시작했는데, 일주일 이상 하니까 통증이 많이 사라졌어요!특히 넥 풀 대각선으로 당기는 동작은 진짜 제 어깨근육에 자극이 가는 게 느낌이 들어서 풀어지는 것 같구요! 물론 제대로 어깨근육이 풀리려면 전 꾸준히 몆 년 간은 해야 할 것 같지만, 일단은 어깨통증에서 벗어난 것만으로도 좋네요 감사해요ㅎㅎ",1년 전
49,  Hesper Jo,"이 스트레칭 진짜 좋아요!! 3주 전에 목이랑 어깨가 심하게 뭉쳐서 하루종일 머리가 깨질듯이 아픈게 3일정도 지속된 적이 있어요. 쉬어도 쉬어도 계속 아파서 속는셈(?)치고 매일 승모근 스트레칭 했는데, 정확히 스트레칭 3일차 되는 날 두통이 씻은듯이 사라졌어요!! 그리고 3주가 지난 지금도 매일매일 스트레칭 해주는데 근육이 많이 부드러워졌어요!! 진짜 이 스트레칭 올려주셔서 감사해요ㅠㅠㅠㅠ",3년 전
50,  히햐니,항상어깨가 뻐근했었는데 이 스트레칭 따라했더니 뻐근한게 많이 좋아졌어요!!감사합니다,1년 전
51,  쏘렵지,"어제부터 땅끄부부 영상 세개 보면서 따라하기 시작했어요! 목표는 복근 만들기, 승모근 없애기, 얼굴 마사지! 꼭 꾸준히 해서 효과 보고 후기 남길게요!!",1년 전
52,  도개무,"저 두달동안 꾸준히 했더니 정말 어깨라인이 예뻐졌어요!!!!!!! 굽고, 넓고, 산처럼 솟았었는데 서서히 변화되는 게 느껴져요!!! 넘 감사합니당 ㅠㅠㅠㅠㅠㅠㅠ 근데 승모근상부? 목 바로 아랫부분은 내려가질않네용ㅠㅠ 그래두 많이 예뻐져서 기분 넘 조아요ㅠㅠ",9개월 전
53,  박루시,아니 세상에나 등굽고 어깨 말려있어서 의심반으로 시작했는데 너무 쉽고 간단한거라 계속 의심하면서 하고 보니깐 어깨 쫙펴져있고 너무 시원해요!!!,1년 전
54,  이지혜,"매일 아침 한번씩 한지 한달됐습니다. 2주차 까지는 변화를 모르겠었는데, 한달 되니 정말로 승모근이 줄었어요!! 승모근때문에 입으면 누추해보이던 가디건이 좀 더 잘 어울립니다. 눈에 보여요.어렵지도, 복잡하지도, 오래걸리는 운동도 아닌데 한달만에 이런 효과를 볼수있다니 갬동적입니다ㅠㅠ1. 귀차니즘 말기 환자도 부담없이 하기 매우 좋음2. 실제 운동시간이 딱 5분이고 땀도 안나서 아침마다 할수있음3. 승모가 줄어드는 효과는 사람마다 다르겠지만, 일단 머리에 피가 돌고 맑아짐이 세가지 만으로도  최고의 승모근 스트레칭 영상이라고 생각합니다.그리고 어좁+굽은 어깨+승모근으로 고통받던 저의 개인적인 생각으로는이런  스트레칭은 국지적인 변화만 오기 때문에 아래 세가지를 병행하면 전체적인 자세가 보기 좋아지는것같아요. (틀린것 있으면 지적해주세욧)1. 굽은 어깨를 펴주기 위한 등/날개뼈??쪽 근육 강화 (벽에 대고 팔굽혀펴기 등)2. 허리가 힘없이 굽지 않게 하기 위한 코어운동3. 해당 영상 같은 승모근 스트레칭저는 지금 3번만 하고있지만..^^저와같이 뭔가 빈곤해보이는 어깨를 가진 분들께 도움이 되었으면 하네여! 앞으로도 매일 할게요 고마워요 땅끄부부!",1년 전
55,  조성주,따라한지 1주일하고 반? 지난 것 같은데 정말 거울을 볼때마다 어깨라인과 쇄골라인이 예뻐졌다고 느껴져요ㅠㅠ 원래 거북목이라서 등이 굽어있었는데 기분 탓 인지는 모르겠지만 등도 펴진 것 같고 예쁜 직각어깨가 되어 가고 있는 것 같아요! 쇄골도 일자로 예쁘게 자리 잡히는 기분도? ㅎㅎ 여러분 꼭 따라하세요!!!!!,3년 전
56,  김혜진,사무실에서 잠깐 했었는데 정말 좋네요. 이런 사무실에서 점심 먹고 간단히 의자에서 앉아서 할 수 있는 영상들이 많이 있었으면 좋겠어요. ^^,1년 전
57,  징니._.,초딩때부터 잘못된 자세로 승모근 딴딴했는데 이거 일주일 하니까 승모근부분이 말랑말랑해지고 풀렸어요ㅠㅠ감사합니다!!,1년 전
58,  서아,거북목이랑 승모근 때문에 시술 알아보다가 운동도 좋을 거 같아서 유튜브에 치니깐 바로 나오는 땅끄부부님 영상들 !!  후기가 다들 좋으셔서 저도 열심히 해서 승모근이랑 거북목 없애고 이쁜 옷들 많이 입고 싶어요 ㅠㅠ 오늘부터 한달동안 열심히 해보고 후기 들고 올게요 ️ 오늘부터 1일차 ..,5개월 전
59,  cinnamonbreeze,"(4일째)입시 끝난 고3입니다- 아침저녁으로 꾸준히 했는데... 최근 자동차 사고 나서 목을 뒤로 젖힐때 너무 아프고, 계속 책상에 앉아있느라 더북목 되기 직전까지 가고 해서 맨날 파스 붙이고 다녔는데 점점 풀리는게 느꺼지네요 ㅠㅠ매일 하면 효과 진짜 있습니다 같이 화이팅해요!!",1년 전
60,  이지유,"여러분 꼭하세요! 저는 거의 한달 다 되었구요, 하루에 2번씩 하려고 했고 못한날은 그래도 동작 조금 따라해줬습니다. 시작하기전에 뭉쳐있어서 늘 아팠던 승모근 부분이 이젠 가벼워요 ㅠㅠ 어깨라인 완전 예뻐졌고 태생적으로 승모근이 많아서 막 드라마틱한 직각어깨는 아니지만 이제 딱 붙는 티셔츠 입어도 이쁜 라인이 되었어요. 간단한 동작이니까 제발 매일 하고 가세요 보장할게요! 땅끄부부님들(?) 이런 좋은 영상들 많이 만들어주셔서 감사합니다 ㅠㅠ - 지금까지 총 6kg 빠진 다이어터 올림",1년 전(수정됨)
61,  minjoo,"한달 조금 넘게 아침 저녁으로 꾸준히 생각날 때마다 해주고 있습니다. 제가 승모근 짱짱걸+만년 어깨 결림과 통증, 목까지 쉽게 피로를 느끼는 사람이었는데요. 시작하고 1-2주부터 눈에 띌 정도로 승모근도 줄고 어깨가 가벼워졌어요! 자기 전에 어깨 피로 때문에 자주 밤잠을 설쳤는데 한달이 지난 지금은 그런 거 거의 못느끼고. 아침에 눈 떴을 때도 어깨 주변이 전부 가벼워요! 승모근 거짓말 안하고 반토막이 난 것 같아요ㅎㅎ 친구들이 제 어깨만 만지면 돌덩이라고 난리였는데 최근에 만났을 때는 말랑말랑해졌다며 신기해 하더라구요ㅋㅋㅋㅋㅋㅋㅋ 땅끄부부 영상보면서, 집에서도 운동을 꾸준히 할 수 있는 습관을 들일 수 있었고. 정말 주인 잘못 만났던 몸도 건강에 가까워지고 있네요. 영상 감사드리고, 매번 두분의 밝은 기운을 받아갑니다! 건강유의하시고 앞으로도 잘부탁드립니당",2년 전(수정됨)
62,  두둥,오늘은 잔잔하게 상체 운동을 따라해보았습니다. ㅎㅎ 다리 하는거에 비해서 스트레칭이라 그런지 확실히 쉽고 쉬어가는 느낌이네요 ㅎㅎ,1년 전
63,  Bas A,매일매일 하지는 못하고 일주일에 3-4번 정도 하는데도 효과가 좋아요!!!️,9개월 전
64,  박성빈,매일 하고 후기 남길게요! 이제 3일차인데 할때마다 너무 시원해요ㅎㅎ 볼록 동그랗게 솟은 승모근이 컴플렉스인데 계속 따라해서 이번 여름엔 꼭 오프숄더 입고싶네요3.93.103.113.12,8개월 전(수정됨)
65,  이얏호,"제가 6개월 동안 어깨가 아픈날 빼고는 빠짐없이 매일 이 운동을 해봤습니다!친구가 저보고 승모근 쩐다는 말에 충격받아 그날부터 바로 이 운동을 해봤는데 확실히 승모근이 없어졌어요️원래 일자 어깨가 아니라 예쁜어깨는 아니지만 이제 승모근 쩐다는 말은 안들어요나태하고 게으른 제가 하루도 빠짐없이 이 운동을 하는 이유는 뭔가 이 운동을 하루라도 안하면 다시 승모근 생길것 같고, 뭔가 죄지은 느낌이 들어서 자기전 스트레칭으로 하고 잡니다!당장은 승모근이 없어졌는지 의심하지만 이 운동 진심 효과 있는것 같아요! 저와 같이 승모근이 스트레스이신 분들은 이 운동 정말 추천합니다승모근 없애주셔서 너무너무너무 감사해요 땅끄뷰뷰님",10개월 전
66,  행복한71억,요즘 재택근무한다고 어깨가 다시 안좋아졌어요 하루에 두번씩 할게요! 00:52아침 저녁8월 1주차8/5  8월 2주차8/13 8/148/15,1년 전(수정됨)
67,  A a,와ㅠㅠㅠㅠ 진짜 저한테 필요한 운동이였는데 ㅠㅠ 팔뚝은 빠졌어도 송모근때문에.. 열심히 하겠습니다 땅끄부부님 올려주셔서 감사해요!!!,4년 전
68,  ㅋㅋ,겨울에 패딩 너무 무거워서 어깨가 많이 가라앉고 통증이 심했는데 이거 하고 나서 엄청 가볍고 좋아졌어용 ఇ ఇ 감사합니댱 ㅠㅠ,1년 전
69,  랄리랑룰루,한 달도 안 했는데 승모근 진짜 눈에 띄게 사라졌어요ㅠ 감사합니다ㅎㅎ,1년 전
70,  qwer,아침 승모근스트레칭은 몸을 정말 가볍게 해줍니다감사합니다 ,1년 전
71,  아더,바르지 못한 자세로 시달리던 만성 승모근 통증과 옷걸이가 따로 없었던 승모근 모양이 불과 일주일만에 많이 개선되었습니다.평소에도 땅끄부부님 운동을 즐겨하는 사람입니다.여자로서 항상 승모근이 스트레스였던 저는 후기가 좋은 승모근 스트레칭 영상을 저번주 월요일부터 일요일까지 딱 일주일 따라해보았습니다.제가 이 영상을 왜 진작부터 따라하지 않았을까요..제가 이 영상을 왜 결혼 전에 따라하지않았을까요..미리 알고 따라했더라면어깨가 드러나는 드레스 입었을때도 산처럼 솟은 옷걸이 모양 승모근으로 결혼식을 올리진 않았을텐데 말이죠ㅠㅠ(저희 엄마가 결혼식 끝나고 사진 보시면 제 승모근밖에 안보인다고..)저는 목에서 승모근이 시작되는 지점이 비대칭인데다가 평소에 자세도 바른 편이 아니고 책상에 앉아 있는 시간이 많다보니자연스레 승모근은 솟아나고 통증은 더해져만 갔습니다.이 승모근 스트레칭을 하루에 오전/저녁 1번씩 총 2번 해주었더니 어깨라인이 정말 많이 달라졌고 쇄골도 일자쇄골로 변하고 있어요!!진짜 신기합니다.시간도 오래 걸리지 않고 간단한 스트레칭만으로도 이렇게 변할 수 있다는게....앞으로도 꾸준히 따라하겠습니다.정말 감사해요 땅끄부부‍️‍,1년 전
72,  Thanks,세달째 아침마다 하는 중 입니다! 영상이 짧아서 부담도 안되고 효과는 만점이라 정말 만족하고 있습니다 >____< 추천이요!!!!,1년 전
73,  태형군,엄마가 맨날 허리 좀 피라고하셔서 나름대로 열심히 어깨피고 있는데 습관적으로 자꾸 구부리고 있더라구요 그래서 이 영상을 찾아보게 되었는데 정말 도움 많이 됐습니다! 하루에 한두번씩은 이 영상보면서 열심히 따라하고있어요!,2년 전
74,  켈로그,하고나면 확실히 승모근쪽이 시원해지는 느낌이예요 . 웨딩 디데이 이주 남았는데 열심히해볼게요 ️ 감사합니다,1년 전
75,  오리,오늘부터 다이어트 시작합니다!다이어트 일지2/28: 69kg운동 : all clear!- 예쁜 일자어깨 승모근 스트레칭 BEST3 (완료!)- 상체 다이어트 최고의 운동 BEST (완료!)- 하체비만 11자 다리 최고의 운동 (완료!)- 허벅지 안쪽살 최고의 운동 (완료!)- 11자 복근 복부 최고의 운동 (완료!)- 날씬바디 붓기제거 전신 스트레칭 (완료!)식단: perfect!저녁: 양배추,1년 전(수정됨)
76,  이수민,이거 3일째인데도 효과가 바로 눈에 보여요ㅠ 최고! 어깨 걸림도 마니 나아졌어요,1년 전
77,  송챈,이거 효과짱이예요!! 승모근뿐만아니라 꾸준히했더니 목살이랑 어깨선 라인이 진짜 예뻐졌어요,1년 전(수정됨)
