,아이디,댓글 내용,댓글 시간
25,  ㅇㅈㅎ,와 진짜 거북목 심했는데 진짜 펴졌어요 원래 이러는지 모르겠는데 이거 하면 처음엔 불편한데 파스 붙인거처럼 목 뒤 근육이 엄청 시원해요 꾸준히 해봐야겠어요,3년 전
26,  집중력트레이너 FocusTrainer,거북목이 너무 심해서 걱정이었는데 한번 도전해봐야겠어요! 감사합니다:),2년 전
27,  김서기,방법도 쉽고 지금해보니 엄청 시원하네요..,1년 전
28,  최종원,시작전의 나 : 2분남짓한 이게 뭐라고...ㅋㅋㅋ2분후의 나 : 와...수많은 거북목 유튜브중에 원탑입니다...원리는 모르겠지만 선생님...건강하게 오래오래사시면서 행복하실거에오...이 영상을 부디 많은 분들이 볼 수 있길..,1년 전
29,  화양연화,좋은 운동 알았네요. 평소  수영을 해두어서 그런지 두번 했는데도 배와 허리 힘이들어가고 가슴이 펴지네요 목은 살짝 세워지고 감사합니다.,1년 전
30,  뀨우,정말 고맙습니다 선생님,3년 전
31,  SYG,밤에 누울때도 거북목때문에 힘들었는데 ㅠㅠㅠ 이거 따라하고나니 시원해서 편하게 잘 것 같아요  ㅠㅠㅠㅠ 감사합니다혹시 거북목을 위한 배게 추천해주실만한것도 있을까요???,3년 전
32,  몽글몽글,안그래도 사회 생활 하면서 학생때도 없던 거북목 증상이 생겼더라구요 ㅜㅠ 그래서 병원에 가야하나 했는데 이런 귀한 치료방법 알려주셔서 감사합니다 ㅜㅠ,3년 전
33,  부엉,등산하다가 목이 삐끗했다 해야하나 뻐근하다 해야하나 통증이 안낫고 있었는데 이거 한번 하니깐 바로 낫네요 감사합니다 ㅜㅜ,3년 전
34,  웃으면 복이와요,이 영상 저희 엄마한테 제가 배워서 알려드렸는데 자세도 너무 좋아지셨고 자세가 좋아지셔서 그런지 상체 순환이 되셔서 부종과 살도 빠지시고 라인도 생기셨어요 ... (식이조절은 좀 하셨고 따로 운동은 안하셨어요),2년 전
35,  할수있다,감사합니다. 일자목으로 시행3일차인데 이제 감~잡아가네요효과 꼭 보기를 기대하고 있어요감사하는 마음으로 구독좋아요 누르고갑니다.,1년 전(수정됨)
36,  Constantine,와 진짜네요 ㅎㄸ 방금 5초씩 두번했는데 효과 바로 나타나네요 ㅋㅋ 꾸준히 해야겠어요,3년 전
37,  박예지,이거 효과 대박이네요 진짜..... 감사합니다 ㅜㅜㅜㅜ 근데 운동은 하루에 몇분 씩 하면 좋을까요???,11개월 전
38,  ᄀᄌᄋ,굉장한 거북목인데 너무 감사드립니다1일째인데 벌써 많이 펴졌어요ㅜㅡ,3년 전
39,  oidijk,제가 본 거북목 교정중에 제일 효과있는것 같아요 감사합니다...,2년 전
40,  ment install,충격적이에요... 한번했는데 뒷 목근육이 확 잡아 당겨주는 느낌이네요... 정말 유튜브에 모든 운동을 다해봤다고 할 수 있는데 이게 제일 느낌이 좋아요.,1년 전(수정됨)
41,  가과,"선생님, 질문있어요이 운동을 통해 거북목이 좋아진 다음에이후에 유지 차원에서는 하루에 얼마나 해주면 될까요?",10개월 전(수정됨)
42,  초코라떼초코맛,감사합니다. 효과 너무 쩌네요. 거북목이 심해서 목뒤뼈가 심하게 튀어나왔었는데 많이  나아졋습니다.,2년 전
43,  윈jw,좋은팁 감사합니다.,3년 전
44,  min zuno,꾸준히 하고있습니다 흉쇄유돌근 쪽이 너무 부었다가 지금은 꾸준하게 이운동과 라운드 숄더 운동 스트레칭을 변행하는데요! 지금은 판상근? 뒷 옆쪽 근육이 뻐근한데 계속해도될까요?,1년 전(수정됨)
45,  귄펭,데드리프트 들어올릴때  요추전만 방지하려는 그 힘 유지하면서 버티면 되나요?,8개월 전
46,  Insang Yoon,원래 그냥 평소에 서잇을때도 날개뼈 사이가 어느정도 모아져있어야하는건가요?,3년 전
47,  얌그래,선생님 좋은 영상 감사드립니다. 날개뼈사이의 근육이 잘 닿게 하라고 하셨는데 어깨를 쭉 땡겨서 날개뼈끼리 만나게 하는 느낌을 말씀하시는 건가요? 꾸준히 해보겠습니다~~!,3년 전
48,  뚝딱,꾸준히 하면 유지될까요??이거 진짜 대박이여서 틈날때마다 하는데 벽에서 딱 때면 느낌이 너무 신세계에요ㅠㅠ김사합니다!,3년 전(수정됨)
49,  myooae K.,일자목 있는데 혹시 안면욱신거림도 동반될 수 있나요? 운동시 등 뗄때 머리뒷쪽만 벽에 지지되어있는 상태인거죠? 하고나니까 팔손저림도 약간 오는데 정상인가요? 제대로 하는거라면 열심히 해보겠습니다 감사합니다!,9개월 전(수정됨)
50,  213b,목이랑 견갑골 사이 근육에는 힘이 들어가는게 약간 느껴지는데 엉덩ㅇ에는 힘이 안들어오는거 같습니다.하루에 몇번씩 몇세트로 해주는게 좋은지 궁금합니다,1년 전
51,  데이,거북목 때문에 2중턱이 많이 있는데ㅠㅠ 이 운동 열심히 해봐야겠어요ㅠㅠ,2년 전
52,  ભઅુ?ヲヲヲ,따라했는데 엄청 시원하네요....  날개뼈쪽이  안좋은데 일시적이겠지만 등이 펴진 느낌이에요ㅋㅋ 병원에서도 별 치료방법없이 물리치료랑 꾸준한 스트레칭해야한다고 했는데 이거 꾸준히 해야겠어요 ㅋ,3년 전
53,  Hyungsup Kim,직접 하기 전엔 뭐 저런게 효과가 있겠어 하는데와.....고개가 그냥 자연스럽게 들어지네요 ㅎㅎ감사합니다!!!,1년 전
54,  JHD,와 잠깐 해봤는데 이렇게 효과 좋을 줄이야 ㅋㅋㅋㅋ,2년 전
55,  a y,감사합니다 열심히 해볼게요!,2년 전
56,  coco,목 뒤쪽 근육과 척추에 자극이 오기보다 턱 앞쪽 턱살이 접히면서 턱 앞쪽으로 오는 부담이 커요ㅠㅠ 뭐가 잘못된걸까요?,2년 전
57,"  바른생활,마일로",이제껏 시도해본것중 가장 간단하고 따라하기쉽네요 굿,3년 전
58,  asdasd asd,5초하고 벽에 다시 등 붙일때 몇초 쉬어야하나요?,1년 전
59,  JY Y,"왼쪽 라운드숄더, 일자목이 있었는데 왼쪽 견갑뒷근육이 엉청 땡기네요 일주일째인데 효과가 있었습니다",2년 전(수정됨)
60,  Yan Kim,효과 진짜 좋네요..,3년 전
61,  ted lee,미쵸따 겁나 시원하기까지 해요 오늘 첨 해봤는데 꾸준히 해야겠어요! 제가 목에 담이 엄청 자주 오는데(운동을 조금만 무리해도 담이 옵니다. 직업상 컴퓨터 하는 일이 굉장히 많습니다.) 어떤 요인들이 있을까요,2년 전
62,  문채원,에이 하면서 5번 따라했는데 바로 펴져서 당황.. 선생님 들숨에 재력을 날숨에 건강을 얻으시길..,1년 전
63,  야옹이,직업특성상 고개를 푹숙일때가 많았어서 통증이 진짜 심했고 잠도 못잘정도였는데 효과 대박이네요 쉬는시간에 짧게 틈틈히 해도 교정 효과가 있을까요? 그리고 견갑골 근육이 땅기는 느낌은 안나요 ㅠㅠ 왜일까요 ㅠ,1년 전
64,  _코네,대박입니다... 이거 한 번만 해도 효과가 나옴,3년 전
65,  a bc,다시 등에 기댈때는 몇초 동안 유지하나요?등 붙이고 한 2초만에 다시 떼나요?,2년 전
66,  윤세환,빠르고 정확하게 알려주시네요 한국인이 이영상을 좋아합니다,3년 전
67,  JY J,정말 고맙습니다!,3년 전
68,  통후추,해보니까 목부터 날개뼈가 있는 척추쪽까지 척추를 지지하는 뒷 근육들에 힘이 들어가구요 하고나면 그 근육들이 수축이 되면서 쫙 말려들어가는 느낌이 나요. 앞으로 나온 거북 목이 근육이 수축되면서 뒤로 쑥 들어가는 느낌이 나면서 되게 시원해요.  싱기방기ㅋ 근데 일자목도 이 운동이 되움이 되는건지 궁금하네요,4년 전(수정됨)
69,  배을선,좋은 정보 감사드립니다,1년 전
70,  曺秀侒,와 이거 뭐죠 고질적인 통증이 사라지고 있어요아직 불편감은 있지만 그래도 너무 좋은 운동이네요 감사함다!,1년 전
71,  TC K,한시간에 15만원 주고 재활치료 받고 있는데 이 간단한 동작보다 못하네요....사랑합니다 원장님,1년 전
72,  (주)다올메디칼,"요약하자면 스트레칭,근력강화운동을 해주어야 한다는거죠. 근데 문제는 다이어트처럼 꾸준히 해주어야 한다는 것 입니다.그렇지 않으면 수년간 유지해온 자세가 원래로 돌아가려는게 자연의 이치아닐까요?  화이팅!!!!",4년 전
73,  예진,우와 너무 시원하고 진짜 바로잡아주는느낌이에여,3년 전
74,  a bc,선생님 매일 잘 따라하고 있습니다! 궁금한게 있는데 상체를 들고 목으로만 고정할때 골반이나 어깨가 한쪽으로 기울어지는데 이런자세는 잘못된거죠?!,1년 전
75,  닥터코넬in대구,"굿라이프 자주 보다가 원장님의 채널 들어오게 되었는데, 너무 좋은 영상입니다. 강추합니다",1년 전
76,  Zeus,서서도 해보고 앉아서 같은 원리로 해봤는데같은 효과가 있는거 같은데 맞나요?앉아서 해도 목이 지탱하는 근육을 쓰는게 느껴져요진짜 뒷 목에 근육을 사용해서 그런가 시원하네요,1년 전
77,  seonghee yu,역c자목도 해도 되나요? 역c자목을 위한 운동 스트레칭 영상도 부탁드립니다,2년 전
78,  xxx,와 종아리 허리 등 목 다 아프네요.. 뭔가 다 교정되는 기분 목이 되게 쉬원합니다..대박...,1년 전
79,  유리도 못말려,안녕하세요 좋은 영상 감사합니다.제가 영상을 따라해보니 목 뒤가 몇 시간째 뻐근거리듯이 아픈데 괜찮은 건가요?,1년 전
80,  xxx,와우 고개를 앞으로 숙이는데 유연해졌어요!!!,1년 전
81,  뇨뇨🐰,뭔가 등에 잡히는 느낌이 드네요!! 감사합니다근ㄷㅔ 벽에서 등을 떼기 전에 엉덩이에 힘 주라고 하셨는데 힘이 안 들어가네요ㅠㅠㅠ,1년 전
82,  초코Mint,어깨랑 목 뒷쪽 너무 시원하네요 일분만 하고 있어도 시원하게 풀리는 듯,1년 전
83,  배띠용,목뒷부분만 닿고있어야하는건가요 아니면 등뒤에 날개뼈도 닿아야하나요?,1년 전
84,  Kiniiorz,와 최고네요~다른 영상들은 주구장창 헛소리로 시간때우는데 아주 알짜배기 영상입니다.감사합니다,1년 전
85,  돌핀,하루에 몇번씩 한번에 몇분정도 할까요?,1년 전
86,  안녕,이 운동 5분씩 해주고 있는데 하고 나서 목 뒤쪽이랑 어깨가 되게 땡기는데 제가 잘 하고 있는 건지 궁금합니다 !! 그리구 목은 일자로 돼있어야 좋은 건가요?,1년 전
87,  레미도,꾸준히 하면 완전히 교정될 수 있나요??,3년 전
88,  Queen Yami,몇가지 질문이 있습니다날개뼈 사이의 근육이 잘 닿게 라는게 뭔지 모르겠습니다...벽에 붙은 상태로 날개뼈를 최대한 모으고 어깨를 내리라는 말인가요??아니면 날개뼈를 벌려서 등 가운데를 밀착시켜야 하는 건가요??좋은 영상 너무 감사드립니다.,1년 전
89,  성욱,하루에 3분만 하면 효과 없을까요?? 몇 분 정도하는게 효과가 좋을까요?,1년 전
90,  dogrider,이거 찐이다....하루에 두세번 시간날때마다 해봤는데 후두통이 거의 없어졌다....,1년 전
91,  쪼꼬만,선생님 벽에 기댈 때 뒷통수쪽을 기대나요?아니면 정수리쪽을 기대야 하나요?,1년 전
92,  훅훅,"거북목 일자목으로 등과 목, 어깨까지 통증이 있는데 이 운동 꾸준히 하면 통증완화에 효과 있을까요?ㅠ",2년 전
93,  Jesus_X,하루에 몇번씩 계속해도 되나요???,1년 전
94,  밝은지민,거북목을 교정하는데 도움이 많이되나요?,3년 전
95,  낯선곳 같은달 Darl TV,쌤 이거 할 때 턱을 들고 하는 건지 뒤로 땡기는 건지ㅜㅜ 뒷 목을 늘리고 하는건지 전반적으로 똑바로 서면서 늘리는 건지모르겠어요 흑흑,1년 전
96,  KOFINISH,컴퓨터 할때 자세가 워낙안좋아 거북목이 됬는데 일시적이지만 쫙 펴지네요 자주 하면 효과 좋을것같습니다 감사합니다,3년 전
97,  깝깝,다른 홈트(수건깔고 하기나 수건 목에 걸고 위로 당기기 등)보다 이게 더 좋음아침 퇴근 자기전 3번하니 통증 확연히 줄어듬,2년 전
98,  새벽밥TV,좋은 정보네요.~저도 몸 좀 신경쓰고 살아야겄어요~,3년 전
99,  Happy always,좋은 영상 감사합니다.! 영상초반에 순간적으로 거북목을 개선해주는 운동이라고 말씀해주셨는데지속적으로 영상을 보고 따라하면  거북목 교정이 가능 할까요?아 참 20회정도 하라고 댓글 남겨주신거 봤는데 시간 남는데로 더 해도 괜찮은거죠??그리고 https://www.youtube.com/watch?v=CzfLDLR75xg&feature=youtu.behttps://www.youtube.com/watch?v=MnIBNlZLeZA&feature=youtu.be위 두개의 영상들도 보게 되었는데 총 3개 영상에 나온것들 자주자주 따라하면 교정이 될수 있는지 궁금합니다,2년 전(수정됨)
100,  라노,증상이 좀 완화되신 분들은여기서 앞뒤로 천천히 반복해 주시면근력운동이 됩니다.제가 이 영상을 보고 그렇게 몇달째 하고 있는데 목 뒤에 근육이 생겨서 목의 통증은 사라졌고 거북목도 엄청 좋아졌습니다.,1년 전
101,  kim ck,못보던 운동법이네요 해봐야겠어요.,4년 전
102,  성이른,와 대박이다ㅋㅋㅋ 근데 이거 할 때 목 뒤가 땡기는게 정상인가요? 목 뒤 근육이라고 해야되나 약간 아프긴한데,2년 전
103,  묘묘,많은 영상 찾아봣지만 이게 효과젤좋네요 끝나고나면 자세가 너무 발라서 감격스러움 ㅜㅜ 한달정도한거같은데 체크하기 위해 남길게요 ㅎㅎ2/ 일요일2/19수요일 2/23 일요일 ️ 밤늦게지만 화이팅 ㅎㅎ3/23/6금,2년 전(수정됨)
104,  Yeosh,대박 이거 딱 5초하는게 다른거 10번 하는거보다 효과 직빵이네요,5개월 전
105,  다이어트는여기서,거북목과 등이 굽어서 이 영상을 찾아봤어요 1년정도 계속 거북목과 등을 계속 그대로 놔둬서 점점 불펴해지는 것 같고 눈치도 보여요 이 운동을 하면 효과가 있을까요?ㅜ그리고 어깨를 대면 가슴쪽?이 계속 튀어나오네요 아직 어린데 너무 걱정되요.,2년 전(수정됨)
106,  Evan Kim,궁금한게 있는데요. 벽대기하면 어떤 효과가 있나요? 거북목이나 치아교정효과 혹시 있나요?,3년 전
107,  김주남,감사합니다^^ 복받으실거에요~~,2년 전
108,  김유리,하고 난 다음 떼봤는데 느낌이 싹 달라서 놀랐어요ㅠㅠ,3년 전
109,  볼탱탱탱,헐 신기하다 뭔가 벽에 때고나서도 저자세 유지되는느낌,1년 전
110,  lee리홍,감사합니다.오십견 치료에 도움이되는 자세도 부탁드립니다,3년 전
111,  박대웅,원장님 제가 역c자목인데 성인 남성이고 6~8개월정도 마다 턱 보톡스를 맞아오고 있는데 턱 보톡스가 역c자목에 영향이 미치나요!? 답변해주시면 감사하겠습니다!,1년 전
112,  플래쉬맨,바로 해봤는데 와 장난아니다. 폼롤러 보다 낫네요. 구독 누르고 갑니다.,3년 전(수정됨)
113,  재요이,"선생님께서 가르쳐주신 동작을 하니 확실히 나아짐을 느끼는데요 평소 제가 일자목과 함께 등통증. 특히 오른쪽 능형근쪽과 날개뼈 쪽에야구공이 끼어있는 듯한 묵직한 통증이 있습니다.그런데 가르쳐주신 자세를 하면 통증부위가 확실하게 느껴지면서오른손의 엄지,집게,중지 이렇게 세 손가락이 저릿저릿한데요 이유가 무엇일까요...혹시 전문적 치료를 받으려면 어느병원으로 가야하나요?? 정형외과를 가면 되는건가요??",2년 전
114,  J테,허리가 벽에안붙고 떨어져있는데 문제있는건가요ㅠㅠ,2년 전
115,  굼이,와아아아우 대박 억지로 힘들게 당기던 목이 이 동작 하고나니 힘을 주지않아도 자연스럽게 뒤로 가 있네요 좀찾아볼껄 머리가 시원해요 오오,4개월 전
116,  배배뱁,허어억 저 진짜 측만증이랑 목디스크 너무 심해서 거의 종일 아파서 너무 힘들었는데ㅠㅠ이거 해보니까 통증 바로 완화됐어요 광명 찾았어요...감사합니다ㅠㅠㅠㅠㅠㅠ,2년 전
117,  asdasd asd,몇세트 해야되나요? 그리고 세트사이에 몇초정도 쉬는게 좋을지,1년 전
118,  날다,"1. 일자목도 효과가 있나요.???2. 이거 어깨도 뜨는건가요???3. 뒷목뒤통수만 벽에,대고 있어야하나요?? 어깨도 붙여야 하나요?",1년 전
119,  박성국,선생님 목디스크에도 괜찮으까요목디스크쪽에 압력이 가해질듯 해서요~~;;좋은영상  감사합니다~,9개월 전
120,  혼낚,고맙습니다 당장해보니좋네요 이놈의거북목ㅠㅠ 현대인의고질병... 틈틈히해서 고쳐야징...,3년 전
121,  ᄋᄋᄋ,하루에 몇번정도 해야 적당하나요?,1년 전
122,  앵록,등을 떼면 뒷통수만이 벽에닿고 뒤통수만으로 지탱해야하는건가요?,2년 전
123,  조선미,좋은정보 감사합니다  공유합니다,2년 전
124,  D W,저 질문이 있는데요..벽에 닿는 뒷통수가 평평하지않고 비대칭이라서요..왼쪽이 오른쪽보다 더 튀어나온 뒤통수인데 머리를 최대한 정면으로 본다고 의식하고 해줘도 될까요? 아니면 저는 안하는게 나을까요,2년 전
125,  책보요여,와 효과 굿 ,1년 전
126,  d d,이거 대박ㅠ 하자마자 목이 쏙 들어감ㅠ 근데 다시 원래대로 돌아온다ㅠ,2년 전
127,  에휴준우승,와 이거 좋네요ㅋㅋㅋ 효과 좋다!!,1년 전
128,  말린고구마,헐 이거 효과 완전 좋아요 거북목 때문에 고생했는데 이제야 교정이 됬네요ㅠㅠ,2년 전
129,  a bc,선생님 이 운동 하는 즉시 효과를 본다고 해서 할때마다 키를 쟤거든요ㅠ(목이 펴지면 키가 크니까)근데 오히려 하는 직후엔 항상 0.5cm가 줄어들어요ㅠ 담날에 교정운동 하기전에 쟤면 원래 키로 측정되는데 바로 운동하고 쟤면 또 줄어들고ㅠㅠ제가 잘못하고 있는 건가요?,1년 전(수정됨)
130,  광고,처음시작할때 오히려 목 뒤쪽에 힘이 들어가 더 아파지는거 아닌가 했는데 하고 나니까 목 뒤로해서 머리 옆쪽까지 피가 도는느낌으로 개운해지네요 자주 해야겠습니다,3주 전
131,  넌졌어,선생님 일자목 라운드숄더 있으면 팔통증 손저림도 오나요? 이 영상 보고 하면 괜찮을까요?,1년 전
132,  kaim,와 진짜 신기해욬ㅋㅋㅋㅋ누가 잡아주고 있는 느낌 이거 꾸준히 하면 거북목 나아지는건가용?,3년 전(수정됨)
133,  yyyy1234,할때 어깨힘은 완전히 빼고하야하나요?,2년 전
134,  ᄉᄇᄀ,선생님! 뒷통수가 짱구인 사람(남들보다 동글하고 튀어나와있는?)이 벽에 기대었을때랑 뒷통수가 평범한 사람이 벽에 기대었을때의 목의 각도가 같나요? 차이없을까요?일자목이라 운동을 해보려하는데 부모님이 제가 뒷짱구라고 하시기에 혹시 기대었을때 목이 남들보다 더 기울어져 혹 더 앞으로 숙이게 되는건지 너무 궁금하고 모르겠어서 여쭈어봅니다ㅜㅜ,1년 전
135,  Delta Zen,Alguién que me lo traduzca al español por favor!,3년 전
136,  Jungwon Son,머리로 지탱할때 오른쪽 팔이 저릿저릿한데 계속 하면 좋아지겠죠?,3년 전
137,  유농,등을 뗄때 엉덩이와 허리힘을 사용하나요? 저는 역c자목인데 뒷통수를 벽으로 꽉 밀어내고 목힘을 자꾸 쓰려고하네요ㅜㅜ,2년 전
138,  김아름,자주 하게되면  거북목 완치 되나요 ??,4년 전
139,  jisoo Kim,집에서 한다면 더 편하게 할 수 있는 방법이 있습니다. 누워서 요가나 필라테스에서 하는 브릿지 자세를하면 됩니다. 주의사항 : 견갑골이 반듯이 바닥에 붙을것,4년 전
140,  두둥두,"아무리 노력해도 등 전체를 벽에 딱 붙일 수가 없습니다. 엉덩이(꼬리뼈 쪽)하고 날개뼈만 벽에 닿고, 그 사이는 손이 들어갈 정도로 공간이 뜨게 됩니다. 이럴 경우 어떻게 해야할까요?",1년 전
141,  쫑쫑,벽에 일자로 기대기만해도 어리가 너무 굽은지라 ..벽에 잘 안닿네요 .. 확실히 효과는 좋습니다,1년 전
142,  작은나무ddd,좋은 영상 감사드립니다~ 거북목으로 매일 아침 이 운동을 하려 하는데요. 운동을 하고 나니 엉덩이 윗쪽 척추뼈가 뻗뻗한 느낌이 드는데 맞는 건지 궁금해서 질문드립니다~,2년 전
143,  김씨김,이거하면 어깨부분은 시원한데 양손이 저려요 괜찮은걸까요 자세가 잘못되어서 이런건가요? ㅠ,11개월 전
144,  뽀송뽀송,안녕하세요 지탱할때 머리로만 지탱하는게 맞나요? 아니면 머리와 목아래부분으로 지탱하는것인가요?,3년 전
145,  전근호,하루에 몇분 정도 해야 하는건가요??,1년 전
146,  03현역 정시러다,갑자기 거북목 같아서 이것저것 찾아보면서 자가진단 해봤는데 정말로 거북목 같아서 오늘부터 맨날 오겠습니다 달마다 후기 알려드릴게욥 ㅠㅠ,2년 전
147,  이13rgb하늘,"팔저림과 디스크로 인한 두통이너무 심해서 해봤는데요, 자세잡으면 팔이 저리는데  괜찮은걸까요? 신경주사맞고싶은데 낼모레가 코로나 백신맞는 날이라 안맞는게 좋겠죠..?",1년 전
148,  J,날개뼈 사이가 푹 꺼져 있는데처음에 등에 완전히 붙일려면 어깨가 좀 말려야 되거든요그렇게 해서라도 날개뼈사이 근육을 벽에 붙이는게 맞죠???,1년 전
149,  배상호,어깨도 때야하나요??,5개월 전
150,  jazzmaster830,이 영상을 발견한 거북목 환자는 행운 인겁니다,2년 전
151,  hansolk72,일자목이 있어서.. 잠깐해봤는데 효과 엄청좋아요 매일 매일하려구요 폼롤러 뭐 어려운운동 필요없이 그냥 이것만 알아도 될거같은기분이에요..,2년 전(수정됨)
152,  새로운 도전!,골격보다 근육이 우선인건가요?근육이 올바르게 쓰이게 되면 골격의 위치나 틀어짐이 바로 잡힐 수 있는건가요?,2년 전(수정됨)
153,  day good,뒷통수에 수건하나덧대고해두되나용??,1년 전
154,  ᄉᄒ,일자목이고 목디스크는 없는 사람인데 처음 몇번 했을때 손이 살짝 저릿하더니 일주일정도 했을 때 손발 안면까지 찌릿찌릿하게 저림 현상이 있네요.. 저림 현상이 있다면 바로 멈추셔야 할 것 같습니다ㅠ 저는 내일 병원 가보려구요....,13일 전
