,아이디,댓글 내용,댓글 시간
37,  @younshimchoi7795,"둘째 출산하고  80일정도 됐는데 ,,,수유하고나면 허리부터 골반 허벅지 종아리 발목이 뻐근해져서ㅠㅠ 시작하게 됐어요!! 이 시퀀스 해보니 너무 시원하고 좋네요!!! 유익한 영상 올려 주셔서 감사합니다^^",2년 전
38,  @user-pt9pr8xz2f,오늘도 감사합니다! 허리디스크 판정 받고 요가 못하는 줄 알았는데 덕분에 다시 할 수 있게 되어 너무 좋네요. ^^ 혹시 허리디스크 환자가 할 수 있는 다른 요가 영상 추천해주실 수 있으실까요? ,3개월 전
39,  @euisoonkim7654,작년에 건강이 좋지않아 힘들었었는데 이  프로를 보고 몇개월 째 따라하다보니  무척이나 건강해졌습니다.감사합니다.고맙습니다.,3년 전
40,  @user-ik4sb4qp7b,육아로 아이를 들어올릴 일이 많아 시작한 요가인데 아기가 좀크니 요가하러 나가기 힘들어져서 지금은 집에서 요가 소년님의 영상으로 도움받고 있어요. 허리가 아파서 이 영상 따라 했는데 엄청 시원해서 좋아요. 감사합니다. 친구들에게도 말해주니 좋아하네요. 목소리가 꿀이라며 꿀벌소년이랍니다 ㅎㅎ감사해요,3년 전
41,  @user-qz2qo3yj5p,오늘도 나마스떼허리에서 뚜뚝 소리가 나서 허리 펴는데 불편했는데 많이 풀어졌어요 ^^효과가 짱이네욧!!!늘 감사합니다 ️,1년 전
42,  @nr6943,좌골신경쪽이 안 좋아서 시작했는데 밤에 이거 하고 나면 확실히 다음날 부터 허리 쪽이 편해지네요~ ㅎ  아직 할때마다 엉치 쪽 통증이 있지만  조금씩 더 나아지고 있는 기분이에요~ ,2년 전
43,  @user-bl6st4kf5i,잘때 반드시 누우면 허리가 아파서 잠을 못잤는데 아침에 한 번 따라했는데 허리가 많이 편해졌네요~~요가소년님 덕분에 요가로 스트레스도 다스리고 운동도하고  코로나로 힘든 요즘 힐링되고 좋습니다~~부디 오래오래 같이하시길 바래봅니다~^감사합니다~항상 행복하시길~~^^,1년 전
44,  @user-tl5gu7lz2z,너무 좋습니다. 최고의 요가 수업 감사합니다,2년 전
45,  @fruitgreen5256,앞으로 꾸준히 이걸로 수련하고싶네요. 요가소년님 정말 감사해요,1년 전
46,  @user-kx2ou9uy5s,초반에 다리랑 팔 대각선 올렸다 내렸다하는 운동 진짜 너무 힘들어 중간에  쉬고 그랬는데 어느덧 안쉬고 괴롭지 않게 하게됐어요. 뿌듯~~~!,1년 전
47,  @user-eq6oi5nx7b,오늘도 시원하게 수련했습니다  요가소년님!고맙습니다,1년 전
48,  @user-hg7ui3vv5d,코어근육약해서 복근운동 동작 따라하기 힘들었었는데 이 동작들은 따라하기도 편하고 운동되는게 느껴져요,1년 전
49,  @user-bx7jo1xs6l,"정말로, 매번 할때마다 신기하지만, 호흡과 인지를 잘 집중 할수록 아팠던 부위가 이완되고 조정되면서 고통이 줄어드는게 느껴져요 좋은영상 감사합니다",9개월 전
50,  @user-im1hv3zy7j,2021.02.20 오늘은 자기전에 수련하고 하루 마무리해요. 아침 수련이랑 또다른 느낌으로 몸이 이완됨을 느낍니다️,1년 전
51,  @user-qq1xn5ye5l,오!!!!!!!! 오랜만에 요가수련을 합니다 ㅜㅜ 근래에 허리통증이 심했는데 지금 이 시퀀스 하고 통증이 사라졌어요!!! 꾸준히 할게요 감사합니당 ><,2년 전
52,  @bbu1395,비가와서 몸이 무거웠는데  다 마치고 나니 한결 가벼워진것같아요 특히 골반이 편해졌어요  오늘 수련끝- 감사합니다. 나마스떼,2년 전
53,  @norangjoa,와우....! 운동이 부족해서인지 의자에 앉기만 하면 등이랑 허리가 너무 아팠거든요. 이걸 하고나니 시원하네요..! 자주 해야겠어요. 감사해요!,1년 전
54,  @user-nm3kx5ki8o,"항상 허리가 아팠는데, 하고 나니 너무 시원해요 !!",3년 전
55,  @Radiodog81,허리가 시원해지는 아침 입니다! 땀도 살짝나서 개운하네요~! 오늘도 감사합니다^^,5개월 전
56,  @user-ll8ym3to7x,나마스테 감사해요 척추와 허리가 시원해지는 수련이었습니다~ 너무나 감사드려요,2년 전
57,  @user-nn6cj1tu8m,누웠다가 일어나는게 고통인데 이 요가를 하고 나니 한결 편하게 일어날 수 있게 됐어요. 감사합니다.^^,1년 전
58,  @yoonming7598,아기 돌보니까 허리 너무 아파서 힘들었는데 이거 따라하고 갑자기 괜찮아졌어요. 요가소년 덕분에 아기랑 잘 보낼 수 있을꺼 같아요! 감사합니다 정말 ㅠㅠ!,1개월 전
59,  @user-bs9gu5dp8m,거의 매일 선생님 요가로 하루를 마감합니다.열심히 해서 체력을 길러볼려구요~~감사합니다^^,2년 전
60,  @user-yq4rb5qk4v,"8월 29일 완료!주말에 느긋하게 준비하고 하는 요가만큼 행복한 게 있을까요? 오늘도 하루 끝의 고요함을 얻고 갑니다, 나마스떼",2년 전
61,  @user-is3lk9uq1z,허리통증으로 그 주변 근력강화 및 스트레칭 운동으로 진짜 좋습니다,1년 전
62,  @yeonshilllee2239,"요하️요가소년님️오늘의 수련 영상은 제게 너무나도 필요로 하는 것 같아요 앞으로 마무리 수련으로 이 영상을 자주 이행할 것 같습니다️감사합니다오늘은 몸 상태가 좋지않아 한 시간 정도 매트 위에 머물렀답니다수련 영상 순서는312번ᆞ55번ᆞ88번 차례대로 수련했습니다어제는 오랜만에 역동적인 수련을 쓰러졌답니다 ㅎㅎ여전히 전 매우 많이 부족함을 느낍니다항상, 감사드려요나마스떼️",2년 전
63,  @user-bk5jl9mn1k,"이 영상 정말 좋습니다. 관절에 무리가 되지도 않고 허리, 다리까지 시원합니다. 요즘 1주일에 3번쯤 하고 있어요 오래된 영상이지만 저에겐 정말 소중한 영상입니다. 요가 소년님 감사합니다.~",1년 전
64,  @lottek7059,어머나 몇년전 영상이였네요~ 이 영상보고 몇달 동안  불편했던 허리가  너~~무 편해졌어요~!!!  좋은 영상 감사합니다 :),1년 전
65,  @user-hh4mj5xj5z,아침에 일어나면 아프기 시작해서 하루종일 허리랑 허벅지 뒷쪽이 땡겨 일상생활이 불편했는데요.이 영상보며 따라한지 5일정도 되면서 허리가 서서히 풀어지는게 느껴집니다.좋은 영상 너무 감사해요,2년 전
66,  @AcroChaeXD,"스트랩을 다리에 걸고 바닥 가까이 내려놓는 동작 할때 다리 바깥쪽 근육이 팽팽해지는 느낌이 좋네요! 요가소년님, 혹시 여유가 되신다면 발성법에 대한 영상이나 하나의 요가 시퀀스가 만들어지는 과정을 담은 영상 제작해주시면 감사하겠습니다~",4년 전
67,  @user-pv6yv2lh9r,아침에 일어나면 늘 허리가 뻐근한데 오늘 한 동작이 허리를 시원 하게 풀어 주네요~^^,1년 전
68,  @user-rb4qb7rr4y,허리 디스크때문에 오래  서서 일하면  힘들었는데  이 시컨스하면서 좋아지고있습니다~~ 감사합니다 ~요가 소년님~~좋습니다~~짱^^,1년 전
69,  @sshin2149,이 영상을 본뒤 아침 시작이 요가여서 좋은거같아요 :-) 늘 잘보고있어요 !!!,3년 전
70,  @user-pt9pr8xz2f,오늘도 감사합니다 운동 하고나서 한결 좋아졌어요. :),3개월 전
71,  @user-jp9ed7vh9d,요즘처럼 힘든시기 요가소년님을 알게되어서 참 다행이예요♡,2년 전
72,  @lha2424,허리가 또 안좋아지는게 느껴져서 또 하러 왔어요~ 정말 굿굿,1년 전
73,  @yoonj3189,임신중이라 엎드린 자세는 못하구 누워서 할 수 있는 동작이라 따라하니 좋네요~ 좋은 목소리와 함께 편안하게 했습니다. 감사합니다 ,1년 전
74,  @seventeen4501,"척추 아픈곳이,  한두번 따라 해봤을 뿐인데도  나아졌어요. 참 신기했어요!!  감사합니다~~",3년 전
75,  @user-lo6sp3bo9d,"허리 힘도 없고 성장하며 틀어져 종종 아픈데.. 많이 써야하는 근육을 자극시켜주는 느낌이라 정말좋아요♡ 월수금으로 챙겨가며 하고있습니다^^다만 이미 허리가 많이 아프신분들은 요통 완화 요가를 하시는게 좋겠어요~ 강도가 꽤 있습니다궁금한점은 위로 테이블자세를 하고 다리를 내리고올리기전, 골반 위쪽을 닿게하라고 하시잖아요. 그게 정확히 어느부분일까요? 자세가 맞아서 힘든건지 자세가 틀려서 힘든건지 모르겠어요ㅋㅋ..아직은 허리부근에서 뚝소리도 나고 코어근육도 부족하지만 열심히 꾸준히 참여해서 건강한 몸 만들게요 감사합니다!",4년 전
76,  @user-xc2vq6fz2d,예고치 안은 요추골절로 힘들어 했는데 등근육 강화 요가로 많은 도움 감사합니다^^,9개월 전
77,  @user-me4dd8zb4z,2021년 5월 3일책상에 오래 앉아있어서인지 허리가 자주 아프고 더부룩했었는데 그래서 오늘 아침도 더 누워있을까 잠시 갈등 감사하게도 이 영상 덕분에 허리가 한결 편안해졌어요 자주 해봐야겠어용 항상 그때그때 저에게 필요한 영상이 오는 것 같아 넘 감사드려요오늘도 나마스떼입니다,1년 전
78,  @user-yv2en5nh6f,요즘 허리가 계속 아파 허리통증완화 15분 시퀀스만 하다가  이번 시퀀스를 하니 더 좋은거 같아요. 감사합니다^^,1년 전
79,  @user-pk1xd6yi9r,수술 후 살이 쪄서 허리 통증이 심해 요가를 하고 싶었는데요. 워킹맘이라 요가원에 못 가는데 추천받아서 지난주부터 시작했습니다. 4일이지만 하고 나니 너무 시원하네요. 좋은 영상 감사합니다!,3년 전(수정됨)
80,  @user-zi2lh3cq4d,매일 아침져녁 너무시원하고 좋아요감사드려요~~^^,1년 전
81,  @marahpark7956,선생님 안녕하세요 예전에 요가 수련 했었는데 한 1년 반 동안 아예 안하다가 몸이 너무 아파서 이 영상 보고 다시 차츰 수련 시작했어요 감사합니다 건강한 매일 보내세요 행복하세요,1년 전
82,  @user-wj9lx4vk8g,21.1.20. 등허리 개운함을 바로 느낍니다:) 저장해두고 요가로 처방해야겠네요! 감사합니다. 나마스떼,1년 전
83,  @daseul3992,"오늘도 좋은 수련했습니다, 감사합니다:)",2년 전
84,  @user-rb1fs8rs3s,너무 좋은방송입니다  따라하니   몸도 맘도  좋아집니다 감사합니다,11개월 전
85,  @hyobbangstudio5285,매일 조금씩 영상을 보며 수련하고 있습니다. 좋은 영상들 감사합니다.,1년 전
86,  @jueunlee9538,영상 감사합니다. 오늘도 즐거운 수련이었습니다. :),1년 전
87,  @user-rb1fs8rs3s,초보자가 따라하기  부담없이 너무좋아요,11개월 전
88,  @user-fd9gt6dp8d,나이든 사람도  따라하기쉬워서 너무좋았어요열심히 해볼께요  감사합니다   목소리도 너무좋고   설명도 좋았어요,2년 전
89,  @gange5677,요듬 매일 아침 저녁으로 수련하고 있는데 조금씩 변화가 느껴지는 것 같습니다.,3년 전
90,  @user-rv9mi8tp7w,디스크로 너무 고생했는데 많이 좋아졌어요 처음에 코어가없어서 온몸이 떨렸는데 조금나아졌어요. 고마워요. 요가소년 앞으로도 좋은요가 많이알려주세요.,3년 전(수정됨)
91,  @user-qf7io5er5g,견갑골 통증과 옆구리 저림으로 4년동안병원도 참 많이 다녔네요지인추천으로요가소년님의 영상을보고 매일매일 하고 있어요~운동을 한 날은 통증이 줄어드는것을 느낍니다~이런 좋은 영상 올려주신것에깊이 감사드립니다~꾸벅~,4주 전
92,  @youjung0213,허리아래 천골쪽이 뻐근한 느낌이 들었는데 골반도 그렇고 안정된 느낌이 드네요 역시 뭐든 코어근육이 중요한가봅니다 감사합니다~,4년 전
93,  @dragonrainpark8747,아침 잠자리에서 허리운동 최고예요!!!,1년 전
94,  @anne8426,선생님...덕분에 건강해졌어요.감사합니다^^♡,1년 전
95,  @user-qh5in5zv5s,최곱니다. 침으로 낫지않은 통증이 사라지고 시원해 집니다. 무리한 동작이 없으면서도 정말 시원합니다.,1년 전
96,  @user-pt9pr8xz2f,오늘도 개운하게 수련했습니다. 감사합니다!,3개월 전
97,  @knitree,시작때 했던 동작이 끝나고 나서 다시 하니 한결 편해진 느낌이에요. 좋은 영상 감사합니다. ^^,3년 전
98,  @changkim5427,세상에 선생님 저는 10분만에 배가 너무 떨리는데 너무 편안하신거같아요ㅋㅋㅋㅋㅋㅋㅋㅋ 열심히 보고 따라할께요! 좋은 영상 감사합니다~~,4년 전
99,  @user-eq6oi5nx7b,요가소년님!감사합니다 요즘도 하루두번이상 수련합니다~걷는데 불편함이 없어요~너무고마워요  요가소년님!,1년 전
100,  @tripena83,처음 15분이 챌린지 있지만 역시 끝내고 나니 후련해요 :),4년 전
101,  @maplelauren,열심히 하며 허리가 좋아짐을 느껴요~ 정말 감사합니다,3년 전
102,  @user-hg7yh6jq7v,스트레칭 너무 잘했습니다.감사합니다,3년 전
103,  @user-dl8yn3mq4b,이제 하루에 2번씩이나 요가소년님과 함께 운동을 해요.점점 젋어지는 느낌이 오네요.,2년 전
104,  @user-jd6wy3wt3v,열심히 따라했더니 다음날 배에 근육통이 ㅋㅋㅋㅋ 허리통증 많이 나아졌어요 감사합니다,1년 전
105,  @user-ni5xn7pm1x,많은 도움을  받고 있습니다. 늘 감사한 마음입니다. 고맙습니다.^^,10개월 전
106,  @ydajung,일주일에 서너번씩 따라하고 있어요~ 꼬리뼈 & 허리 아픈 증상이 있었는데 많이 나아진 거 같아요 ㅠ_ㅠ 중간중간 버티기 어려울 때도 있지만 꾸준히 해보렵니다 -,2년 전
107,  @user-db4ug7sd6t,와 대박  허리통증따미 따라했는데 빡세지만  너무시원하고좋네요!꾸준히 할께요!,1년 전
108,  @artlikeit1065,너어무 좋아요~~~!! 매일 요가소년보고 요가 하고 있어요! 감사합니다!!^^,5개월 전
109,  @user-cm1pr2tl8y,15분짜리 허리통증완화요가하다가 최근에 이거로 넘어왔습니다. 꾸준히 수련하니 허리통증이 사라졌어요. 삶의 질이 높아진거같아요!,3년 전
110,  @user-pt9pr8xz2f,너무 감사합니다,3개월 전
111,  @user-yh6ci4bv9d,유튭 돌아다니며 다 따라해보고 있는데요가소년 요가가 제일 좋습니다제가 허리가 너무 아픈데 정말 따라하고 하면 눈에 띄게 좋아합니다,1년 전
112,  @muasa7284,우와 하다보니까 집중이 너무 잘돼서 시퀀스3개를 따라했어요! 시작과 끝의  누워서 발바닥 붙인 그 자세에서 골반? 통증이 확연히 차이가 나서 놀랐습니당 '-' 내일 또 하러올게용 !,2년 전
113,  @user-eq6oi5nx7b,오늘도 요가소년님!시원하게 수련햇습니다~감사합니다 소년요가 최고!,1년 전
114,  @stellajang2455,늘 감사합니다매일 반복해서 하는데너무나 행복합니다~~♡,11개월 전
115,  @user-xh5qs5ho9f,5.4 온몸을 쭉쭉~ 몸구석구석이 시원해지는 영상이었어요. 나마스떼~,1년 전
116,  @user-uv6el4ze9f,운동 후 허리 아래 부분이 뻐근해서 이 동작했더니 허리가 부드러워졌어요^^ 감사합니다,3년 전
117,  @ginapierce496,힘께 쉽게 따라할수 있게 여유롭게 할수 있어서 넘 감사 합니다.,3년 전
118,  @user-id8uy6pv2c,정말 좋아요. 쉽고 천천히.. 군더더기 없는 설명과 동작.,4년 전(수정됨)
119,  @user-rz4qp6zd5j,너무 시원해요 오늘도 최고!감사합니다,1년 전
120,  @user-te5gm8wn1l,허리 수그릴때마다 아파서 찾아본건데 25분만에 가셨네여! 감사합니다,1년 전
121,  @yeojinshin7755,일이 많이서 하루종일 앉아있었더니 허리가 아파서 했는데 너무 좋아여. 오늘 꿀잠잘듯! 감사합니다,1년 전
122,  @user-hh3cv7xz7c,복부에 적당한 긴장감이 느껴지면서 등 근육이 시원합니다. 어깨부분이 결리는게 승모근이 많이 뭉쳤나봅니다. 이 시퀀스는 언제나 기분좋고 편안한 상태를 만들어줍니다. 감사합니다 나마스테.,2년 전
123,  @user-lb2vj8rx5u,허리가 아파서 처음 따라 해보았습니다 .참좋아요^-^,2년 전
124,  @khm640,요가 수련을 통해 나날이 성장 합니다 감사해요^^,4년 전
125,  @user-eq1sq1hc3j,"뻐근한 허리가 놀라울 정도로 가벼워지네요. 어제보다 오늘, 더 시원함과 개운함, 편안함 느끼고 갑니다. 내일도 다시 올게요.",3년 전
126,  @user-nr5qx4ev3u,"넘 좋아요 허리물리치료 하다 친구권유로 매일합니다, 병원치료보다 이 운동이 더 효과가있네요 감사합니다 매일 즐겁게 하고있어요!!",9개월 전
127,  @user-cm1pr2tl8y,이거 요가하니 허리가 시원해져서 놀랐어요! 감사합니다.,3년 전
128,  @user-pv3jf7yo8z,감사합니다요즘척추가  약해서 아팠는데척추요가너무좋습니다^^~,1년 전
129,  @user-eq6oi5nx7b,오늘도 고맙습니다   요가소년님!시원한 아침입니다~,1년 전
130,  @yoojookim8102,"안녕하세요^^매일 꾸준히 하는 요가 수련생입니다~이번 올라온 허리강화시퀀스가 허리 아픈자에게는 좀체 쉽지 않은 동작을 처음부터 하여 무리가 오는 것 같습니다.가끔 엄마랑도 하다 좋은게 있음 같이 하는데 이번 영상 뜨자마자 2번 정도 해봤는데 좀 불편함이 있었습니다.다음에는 목 어깨 스트레칭처럼 허리를 풀어주는 15분가량 강의가 올라왔음하는 희망에 댓글 남겨요~아기자세 비둘기자세 브릿지자세 등  쉽게 따라하면서 풀어준다는 느낌으로 ㅎㅎ매일 같이 하면서 뻣뻣하던 몸도 많이 풀어지고 혼자서 따라하지만 1:1수업 받는 느낌으로 너무 좋습니다.가끔 수련에서 탄력받아서 그런지 호흡이 빠른 부분이 있는데 첨에는 빨라 따라하기 바빴지만 익숙해지니 저도 같이 탄력받아 호흡에 무리없이 잘 따라가고 있습니다.또 부탁드리고 싶은게 혹시 다음에 태양경배자세를 한번 더 하신다면 1,2를 나누지 마시고 합쳐서 호흡을 한 템포 더 천천히 진행은 어떠신가요?천천히하는 태양경배자세 역시 매력적일 것 같습니다.항상 감사합니다^^",4년 전
131,  @user-on3ps8oj6y,허리통즐으로  고생하는데 한의원도다니면서  이영상  매일 잠들기전에  하고있어요~ 통증많이  좋아졌어요  영상  감사합니다,6개월 전
132,  @user-rx6uq4rg3l,나마스떼 수련하기 전에 머리가 좀 아팠는데ㅠㅠ 수련하고 나니 나아졌어요요가소년 채널은 타이레놀!,2년 전
133,  @user-zg8qz5tw1r,허리가 안좋아 자주 삐끗하는데 막상 해보니 허리 근력 키우기에 많은 도움이 되겠어요.제 몸에 관심을 갖고 도움받을 수 있는 영상 공유해주셔서 감사합니다.,4년 전
134,  @scarlett3123,감사 합니다. 오랜만에 서서 일을 했더니 허리가 너무 아팠는데 딸아이의 추천으로 해봤습니다.며칠 따라 해보고 좋아지면 꾸준히 하겠습니다.감사 합니다.,1년 전
135,  @yeryungmom,"오늘 2개 영상 따라 했어요 오전 ㅣ개, 오후 1개 ..몸이 안좋아서 쉬운것 골라 보는데 정말 좋아요",1년 전
136,  @user-ll3qx4my8j,예전보다 코어가 강화된걸 느꼈어요~ 매일하는 수련에 조금씩 단단함이 더해지네요. 나마스테,1년 전
137,  @bonmigu7182,"와아.. 좋은것 같은데 다리 들어서 다리, 팔교차하는 동작할때 몸이 덜덜 떨리더라구요.. 하면서 끙끙 소리 내면서 너무 힘들면 영상 멈추고 쫌 쉬었다가 다시 시작하고.. 끝까지 했어요~ 오우.. ",1년 전
